chr_replace,chr_replace_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome_fasta,genome_fasta_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chr_replace,parameters.chr_replace.values,parameters.chr_replace|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.decode_url,parameters.expose,parameters.filtering,parameters.full_gff_attribute_preservation,parameters.gffs.__current_case__,parameters.gffs.ensembl,parameters.gffs.gff_fmt,parameters.gffs.output_cmd,parameters.gffs.tname,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.maxintron,parameters.merging.__current_case__,parameters.merging.merge_cmd,parameters.merging.merge_options,parameters.merging.merge_sel,parameters.reference_genome.__current_case__,parameters.reference_genome.fa_outputs,parameters.reference_genome.fasta_indexes,parameters.reference_genome.genome_fasta,parameters.reference_genome.genome_fasta.values,parameters.reference_genome.ref_filtering,parameters.reference_genome.source,parameters.region.__current_case__,parameters.region.discard_partial,parameters.region.range,parameters.region.region_filter,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2016-04-05 11:16:48.847399,slurm_normal,1459855031.0,0,,1.0,,,main_w1_handler0,2657031,12342060,False,,26890026,gff3,6547669.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,JGI_GENE,24136860,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29407117.0,1459855019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-05 11:17:14.733022,,12.0
,,,,2017-07-16 07:45:03.241764,slurm_normal,1500191112.0,0,,1.0,,,main_w4_handler1,3171740,16353865,False,,326329,gff3,10418291.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""",,"""true""",2,,gtf,-T -o output.gtf,gene_id,,"[{'src': 'hda', 'id': 30454398}]",,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,39207726.0,1500191106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2017-07-16 07:45:12.798540,108158.0,6.0
,,,,2017-07-16 08:03:47.113133,slurm_normal,1500192281.0,0,,1.0,,,main_w4_handler0,3171740,16353898,False,,326329,gff3,10418320.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""",,"""false""",2,,gtf,-T -o output.gtf,,,"[{'src': 'hda', 'id': 30454398}]",,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,39207726.0,1500192275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2017-07-16 08:04:42.457810,108158.0,6.0
,,,,2017-07-16 08:06:21.888036,slurm_normal,1500192391.0,0,,1.0,,,main_w4_handler0,3171740,16353907,False,,326329,gff3,10418329.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""",,"""false""",2,,gtf,-T -o output.gtf,miRNA,,"[{'src': 'hda', 'id': 30454398}]",,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,39207726.0,1500192385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2017-07-16 08:06:32.860222,108158.0,6.0
22455.0,gtf,,,2016-03-31 07:50:21.784845,slurm_normal,1459410689.0,0,,1.0,,,main_w1_handler0,2417850,12295649,False,,22455,gtf,6502871.roundup,slurm,,132112168.0,corral-repl,,,24078759,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078759,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:51:33.220802,69283.0,5.0
21819.0,gtf,,,2016-03-31 07:50:26.253925,slurm_normal,1459410728.0,0,,1.0,,,main_w1_handler2,2417850,12295656,False,,21819,gtf,6502880.roundup,slurm,,132112168.0,corral-repl,,,24078784,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078784,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:52:12.634447,69283.0,4.0
,,,,2016-03-31 07:40:14.653667,slurm_normal,1459410037.0,0,,1.0,,,main_w1_handler1,2417850,12295152,False,,21793,gtf,6502610.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078794,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:40:41.365302,69283.0,5.0
,,,,2016-03-31 07:40:10.211392,slurm_normal,1459410028.0,0,,1.0,,,main_w1_handler1,2417850,12295138,False,,21747,gtf,6502605.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078739,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:40:31.702312,69283.0,5.0
,,,,2016-03-31 07:40:12.071376,slurm_normal,1459410054.0,0,,1.0,,,main_w2_handler1,2417850,12295146,False,,21747,gtf,6502618.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078769,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:40:58.611785,69283.0,4.0
,,,,2016-03-31 07:40:11.687680,slurm_normal,1459410035.0,0,,1.0,,,main_w1_handler0,2417850,12295145,False,,21765,gtf,6502609.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078764,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:40:41.572830,69283.0,4.0
21374.0,gtf,,,2016-03-31 07:50:19.913231,slurm_normal,1459410639.0,0,,1.0,,,main_w1_handler0,2417850,12295645,False,,21374,gtf,6502860.roundup,slurm,,132112168.0,corral-repl,,,24078744,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078744,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:50:45.098376,69283.0,4.0
21765.0,gtf,,,2016-03-31 07:50:22.732002,slurm_normal,1459410704.0,0,,1.0,,,main_w1_handler0,2417850,12295651,False,,21765,gtf,6502875.roundup,slurm,,132112168.0,corral-repl,,,24078764,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078764,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:51:47.165678,69283.0,6.0
22298.0,gtf,,,2016-03-31 07:50:21.151349,slurm_normal,1459410672.0,0,,1.0,,,main_w1_handler0,2417850,12295648,False,,22298,gtf,6502867.roundup,slurm,,132112168.0,corral-repl,,,24078754,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078754,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:51:15.524329,69283.0,4.0
21793.0,gtf,,,2016-03-31 07:50:27.596830,slurm_normal,1459410757.0,0,,1.0,,,main_w1_handler1,2417850,12295658,False,,21793,gtf,6502865.roundup,slurm,,132112168.0,corral-repl,,,24078794,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078794,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:52:46.182431,69283.0,108.0
22454.0,gtf,,,2016-03-31 07:50:24.399012,slurm_normal,1459410741.0,0,,1.0,,,main_w1_handler0,2417850,12295653,False,,22454,gtf,6502882.roundup,slurm,,132112168.0,corral-repl,,,24078774,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078774,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:52:25.690919,69283.0,4.0
22214.0,gtf,,,2016-03-31 07:50:20.457443,slurm_normal,1459410659.0,0,,1.0,,,main_w1_handler0,2417850,12295646,False,,22214,gtf,6502866.roundup,slurm,,132112168.0,corral-repl,,,24078749,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078749,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:51:03.840610,69283.0,4.0
21677.0,gtf,,,2016-03-31 07:50:26.769786,slurm_normal,1459410675.0,0,,1.0,,,main_w2_handler0,2417850,12295657,False,,21677,gtf,6502868.roundup,slurm,,132112168.0,corral-repl,,,24078789,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078789,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:51:20.163137,69283.0,4.0
21747.0,gtf,,,2016-03-31 07:50:19.389492,slurm_normal,1459410740.0,0,,1.0,,,main_w1_handler2,2417850,12295643,False,,21747,gtf,6502858.roundup,slurm,,132112168.0,corral-repl,,,24078739,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078739,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:52:22.976364,69283.0,108.0
21747.0,gtf,,,2016-03-31 07:50:23.598553,slurm_normal,1459410644.0,0,,1.0,,,main_w1_handler1,2417850,12295652,False,,21747,gtf,6502862.roundup,slurm,,132112168.0,corral-repl,,,24078769,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24078769,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29321229.0,1459410639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-03-31 07:50:49.986787,69283.0,5.0
,,,,2016-04-01 01:30:12.973928,slurm_normal,1459474239.0,0,,1.0,,,main_w1_handler1,2649198,12306194,False,,0,gtf,6514086.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,24088795,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,29253229.0,1459474227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-01 01:30:44.964387,50336.0,12.0
,,,,2016-04-01 01:29:28.355977,slurm_normal,1459474250.0,0,,1.0,,,main_w1_handler1,2649198,12306186,False,,4691928,gtf,6514078.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,24088793,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,29253229.0,1459474181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-01 01:30:55.908226,50336.0,69.0
,,,,2016-04-01 01:23:47.025850,slurm_normal,1459473909.0,0,,1.0,,,main_w2_handler1,2649198,12306153,False,,4691928,gtf,6514063.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""False""","""False""","[""-U"", ""-C"", ""-G"", ""-O"", ""--no-pseudo""]","""False""",2,,gtf,-T -o output.gtf,,24088793,,,"""""",0.0,,,none,1.0,"['-w exons.fa', '-x cds.fa', '-y pep.fa', '-W']",hg38female,,,"['-N', '-J', '-V', '-H']",cached,0,,,none,32.0,,29253229.0,1459473835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-01 01:25:12.395234,50336.0,74.0
,,,,2016-05-26 17:49:46.141350,slurm_normal,1464285052.0,0,,1.0,211384722.0,fasta,main_w1_handler1,2371580,12993388,False,,911949,gtf,7179431.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",,"""false""",2,,gtf,-T -o output.gtf,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58fa52fe1e458cc59'}]",,"""""",,,,,,,,,,,,0,,,none,32.0,,30365511.0,1464285044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-05-26 17:50:58.157537,26891.0,8.0
,,,,2016-04-03 12:57:32.446661,slurm_normal,1459688270.0,0,,1.0,,,main_w2_handler0,1117637,12325123,False,,158314123,gtf,6531834.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,24123262,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,28933054.0,1459688262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-03 12:57:54.735559,25967.0,8.0
,,,,2016-04-06 12:52:59.310313,slurm_normal,1459947199.0,0,,1.0,,,main_w2_handler0,1885007,12353053,False,,380687,gff3,6557660.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""","[""-G""]","""False""",0,,none,,,24149237,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29348402.0,1459947193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-06 12:53:21.980932,48165.0,6.0
1401977839.0,gff,,,2016-07-13 15:48:43.702195,slurm_normal,1468425013.0,0,,1.0,,,main_w1_handler0,2763663,13397028,False,,41227136,gtf,7608890.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5872606eeca0eddd7'}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""false""",,"""false""",0,,none,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54681ef76aca99e77'}]",,"""""",,,,,,,,,,,,0,,,none,32.0,,31382167.0,1468424985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-07-13 15:50:14.470629,74035.0,28.0
,,,,2016-04-08 21:43:56.857041,slurm_normal,1460152052.0,0,,1.0,,,main_w1_handler0,2585452,12396492,False,,4494207841,gff3,6593433.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,24223425,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,28553373.0,1460151862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-08 21:47:36.870131,77852.0,190.0
,,,,2016-04-06 12:54:19.294315,slurm_normal,1459947275.0,0,,1.0,,,main_w1_handler1,2630139,12353065,False,,8785408,gff3,6557675.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,24166341,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,28936148.0,1459947270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-06 12:54:38.143288,21537.0,5.0
,,,,2016-04-04 13:48:29.321528,slurm_normal,1459777741.0,0,,1.0,,,main_w2_handler1,2657031,12333838,False,,26890026,gff3,6540093.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""","[""-C"", ""-G"", ""-O"", ""--no-pseudo""]","""False""",2,,gtf,-T -o output.gtf,JGI_gene,24136860,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29407117.0,1459777721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-04 13:49:04.169235,,20.0
,,,,2016-07-13 16:26:00.224169,slurm_normal,1468427233.0,0,,1.0,,,main_w2_handler1,2746150,13397540,False,,155744496,gff3,7609434.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""",,"""false""",2,,gtf,-T -o output.gtf,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e511cf853256d43'}]",,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,31448189.0,1468427212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-07-13 16:27:15.135055,86446.0,21.0
,,,,2016-04-05 05:19:47.597048,slurm_normal,1459833602.0,0,,1.0,,,main_w1_handler0,2648567,12340413,False,,143514,gtf,6546040.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,24030211,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29234428.0,1459833598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-05 05:20:04.252547,,4.0
,,,,2016-04-05 06:08:39.163421,slurm_normal,1459836612.0,0,,1.0,,,main_w1_handler2,2657693,12340512,False,,1188061800,gff3,6546135.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,24145558,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29378070.0,1459836533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-05 06:10:19.943208,8264.0,79.0
1401977839.0,gff,,,2016-07-13 15:12:12.519678,slurm_normal,1468422796.0,0,,1.0,,,main_w1_handler1,2763663,13396227,False,,0,gtf,7608121.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5872606eeca0eddd7'}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""false""","[""-C""]","""false""",0,,none,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae54c4ca170efa6a'}]",,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,31382167.0,1468422774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-07-13 15:13:20.016936,74035.0,22.0
2803446.0,gff3,36.0,len,2016-04-01 23:00:19.475472,slurm_normal,1459551655.0,0,,1.0,5013480.0,fasta,main_w1_handler0,2637538,12316845,False,,2803446,gff3,6524303.roundup,slurm,,132112168.0,corral-repl,,,23932217,,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""","""?""","""False""","""False""",,"""True""",1,False,gff,-o output.gff3,,23932217,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,29047095.0,1459551651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-01 23:00:56.547785,80869.0,4.0
,,,,2016-04-06 14:06:43.483059,slurm_normal,1459951635.0,0,,1.0,,,main_w1_handler2,2653311,12353881,False,,92382491,gtf,6558498.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",1,False,gff,-o output.gff3,,24167874,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29444093.0,1459951614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-06 14:07:18.683278,81775.0,21.0
,,,,2016-07-13 19:04:47.473824,slurm_normal,1468436784.0,0,,1.0,,,main_w2_handler0,2763167,13399090,False,,158314123,gtf,7611023.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""",,"""false""",1,false,gff,-o output.gff3,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553a5c7e0801566ef'}]",,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,31451691.0,1468436753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-07-13 19:06:28.575335,87327.0,31.0
,,,,2016-05-27 13:39:28.889505,slurm_normal,1464356431.0,0,,1.0,559749891.0,fasta,main_w1_handler1,2712933,13003491,False,,127263077,gff3,7190178.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""","[""-O""]","""false""",2,,gtf,-T -o output.gtf,CLAU,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecfc220e967341a9'}]",,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,29988408.0,1464356401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-05-27 13:40:35.489817,82531.0,30.0
,,,,2016-04-06 12:36:48.755619,slurm_normal,1459946249.0,0,,1.0,,,main_w2_handler0,2630139,12352901,False,,226025689,gff3,6557455.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,24133831,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,28936148.0,1459946226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-06 12:37:34.137818,21537.0,23.0
,,,,2016-04-11 18:30:14.588275,slurm_normal,1460399480.0,0,,1.0,,,main_w1_handler0,2185573,12420546,False,,44139005,gff3,6621780.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,18950409,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29541402.0,1460399459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-11 18:31:24.594188,28313.0,21.0
,,,,2016-04-11 10:17:55.621706,slurm_normal,1460369927.0,0,,1.0,,,main_w1_handler1,2585933,12415960,False,,80527313,gff3,6616769.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""","[""-U"", ""-C"", ""-G"", ""-O"", ""--no-pseudo""]","""False""",2,,gtf,-T -o output.gtf,,24252169,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,29232342.0,1460369906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-04-11 10:18:51.708556,74793.0,21.0
,,,,2017-06-19 21:19:15.956083,slurm_normal,1497907242.0,0,,1.0,3151425857.0,fasta,main_w4_handler0,3141139,16136922,False,,322269186,gtf,10216648.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""false""","[""-U""]","""false""",2,,gtf,-T -o output.gtf,gffread,,"[{'src': 'hda', 'id': 30015349}]",,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,38238189.0,1497907168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2017-06-19 21:20:46.478473,30016.0,74.0
892960186.0,gtf,,,2016-10-18 15:35:13.732129,slurm_normal,1476805495.0,0,,1.0,,,main_w4_handler1,2852736,14110029,False,,892960186,gtf,8323985.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd77833d545ce44f'}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""false""",,"""false""",0,,none,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd77833d545ce44f'}]",,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,33590121.0,1476805126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2016-10-18 15:44:57.326364,91004.0,369.0
