bamInput,bamInput_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,extraSampling,extraSampling_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.fragmentLength,parameters.image_format,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2484879001,bam,,,,,2017-12-06 16:49:14.218302,slurm_multi,1512580019.0,0,,,,6.0,main_w4_handler2,3355686,17721950,False,,,,11787697,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32773909}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,2652783500,specific,"""360""","""png""","""""",0,,mm10,cached,32.0,,42310534.0,1512578964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-06 17:07:01.125400,112337,1055.0
2447340569,bam,,,,,2017-12-06 16:50:04.515583,slurm_multi,1512581078.0,0,,,,6.0,main_w3_handler2,3355686,17721957,False,,,,11787900,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32773910}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,2652783500,specific,"""317""","""png""","""""",0,,mm10,cached,32.0,,42310534.0,1512580026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-06 17:24:40.299778,112337,1052.0
2096103775,bam,,,,,2017-12-06 16:48:41.954522,slurm_multi,1512580099.0,0,,,,6.0,main_w4_handler2,3355686,17721945,False,,,,11787693,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32773908}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,2652783500,specific,"""364""","""png""","""""",0,,mm10,cached,32.0,,42310534.0,1512578932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-06 17:08:20.521528,112337,1167.0
2486884840,bam,,,,,2017-12-07 20:46:19.422936,slurm_multi,1512687843.0,0,,,,6.0,main_w4_handler2,3357375,17740396,False,,,,11806643,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32805063}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""360""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,42310534.0,1512686770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-07 23:04:06.490025,112337,1073.0
2097898426,bam,,,,,2017-12-07 20:46:03.482658,slurm_multi,1512687610.0,0,,,,6.0,main_w4_handler2,3357375,17740394,False,,,,11806641,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32805062}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""364""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,42310534.0,1512686710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-07 23:00:14.299256,112337,900.0
2449558214,bam,,,,,2017-12-07 20:46:46.924554,slurm_multi,1512693714.0,0,,,,6.0,main_w4_handler2,3357375,17740399,False,,,,11807608,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32805064}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""317""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,42310534.0,1512692728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-08 00:41:56.386843,112337,986.0
2449558214,bam,,,,,2017-12-07 22:14:49.404533,slurm_multi,1512693783.0,0,,,,6.0,main_w3_handler2,3357375,17741448,False,,,,11807637,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32805064}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""317""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,42310534.0,1512692849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-08 00:43:03.978495,112337,934.0
6178442050,bam,,,,,2018-01-24 09:02:35.407235,slurm_multi,1516786542.0,0,,,,6.0,main_w3_handler2,3117854,18141446,False,,,,12221493,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33458157}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43320698.0,1516784564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-24 09:35:43.954078,106254,1978.0
1212097303,bam,,,,,2018-01-24 18:35:43.805251,slurm_multi,1516819745.0,0,,,,6.0,main_w4_handler2,3320392,18146809,False,,,,12227426,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33281929}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43382509.0,1516818951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-24 18:49:07.071032,115950,794.0
1838206275,bam,,,,,2018-01-31 10:17:16.369453,slurm_multi,1517395460.0,0,,,,6.0,main_w3_handler2,3376046,18209558,False,,,,12290541,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33089914}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,42668693.0,1517393873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-31 10:44:25.250885,91020,1587.0
740218544,bam,,,,,2018-03-09 01:31:39.825917,slurm_multi,1520563914.0,0,,,30720.0,6.0,main_w4_handler2,3457124,18666285,False,,,,12762647,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 34298333}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""200""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,44480084.0,1520562182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-03-09 02:51:56.449647,123659,1732.0
4102039851,bam,,,,,2018-02-06 11:35:16.969997,slurm_multi,1517917669.0,0,,,30720.0,6.0,main_w3_handler2,3393805,18269343,False,,355263981.0,twobit,12351144,slurm,,132111800.0,corral-repl,,0,no,"""c4e298120b3111e8a6b5005056ba55fb""",0.0,no,"[{'src': 'hda', 'id': 33691850}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33328392}]",,history,32.0,,,1517916934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-06 11:47:54.169819,97200,735.0
3368304961,bam,,,,,2018-02-06 12:01:25.317247,slurm_multi,1517919403.0,0,,,30720.0,6.0,main_w4_handler2,3393808,18269683,False,,355263981.0,twobit,12351494,slurm,,132112168.0,corral-repl,,0,no,"""72a24e040b3511e8b6e4005056ba55fb""",0.0,no,"[{'src': 'hda', 'id': 33692166}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33328401}]",,history,32.0,,,1517918496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-06 12:16:46.305210,97200,907.0
737957543,bam,,,,,2018-03-09 01:31:39.306821,slurm_multi,1520560880.0,0,,,30720.0,6.0,main_w4_handler2,3457124,18666283,False,,,,12762398,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 34298327}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""200""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,44480084.0,1520559522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-03-09 02:01:23.083369,123659,1358.0
787894812,bam,,,,,2018-03-09 01:31:40.139008,slurm_multi,1520561108.0,0,,,30720.0,6.0,main_w3_handler2,3457124,18666286,False,,,,12762395,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 34298335}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""200""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,44480084.0,1520559443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-03-09 02:05:11.034473,123659,1665.0
792038167,bam,,,,,2018-03-09 01:31:39.610056,slurm_multi,1520562997.0,0,,,30720.0,6.0,main_w4_handler2,3457124,18666284,False,,,,12762562,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 34298328}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""200""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,44480084.0,1520561501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-03-09 02:36:40.289030,123659,1496.0
492951,bam,,,,,2018-02-12 16:33:08.619865,slurm_multi,1518453266.0,0,,,30720.0,6.0,main_w4_handler2,3414986,18352216,False,,4305.0,twobit,12437038,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33639774}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,17000,specific,"""300""","""pdf""","""""",1,"[{'src': 'hda', 'id': 33810856}]",,history,32.0,,43729281.0,1518453213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-12 16:34:28.950650,80372,53.0
414614,bam,,,,,2018-02-12 19:16:07.758352,slurm_multi,1518463071.0,0,,,30720.0,6.0,main_w3_handler2,3426780,18354576,False,,,,12439195,slurm,,132111800.0,corral-repl,,0,no,"""2a1f1970102911e89caf005056ba2773""",0.0,no,"[{'src': 'hda', 'id': 33814413}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",2,,2451960000,"""300""","""png""","""""",0,,Araly1,cached,32.0,,,1518463058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-12 19:17:54.855380,80372,13.0
617095379,bam,18786.0,18786.0,bed,bed,2018-02-15 14:09:41.437400,slurm_multi,1518706671.0,0,,,30720.0,6.0,main_w3_handler2,3430280,18397031,False,,,,12482736,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874755}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""180""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518705704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 14:57:57.547637,122044,967.0
567158879,bam,18786.0,18786.0,bed,bed,2018-02-15 14:09:03.188056,slurm_multi,1518705596.0,0,,,30720.0,6.0,main_w3_handler2,3430280,18397008,False,,,,12482343,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874748}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""214""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518704534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 14:39:58.071396,122044,1062.0
520507303,bam,18786.0,18786.0,bed,bed,2018-02-15 14:08:17.257059,slurm_multi,1518705514.0,0,,,30720.0,6.0,main_w4_handler2,3430280,18396904,False,,,,12482316,slurm,,132109816.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874738}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""206""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518704354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 14:38:37.055964,122044,1160.0
495752013,bam,18786.0,18786.0,bed,bed,2018-02-15 14:10:22.497908,slurm_multi,1518707583.0,0,,,30720.0,6.0,main_w4_handler2,3430280,18397038,False,,,,12482885,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874768}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""210""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518706485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 15:13:19.273741,122044,1098.0
550959682,bam,18786.0,18786.0,bed,bed,2018-02-15 14:12:56.558800,slurm_multi,1518708341.0,0,,,30720.0,6.0,main_w3_handler2,3430280,18397054,False,,,,12483038,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874799}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""165""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518707206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 15:25:45.326982,122044,1135.0
512785601,bam,18786.0,18786.0,bed,bed,2018-02-15 14:11:47.207077,slurm_multi,1518708645.0,0,,,30720.0,6.0,main_w4_handler2,3430280,18397043,False,,,,12483232,slurm,,132109816.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874793}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""274""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518707708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 15:30:48.522024,122044,937.0
798558694,bam,18786.0,18786.0,bed,bed,2018-02-15 14:13:44.337091,slurm_multi,1518711071.0,0,,,30720.0,6.0,main_w3_handler2,3430280,18397064,False,,,,12483235,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874950}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""179""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518707795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 16:11:15.892530,122044,3276.0
525505148,bam,18786.0,18786.0,bed,bed,2018-02-15 14:14:45.813599,slurm_multi,1518711295.0,0,,,30720.0,6.0,main_w3_handler2,3430280,18397070,False,,,,12483568,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874888}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""154""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518709703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 16:15:01.483214,122044,1592.0
655107408,bam,18786.0,18786.0,bed,bed,2018-02-15 14:15:41.322780,slurm_multi,1518714190.0,0,,,30720.0,6.0,main_w3_handler2,3430280,18397074,False,,,,12484218,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874933}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""160""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518711529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 17:03:13.448630,122044,2661.0
798558694,bam,18786.0,18786.0,bed,bed,2018-02-15 14:16:29.197584,slurm_multi,1518715196.0,0,,,30720.0,6.0,main_w3_handler2,3430280,18397081,False,,,,12484266,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33874950}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""147""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,43937359.0,1518711949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-15 17:20:00.177804,122044,3247.0
1031190042,bam,,,,,2018-02-20 20:30:44.968294,slurm_multi,1519163409.0,0,,,30720.0,6.0,main_w3_handler2,3340556,18452302,False,,,,12547274,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33966707}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,44013315.0,1519161207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-20 21:50:14.561411,34421,2202.0
1616284826,bam,,,,,2018-02-20 20:30:45.769445,slurm_multi,1519163499.0,0,,,30720.0,6.0,main_w3_handler2,3340556,18452303,False,,,,12547310,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33966711}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,44013315.0,1519161372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-20 21:51:40.980722,34421,2127.0
889058251,bam,,,,,2018-02-20 20:30:46.341551,slurm_multi,1519166861.0,0,,,30720.0,6.0,main_w4_handler2,3340556,18452304,False,,,,12548227,slurm,,132109816.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33966713}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,44013315.0,1519165555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-20 22:47:47.302711,34421,1306.0
1604800161,bam,,,,,2018-02-20 20:30:43.939069,slurm_multi,1519167501.0,0,,,30720.0,6.0,main_w4_handler2,3340556,18452301,False,,,,12548220,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33966704}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,44013315.0,1519165426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-20 22:58:24.512849,34421,2075.0
1822228226,bam,,,,,2018-02-20 20:30:47.043843,slurm_multi,1519172259.0,0,,,30720.0,6.0,main_w3_handler2,3340556,18452305,False,,,,12548643,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33966714}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,44013315.0,1519169481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-21 00:17:41.701964,34421,2778.0
249933625,bam,,,,,2018-02-20 20:30:47.725668,slurm_multi,1519173956.0,0,,,30720.0,6.0,main_w3_handler2,3340556,18452306,False,,,,12549065,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33966719}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,44013315.0,1519172875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-21 00:45:58.187720,34421,1081.0
177430410,bam,,,,,2018-02-23 08:19:50.146669,slurm_multi,1519376089.0,0,,,30720.0,6.0,main_w4_handler2,3430314,18494167,False,,,,12589682,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33992472}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,44090047.0,1519375829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-23 08:54:50.990021,107319,260.0
388964489,bam,,,,,2018-02-23 08:19:49.387657,slurm_multi,1519375466.0,0,,,30720.0,6.0,main_w4_handler2,3430314,18494165,False,,,,12589547,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33992470}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,44090047.0,1519375129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-23 08:44:29.449486,107319,337.0
290224427,bam,,,,,2018-02-23 08:19:49.758977,slurm_multi,1519375437.0,0,,,30720.0,6.0,main_w3_handler2,3430314,18494166,False,,,,12589552,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33992471}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,44090047.0,1519375145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-23 08:43:58.789346,107319,292.0
267709026,bam,,,,,2018-02-23 08:19:52.644461,slurm_multi,1519375722.0,0,,,30720.0,6.0,main_w3_handler2,3430314,18494174,False,,,,12589605,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33992478}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,44090047.0,1519375442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-23 08:48:44.761198,107319,280.0
190973028,bam,,,,,2018-02-23 08:19:52.305909,slurm_multi,1519376087.0,0,,,30720.0,6.0,main_w3_handler2,3430314,18494172,False,,,,12589683,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 33992477}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,44090047.0,1519375832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-02-23 08:54:50.050074,107319,255.0
