create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.col,parameters.dbkey,parameters.legend.__current_case__,parameters.legend.leg_pos,parameters.legend.leg_title,parameters.legend.status,parameters.lty,parameters.lwd,parameters.main,parameters.series,parameters.xlab,parameters.ylab,processor_count,runner_name,series_0|input,series_0|input_filetype,series_1|input,series_1|input_filetype,series_2|input,series_2|input_filetype,series_3|input,series_3|input_filetype,series_4|input,series_4|input_filetype,series_5|input,series_5|input_filetype,series_6|input,series_6|input_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-10-07 15:01:19.842924,slurm_normal,1444230432.0,0,1.0,main_w1_handler1,2439685,10520051,False,,4794834.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": ""IS"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428942, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,16406046,bed,,,,,,,,,,,,,25524813,1444230113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:07:14.460907,48605.0,319.0
2015-10-07 15:19:10.729268,slurm_normal,1444231344.0,0,1.0,main_w2_handler1,2439685,10520130,False,,4794934.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428944, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,13597705,bed,,,,,,,,,,,,,25524813,1444231172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:22:29.740437,48605.0,172.0
2015-10-07 15:19:11.598491,slurm_normal,1444231340.0,0,1.0,main_w2_handler1,2439685,10520131,False,,4794949.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428945, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,2191408,bed,,,,,,,,,,,,,25524813,1444231307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:22:24.952393,48605.0,33.0
2015-10-07 15:19:24.230091,slurm_normal,1444231724.0,0,1.0,main_w1_handler2,2439685,10520138,False,,4794979.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428954, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,11074737,bed,,,,,,,,,,,,,25524813,1444231570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:28:47.299067,48605.0,154.0
2015-10-07 15:19:09.687013,slurm_normal,1444231572.0,0,1.0,main_w1_handler2,2439685,10520129,False,,4794948.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428943, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,21418481,bed,,,,,,,,,,,,,25524813,1444231276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:26:23.551922,48605.0,296.0
2015-10-07 15:19:13.771043,slurm_normal,1444231456.0,0,1.0,main_w2_handler1,2439685,10520133,False,,4794955.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428947, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,12055368,bed,,,,,,,,,,,,,25524813,1444231357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:24:19.789267,48605.0,99.0
2015-10-07 15:19:26.170584,slurm_normal,1444231464.0,0,1.0,main_w1_handler0,2439685,10520139,False,,4794954.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428956, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,14467679,bed,,,,,,,,,,,,,25524813,1444231353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:24:28.057980,48605.0,111.0
2015-10-07 15:19:12.383941,slurm_normal,1444231295.0,0,1.0,main_w1_handler0,2439685,10520132,False,,4794933.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428946, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,11050281,bed,,,,,,,,,,,,,25524813,1444231172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:21:39.988993,48605.0,123.0
2015-10-07 15:19:22.450765,slurm_normal,1444231706.0,0,1.0,main_w2_handler0,2439685,10520137,False,,4794978.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428952, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,15072750,bed,,,,,,,,,,,,,25524813,1444231567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:28:30.850186,48605.0,139.0
2016-04-26 16:10:33.576510,slurm_normal,1461687054.0,0,1.0,main_w1_handler2,2685106,12624970,False,,6828320.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,Gaps,yes,"""1""","""1.0""","""L1 100kb METHOD 2""","[{""fpch"": ""1"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b53650231feaf17dfa""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""1"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e47fceb9e321dc15""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,151789,interval,1263.0,interval,,,,,,,,,,,29742438,1461687049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:10:56.523851,54213.0,5.0
2016-04-26 16:12:40.925434,slurm_normal,1461687196.0,0,1.0,main_w2_handler1,2685106,12624986,False,,6828340.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,Gaps,yes,"""1""","""1.0""","""L1 100kb METHOD 2""","[{""fpch"": ""15"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b53650231feaf17dfa""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e47fceb9e321dc15""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,151789,interval,1263.0,interval,,,,,,,,,,,29742438,1461687188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:13:22.232169,54213.0,8.0
2016-04-26 16:14:51.949492,slurm_normal,1461687369.0,0,1.0,main_w2_handler0,2685106,12625007,False,,6828371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,,yes,"""1""","""1.0""","""L1 100kb ALL""","[{""fpch"": ""16"", ""leg_text"": ""No overlaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e87c93b045bf445d""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""Overlaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b502efa698ceb0613f""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,92414,bed,64476.0,bed,,,,,,,,,,,29742438,1461687356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:16:12.410156,54213.0,13.0
2016-04-26 16:14:04.464572,slurm_normal,1461687260.0,0,1.0,main_w1_handler2,2685106,12624999,False,,6828357.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,,yes,"""1""","""1.0""","""L1 100kb METHOD 2""","[{""fpch"": ""15"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b53650231feaf17dfa""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""Gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e47fceb9e321dc15""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,151789,interval,1263.0,interval,,,,,,,,,,,29742438,1461687255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:14:25.232909,54213.0,5.0
2016-04-26 16:16:02.824317,slurm_normal,1461687392.0,0,1.0,main_w2_handler1,2685106,12625070,False,,6828401.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,,yes,"""1""","""1.0""","""L1 100kb METHOD 2""","[{""fpch"": ""16"", ""leg_text"": ""No overlaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b54861d5f8df306525""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""Overlaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b58373501483628a50""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,92414,bed,31670.0,bed,,,,,,,,,,,29742438,1461687381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:16:40.531997,54213.0,11.0
2016-04-26 16:07:33.589671,slurm_normal,1461686878.0,0,1.0,main_w1_handler2,2685106,12624915,False,,6828279.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,Gaps,yes,"""1""","""1.0""","""L1 100kb ALL""","[{""fpch"": ""16"", ""leg_text"": ""Gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e0114b067861a2f4""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}, {""fpch"": ""16"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5424039259818a773""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,1696,interval,191827.0,interval,,,,,,,,,,,29742438,1461686871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:08:05.124884,54213.0,7.0
2015-10-13 09:27:43.520355,slurm_normal,1444728492.0,0,1.0,main_w2_handler1,2091462,10556309,False,,4829605.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""","""hg18""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 17284637, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""2.0""}]","""""","""""",32.0,,164,bed,,,,,,,,,,,,,24199279,1444728485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-13 09:28:14.694077,54213.0,7.0
2016-04-26 16:13:50.189275,slurm_normal,1461687255.0,0,1.0,main_w1_handler1,2685106,12624994,False,,6828354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,,yes,"""1""","""1.0""","""L1 100kb ALL""","[{""fpch"": ""16"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5424039259818a773""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""Gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e0114b067861a2f4""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,191827,interval,1696.0,interval,,,,,,,,,,,29742438,1461687246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:14:18.120062,54213.0,9.0
2016-04-26 16:09:54.080813,slurm_normal,1461687012.0,0,1.0,main_w2_handler0,2685106,12624965,False,,6828313.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,Gaps,yes,"""1""","""1.0""","""L1 100kb ALL""","[{""fpch"": ""1"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5424039259818a773""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""1"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e0114b067861a2f4""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,191827,interval,1696.0,interval,,,,,,,,,,,29742438,1461687006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:10:13.335103,54213.0,6.0
2016-04-26 16:11:53.195101,slurm_normal,1461687129.0,0,1.0,main_w1_handler1,2685106,12624981,False,,6828330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,Gaps,yes,"""1""","""1.0""","""L1 100kb ALL""","[{""fpch"": ""16"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5424039259818a773""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""No gaps"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e0114b067861a2f4""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,191827,interval,1696.0,interval,,,,,,,,,,,29742438,1461687122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 16:12:11.935234,54213.0,7.0
2015-11-09 11:19:42.706291,slurm_normal,1447068580.0,0,1.0,main_w1_handler2,2499938,10852142,False,,5106112.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""2"", ""input"": 21924801, ""__index__"": 0, ""chrcolumn"": ""8"", ""fcol"": ""1"", ""fcex"": ""1.0""}]","""""","""""",32.0,,95951030,tabular,,,,,,,,,,,,,25524813,1447067999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-11-09 11:29:43.600470,48605.0,581.0
2016-04-26 19:07:34.473781,slurm_normal,1461697673.0,0,1.0,main_w2_handler0,2685106,12626648,False,,6830613.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,topright,Overlaps,yes,"""1""","""1.0""","""L1 100kb no gaps Method 2""","[{""fpch"": ""16"", ""leg_text"": ""0"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5241cc3dfdf519f37""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}, {""fpch"": ""16"", ""leg_text"": ""1"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b57052be29271dbc4c""}]}, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}, {""fpch"": ""16"", ""leg_text"": ""2"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b583ed857e8189551c""}]}, ""__index__"": 2, ""chrcolumn"": ""1"", ""fcol"": ""7"", ""fcex"": ""1.0""}, {""fpch"": ""16"", ""leg_text"": ""3"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e0464c113945006f""}]}, ""__index__"": 3, ""chrcolumn"": ""1"", ""fcol"": ""6"", ""fcex"": ""1.0""}, {""fpch"": ""16"", ""leg_text"": ""5"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b566412a7d529d1c43""}]}, ""__index__"": 4, ""chrcolumn"": ""1"", ""fcol"": ""3"", ""fcex"": ""1.0""}]","""Chromosomes""","""Locations""",32.0,,91869,bed,26416.0,bed,4423.0,bed,570.0,bed,27.0,bed,,,,,29742438,1461697667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-04-26 19:07:54.775962,54213.0,6.0
2015-11-28 01:21:46.095634,slurm_normal,1448673725.0,0,1.0,main_w2_handler0,2519690,11027388,False,,5284593.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""15"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 22195215, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""""","""""",32.0,,41801,tabular,,,,,,,,,,,,,26265024,1448673720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-11-28 01:22:07.249081,17244.0,5.0
2015-11-28 00:40:53.967163,slurm_normal,1448671282.0,0,1.0,main_w1_handler1,2519690,11027338,False,,5284493.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 22195168, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""1"", ""fcex"": ""1.0""}]","""""","""""",32.0,,91931,tabular,,,,,,,,,,,,,26265024,1448671274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-11-28 00:41:25.664841,17244.0,8.0
2015-11-28 00:48:21.501016,slurm_normal,1448671722.0,0,1.0,main_w1_handler2,2519690,11027341,False,,5284498.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 22195170, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""1"", ""fcex"": ""1.0""}]","""""","""""",32.0,,59418,tabular,,,,,,,,,,,,,26265024,1448671716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-11-28 00:48:45.452032,17244.0,6.0
2015-11-28 13:30:58.573934,slurm_normal,1448717481.0,0,1.0,main_w2_handler1,2519690,11029150,False,,5285965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",0,top,Tissue,yes,"""1""","""1.0""","""Mapping tissue expression""","[{""fpch"": ""15"", ""leg_text"": ""Backbone"", ""startcolumn"": ""1"", ""endcolumn"": ""1"", ""input"": 22198308, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""8"", ""fcex"": ""1.0""}]","""ssa chromosome backbone""","""Position (Mb)""",32.0,,306,tabular,,,,,,,,,,,,,26265024,1448717473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-11-28 13:31:23.312617,17244.0,8.0
2015-11-28 13:22:51.449138,slurm_normal,1448716996.0,0,1.0,main_w1_handler2,2519690,11029132,False,,5285944.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",0,top,Tissue,yes,"""1""","""1.0""","""Mapping tissue expression""","[{""fpch"": ""15"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 22198268, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""8"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""Brain"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 22198291, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""Muscle"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 22198290, ""__index__"": 2, ""chrcolumn"": ""1"", ""fcol"": ""4"", ""fcex"": ""1.0""}]","""ssa cjromosome backbone""","""Position (Mb)""",32.0,,10032,tabular,40080.0,tabular,13013.0,tabular,,,,,,,,,26265024,1448716989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-11-28 13:23:16.719092,17244.0,7.0
