chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.find_pattern,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.replace_pattern,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-23 01:36:44.266371,slurm_normal,1466645841.0,0,1.0,main_w1_handler0,2746526,13242736,False,11211279,tabular,,7428745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""100.00""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569942820e06c2950'}]",,"""""",32.0,,30362023.0,1466645830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-23 01:37:25.275510,35039.0,11.0
,,2016-06-22 13:58:18.730789,slurm_normal,1466603924.0,0,1.0,main_w1_handler1,2725529,13236456,False,333817,tabular,,7422038.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""S-adenosylmethionine decarboxylase""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529469b601808d141'}]",,"""S-adenosylmethionine_decarboxylase""",32.0,,31019663.0,1466603921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-22 13:58:47.737265,85402.0,3.0
,,2016-06-22 13:58:18.077979,slurm_normal,1466603920.0,0,1.0,main_w1_handler0,2725529,13236455,False,331933,tabular,,7422033.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""S-adenosylmethionine decarboxylase""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a02713084e6b3c2f'}]",,"""S-adenosylmethionine_decarboxylase""",32.0,,31019663.0,1466603915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-22 13:58:44.043870,85402.0,5.0
,,2016-06-22 13:58:19.567178,slurm_normal,1466603940.0,0,1.0,main_w1_handler1,2725529,13236458,False,330774,tabular,,7422045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""S-adenosylmethionine decarboxylase""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cf05d819775650b'}]",,"""S-adenosylmethionine_decarboxylase""",32.0,,31019663.0,1466603937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-22 13:59:03.655772,85402.0,3.0
,,2016-06-22 13:58:21.060947,slurm_normal,1466603919.0,0,1.0,main_w1_handler0,2725529,13236462,False,332260,tabular,,7422034.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""S-adenosylmethionine decarboxylase""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b748d15e825543c'}]",,"""S-adenosylmethionine_decarboxylase""",32.0,,31019663.0,1466603915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-22 13:58:41.345932,85402.0,4.0
,,2016-09-10 03:07:31.770841,slurm_normal,1473476895.0,0,1.0,main_w3_handler1,2812321,13819680,False,86589262,tabular,,8041322.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38Patch2.len""","""hg38Patch2""","""\\t\\t""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520afe3e8702eb923'}]",,"""\\t\\.\\t""",32.0,,32881454.0,1473476864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-09-10 03:08:17.053975,11115.0,31.0
,,2016-03-03 13:31:10.166477,slurm_normal,1457011899.0,0,1.0,main_w1_handler1,2618204,12007353,False,49662000,fasta,,6236339.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-M00185:94:000000000-AB8GF""",23644256,,,"""""",32.0,,28746781.0,1457011895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-03 13:31:43.805798,,4.0
,,2016-03-03 13:25:24.548099,slurm_normal,1457011553.0,0,1.0,main_w2_handler0,2618204,12007309,False,51233350,fasta,,6236262.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""">HWI-M00185:94:000000000-AB8GF:1:1101:13137:1506 1:N:0:CTTGAC""",23644041,,,""">HWI-1101-13137-1506-1""",32.0,,28746781.0,1457011547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-03 13:25:55.411191,,6.0
,,2016-03-03 13:27:10.038747,slurm_normal,1457011665.0,0,1.0,main_w1_handler1,2618204,12007330,False,51233350,fasta,,6236296.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""">HWI-M00185:94:000000000-AB8GF:1:1101:13137:1506 1:N:0:CTTGAC""",23644041,,,""">HWI""",32.0,,28746781.0,1457011651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-03 13:27:48.162856,,14.0
,,2016-03-03 13:29:27.310900,slurm_normal,1457011793.0,0,1.0,main_w1_handler2,2618204,12007345,False,51233350,fasta,,6236319.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""":N:0:CTTGAC""",23644041,,,"""""",32.0,,28746781.0,1457011788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-03 13:29:54.375775,,5.0
,,2016-03-03 13:33:38.811614,slurm_normal,1457012050.0,0,1.0,main_w1_handler2,2618204,12007361,False,45947900,fasta,,6236353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""" """,23644287,,,"""-""",32.0,,28746781.0,1457012045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-03 13:34:14.681582,,5.0
,,2016-03-03 13:35:02.285158,slurm_normal,1457012125.0,0,1.0,main_w2_handler1,2618204,12007364,False,45947900,fasta,,6236364.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""":""",23644318,,,"""-""",32.0,,28746781.0,1457012121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-03 13:35:29.795571,,4.0
,,2016-09-12 02:45:46.933320,slurm_normal,1473648421.0,0,1.0,main_w3_handler0,2804561,13827746,False,14500816,fasta,,8049671.roundup,slurm,,132112168.0,corral-repl,,"""01174176789311e68ce3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3386129e57db03d'}]",,"""""",32.0,,32900229.0,1473648415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-09-12 02:47:03.296615,10425.0,6.0
,,2016-05-07 06:22:58.587137,slurm_normal,1462602219.0,0,1.0,main_w1_handler0,2686753,12813627,False,710,fasta,,7015018.roundup,slurm,,132112168.0,corral-repl,,"""24619892141c11e6a8fc005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5346c1e441d332716'}]",,"""N""",32.0,,29869171.0,1462602216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-07 06:23:42.565117,83499.0,3.0
,,2016-06-23 04:08:58.940913,slurm_normal,1466654967.0,0,1.0,main_w1_handler1,2746526,13243402,False,304998,tabular,,7429421.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""100.00""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541b857437b58c62e'}]",,"""""",32.0,,30362023.0,1466654963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-23 04:09:28.773831,35039.0,4.0
,,2016-06-23 05:21:47.730337,slurm_normal,1466659392.0,0,1.0,main_w1_handler1,2747569,13243684,False,222695,tabular,,7429649.roundup,slurm,,132112168.0,corral-repl,,"""602b7446390211e6a715005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""100.00""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8ef2ceda3137294'}]",,"""""",32.0,,30362023.0,1466659388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-23 05:23:15.314688,35039.0,4.0
,,2016-06-23 05:12:08.202314,slurm_normal,1466658828.0,0,1.0,main_w2_handler1,2747569,13243623,False,11211279,tabular,,7429594.roundup,slurm,,132112168.0,corral-repl,,"""064152e4390111e68aeb005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""100.00""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59cd64f9a7cc053f3'}]",,"""""",32.0,,30362023.0,1466658815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-23 05:13:50.945133,35039.0,13.0
,,2016-05-04 13:43:10.950130,slurm_normal,1462369432.0,0,1.0,main_w2_handler0,2686753,12769371,False,860,fasta,,6973472.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e68fd574865a5825'}]",,"""N""",32.0,,29869171.0,1462369429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-04 13:43:58.524041,83499.0,3.0
,,2016-05-04 13:59:31.221963,slurm_normal,1462370406.0,0,1.0,main_w2_handler1,2686753,12769567,False,106943,vcf,,6973679.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f387e5957dd8299d'}]",,"""N""",32.0,,29869171.0,1462370402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-04 14:00:09.280265,83499.0,4.0
,,2016-05-04 14:33:25.275741,slurm_normal,1462372435.0,0,1.0,main_w1_handler2,2686753,12770103,False,710,fasta,,6974026.roundup,slurm,,132112168.0,corral-repl,,"""28c4bf86120511e68cc9005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6b25c2c21bb3723'}]",,"""N""",32.0,,29869171.0,1462372432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-04 14:33:57.882151,83499.0,3.0
,,2016-05-04 14:42:46.080288,slurm_normal,1462372999.0,0,1.0,main_w2_handler1,2686753,12770261,False,710,fasta,,6974212.roundup,slurm,,132112168.0,corral-repl,,"""76d948ee120611e69421005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5346c1e441d332716'}]",,"""N""",32.0,,29869171.0,1462372995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-04 14:43:24.567786,83499.0,4.0
,,2016-05-04 15:58:58.434551,slurm_normal,1462377562.0,0,1.0,main_w1_handler2,2686625,12771116,False,1634,fasta,,6974917.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""'_'""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5808e3a870ec57716'}]",,"""'N'""",32.0,,29867616.0,1462377559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-04 15:59:24.022253,83469.0,3.0
,,2016-10-13 18:29:45.796973,slurm_normal,1476383413.0,0,1.0,main_w3_handler0,2006311,14075684,False,0,interval,,8292490.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""".""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56051724be9e65ee0'}]",,"""0""",32.0,,31621697.0,1476383408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-10-13 18:30:16.731473,42372.0,5.0
,,2016-06-24 18:56:06.683324,slurm_normal,1466794644.0,0,1.0,main_w2_handler0,2748255,13256328,False,551357056,tabular,,7443355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b570b7a17497e73eb3'}]","""Mock48.txt""","""#""",32.0,,31047820.0,1466794614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 18:57:26.888875,86540.0,30.0
,,2016-06-24 18:56:07.342992,slurm_normal,1466794656.0,0,1.0,main_w2_handler0,2748255,13256329,False,649493657,tabular,,7443357.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5331b98a7609abfcb'}]","""Mock24.txt""","""#""",32.0,,31047820.0,1466794638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 18:57:39.954392,86540.0,18.0
,,2016-06-24 18:56:06.064340,slurm_normal,1466794620.0,0,1.0,main_w1_handler0,2748255,13256327,False,510204730,tabular,,7443350.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514d1e298054e4805'}]","""Mock6.txt""","""#""",32.0,,31047820.0,1466794603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 18:57:02.908512,86540.0,17.0
,,2016-06-24 18:56:08.277247,slurm_normal,1466794652.0,0,1.0,main_w1_handler1,2748255,13256331,False,545196123,tabular,,7443353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572b9ec9f102548ee'}]","""Mayinga48.txt""","""#""",32.0,,31047820.0,1466794634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 18:57:33.901362,86540.0,18.0
,,2016-06-24 18:56:08.765323,slurm_normal,1466794621.0,0,1.0,main_w1_handler0,2748255,13256332,False,578028512,tabular,,7443351.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556a2a70ac388796a'}]","""Maygina24.txt""","""#""",32.0,,31047820.0,1466794603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 18:57:02.977148,86540.0,18.0
,,2016-06-24 19:45:19.583368,slurm_normal,1466797584.0,0,1.0,main_w2_handler0,2748657,13256648,False,14211035,tabular,,7443636.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\t-nan\\t""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544f30b9d8060579e'}]",,"""\\t""",32.0,,30362023.0,1466797570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 19:46:27.961180,35039.0,14.0
,,2016-06-24 19:53:39.539234,slurm_normal,1466798063.0,0,1.0,main_w1_handler0,2748657,13256693,False,14211035,tabular,,7443681.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\t-nan""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544f30b9d8060579e'}]",,"""\\t""",32.0,,30362023.0,1466798048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 19:54:25.763390,35039.0,15.0
,,2016-06-24 21:49:44.220738,slurm_normal,1466805140.0,0,1.0,main_w1_handler1,2748657,13257305,False,14211035,tabular,,7444271.roundup,slurm,,132112168.0,corral-repl,,"""8f0210963a5511e68ea2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\t-nan""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5697e93b6ab9777d7'}]",,"""\\t""",32.0,,30362023.0,1466805126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 21:52:23.271294,35039.0,14.0
,,2016-06-24 22:14:33.077371,slurm_normal,1466806596.0,0,1.0,main_w1_handler1,2748657,13257404,False,14174102,tabular,,7444391.roundup,slurm,,132112168.0,corral-repl,,"""049f089c3a5911e6b12f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\t-nan""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545db7b3663b106de'}]",,"""\\t""",32.0,,30362023.0,1466806581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 22:16:37.986712,35039.0,15.0
,,2016-03-04 09:43:52.362700,slurm_normal,1457084660.0,0,1.0,main_w2_handler1,2620940,12017943,False,65736,fasta,,6247439.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19_""",23665936,,,"""""",32.0,,28700794.0,1457084656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-04 09:44:22.684539,30421.0,4.0
,,2016-03-04 09:44:47.675739,slurm_normal,1457084719.0,0,1.0,main_w2_handler1,2620940,12017949,False,179976,fasta,,6247446.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19_""",23665937,,,"""""",32.0,,28700794.0,1457084704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-03-04 09:45:20.805224,30421.0,15.0
,,2016-06-24 22:58:28.901719,slurm_normal,1466809248.0,0,1.0,main_w2_handler0,2748657,13257570,False,9208809,tabular,,7444566.roundup,slurm,,132112168.0,corral-repl,,"""28d612ea3a5f11e68ede005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\t-nan""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f831d2b4c7b99bc'}]",,"""\\t""",32.0,,30362023.0,1466809239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 23:00:50.789178,35039.0,9.0
,,2016-06-24 22:37:27.923734,slurm_normal,1466807977.0,0,1.0,main_w2_handler0,2748657,13257519,False,556645,tabular,,7444507.roundup,slurm,,132112168.0,corral-repl,,"""38fefbf83a5c11e6abb3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\t-nan""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553d7dd819604812f'}]",,"""\\t""",32.0,,30362023.0,1466807974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-24 22:39:39.987444,35039.0,3.0
,,2017-02-22 03:37:34.141703,slurm_normal,1487734663.0,0,1.0,main_w3_handler1,3004659,15102188,False,11368,fasta,,9257482.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\s""",,"[{'src': 'hda', 'id': 28453059}]",,"""""",32.0,,35727477.0,1487734657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-02-22 03:37:44.900027,93092.0,6.0
,,2016-06-25 00:27:26.635415,slurm_normal,1466814614.0,0,1.0,main_w2_handler1,2748657,13257856,False,13198996,tabular,,7444867.roundup,slurm,,132112168.0,corral-repl,,"""96f200e83a6b11e69d09005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""\\t-nan""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff8ddbac917b40a1'}]",,"""\\t""",32.0,,30362023.0,1466814601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-06-25 00:30:16.688850,35039.0,13.0
,,2016-05-06 18:25:50.994038,slurm_normal,1462559204.0,0,1.0,main_w2_handler0,2694630,12808619,False,916,fasta,,7009287.roundup,slurm,,132112168.0,corral-repl,,"""f461816613b711e68040005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580e030b9a9f2a197'}]",,"""N""",32.0,,29867618.0,1462559199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 18:28:02.321598,83470.0,5.0
,,2016-05-06 18:06:13.378298,slurm_normal,1462558009.0,0,1.0,main_w1_handler0,2697117,12808374,False,916,fasta,,7008958.roundup,slurm,,132112168.0,corral-repl,,"""3657a9ae13b511e6b839005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580e030b9a9f2a197'}]",,"""N""",32.0,,29867618.0,1462558006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 18:06:52.344289,83470.0,3.0
,,2016-05-06 18:12:37.599386,slurm_normal,1462558384.0,0,1.0,main_w1_handler2,2697117,12808443,False,916,fasta,,7009057.roundup,slurm,,132112168.0,corral-repl,,"""1a409af413b611e6bca6005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52786c0856390d4d6'}]",,"""N""",32.0,,29867618.0,1462558380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 18:13:06.845104,83470.0,4.0
,,2016-05-06 18:18:09.036035,slurm_normal,1462558734.0,0,1.0,main_w1_handler0,2694630,12808499,False,916,fasta,,7009137.roundup,slurm,,132112168.0,corral-repl,,"""dea4690213b611e69ae0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""_""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580e030b9a9f2a197'}]",,"""N""",32.0,,29867618.0,1462558729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 18:18:57.375932,83470.0,5.0
,,2016-05-06 20:45:13.029214,slurm_normal,1462567606.0,0,1.0,main_w2_handler0,2690416,12810363,False,856413318,gtf,,7012465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""chr#""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ccbd9f0d6b8392d'}]",,"""#""",32.0,,30068546.0,1462567582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 20:46:51.022866,66141.0,24.0
,,2016-05-06 21:27:42.603671,slurm_normal,1462570099.0,0,1.0,main_w2_handler0,2697260,12810728,False,1146545,interval,,7012793.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""supercont2.1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a852256d94ab61e'}]",,"""NW_011887292.1""",32.0,,29992053.0,1462570093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 21:28:21.634410,54650.0,6.0
,,2016-05-06 21:18:02.515886,slurm_normal,1462569525.0,0,1.0,main_w1_handler1,2697260,12810665,False,1146545,interval,,7012725.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""NW_011887292.1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a852256d94ab61e'}]",,"""supercont2.1""",32.0,,29992053.0,1462569521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 21:18:47.659982,54650.0,4.0
,,2016-05-06 21:23:10.024504,slurm_normal,1462569846.0,0,1.0,main_w1_handler0,2697260,12810705,False,1146545,interval,,7012759.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""supercont2.1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a852256d94ab61e'}]",,"""NW_011887292.1 Capsaspora owczarzaki ATCC 30864 unplaced genomic scaffold supercont2.1, whole genome shotgun sequence""",32.0,,29992053.0,1462569823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-06 21:24:07.882833,54650.0,23.0
,,2016-05-07 02:51:38.924366,slurm_normal,1462589529.0,0,1.0,main_w1_handler2,2674930,12812678,False,388,txt,,7014318.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538081652be65bd1e'}]",,"""_""",32.0,,30052139.0,1462589526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2016-05-07 02:52:11.468225,46687.0,3.0
