chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorList,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-09-20 10:52:48.611819,slurm_normal,1505904941.0,0,1.0,main_w4_handler0,2761047,16873949,False,,10939244.roundup,slurm,,85329704,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu_r'],5,25.0,7.5,black,true,,,,"""MUT"" ""WT""",yes,descend,mean,-5,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 31319453}]",0,,,,,no,32.0,,40672726.0,1505904837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-20 10:55:42.354251,87138,104.0
,,2017-09-20 16:10:32.704273,slurm_normal,1505924557.0,0,1.0,main_w3_handler0,2761047,16878068,False,,10943299.roundup,slurm,,13266227,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu_r'],5,25.0,7.5,black,true,,,,"""MUT"" ""WT""",yes,descend,mean,-5,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 31320281}]",0,,,,,no,32.0,,40672726.0,1505924052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-20 16:22:48.568753,87138,505.0
,,2017-09-20 18:03:00.017806,slurm_normal,1505930724.0,0,1.0,main_w3_handler1,2860300,16879020,False,,10944476.roundup,slurm,,246391,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Blues'],,6.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,15,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31277003}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1505930711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-20 18:05:30.043606,73080,13.0
,,2017-09-20 18:02:12.876835,slurm_normal,1505930608.0,0,1.0,main_w4_handler1,2860300,16879014,False,,10944453.roundup,slurm,,779863,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,13,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31277004}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1505930597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-20 18:03:30.209017,73080,11.0
,,2017-09-20 17:57:04.920115,slurm_normal,1505930312.0,0,1.0,main_w4_handler0,2860300,16878990,False,,10944413.roundup,slurm,,779863,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,10,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31277004}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1505930297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-20 17:58:34.658750,73080,15.0
,,2017-09-20 17:56:42.179641,slurm_normal,1505930383.0,0,1.0,main_w3_handler0,2860300,16878986,False,,10944435.roundup,slurm,,246391,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Blues'],,6.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,10,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31277003}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1505930367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-20 17:59:46.616411,73080,16.0
,,2017-09-21 09:52:52.899591,slurm_normal,1505987828.0,0,1.0,main_w3_handler0,2761047,16887470,False,,10954694.roundup,slurm,,161660,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu_r'],2,25.0,7.5,black,true,,,,"""WT"" ""MUT""",yes,descend,mean,-2,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28348115}]",0,,,,,no,32.0,,40672726.0,1505987814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 09:57:14.866258,87138,14.0
,,2017-09-21 09:52:53.531641,slurm_normal,1505987829.0,0,1.0,main_w3_handler1,2761047,16887472,False,,10954696.roundup,slurm,,1695916,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu_r'],2,25.0,7.5,black,true,,,,"""WT"" ""MUT""",yes,descend,mean,-2,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28348117}]",0,,,,,no,32.0,,40672726.0,1505987816.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 09:57:19.795801,87138,13.0
,,2017-09-21 09:52:53.245488,slurm_normal,1505987851.0,0,1.0,main_w4_handler1,2761047,16887471,False,,10954699.roundup,slurm,,4716059,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu_r'],2,25.0,7.5,black,true,,,,"""WT"" ""MUT""",yes,descend,mean,-2,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28348116}]",0,,,,,no,32.0,,40672726.0,1505987823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 09:57:33.671873,87138,28.0
,,2017-10-04 17:25:55.241178,slurm_normal,1507138572.0,0,1.0,main_w3_handler0,3218829,17025520,False,,11081076.roundup,slurm,,19820,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],RE,25.0,7.5,black,false,,RS,,,yes,descend,mean,RS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from RS (bp),repeat,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30830815}]",1,200,svg,false,false,yes,32.0,,41045796.0,1507138559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-10-04 17:36:17.870313,88412,13.0
,,2017-10-04 17:26:12.056766,slurm_normal,1507138575.0,0,1.0,main_w3_handler1,3218829,17025522,False,,11081074.roundup,slurm,,19820,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],RE,25.0,7.5,black,false,,RS,,,yes,descend,mean,RS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from RS (bp),repeat,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30830815}]",1,200,eps,false,false,yes,32.0,,41045796.0,1507138556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-10-04 17:36:20.524263,88412,19.0
,,2017-09-21 14:22:42.811184,slurm_normal,1506003921.0,0,1.0,main_w3_handler0,2761047,16890024,False,,10958301.roundup,slurm,,132919,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu_r'],2,25.0,7.5,black,true,,,,"""WT"" ""MUT""",yes,descend,mean,-2,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,genes,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28769999}]",0,,,,,no,32.0,,40672726.0,1506003909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 14:25:29.552798,87138,12.0
,,2017-10-04 17:28:53.784504,slurm_normal,1507138572.0,0,1.0,main_w3_handler0,3218829,17025529,False,,11081077.roundup,slurm,,19820,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],RE,25.0,7.5,black,false,,RS,,,yes,descend,mean,RS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from RS (bp),repeat,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30830815}]",1,200,pdf,false,false,yes,32.0,,41045796.0,1507138559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-10-04 17:36:18.442278,88412,13.0
,,2017-09-21 16:00:51.173491,slurm_normal,1506009948.0,0,1.0,main_w4_handler0,2860300,16890744,False,,10958705.roundup,slurm,,779863,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31277004}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506009927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 16:05:55.702186,73080,21.0
,,2017-09-21 16:07:10.684940,slurm_normal,1506010192.0,0,1.0,main_w4_handler1,2860300,16890799,False,,10958766.roundup,slurm,,779863,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,15,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31277004}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506010166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 16:09:59.817996,73080,26.0
,,2017-09-21 16:16:19.049856,slurm_normal,1506010747.0,0,1.0,main_w3_handler1,2860300,16890851,False,,10958836.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,15,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506010734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 16:19:21.620933,73080,13.0
,,2017-09-21 16:29:28.886024,slurm_normal,1506011522.0,0,1.0,main_w3_handler1,2860300,16890916,False,,10958932.roundup,slurm,,246852,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Blues'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,4,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244245}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506011509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 16:32:12.078841,73080,13.0
,,2017-09-21 17:56:45.827246,slurm_normal,1506016755.0,0,1.0,main_w4_handler1,2860300,16891521,False,,10959774.roundup,slurm,,246852,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Blues'],,4.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,15,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244245}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506016742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 17:59:27.613038,73080,13.0
,,2017-09-21 18:08:07.581245,slurm_normal,1506017473.0,0,1.0,main_w4_handler0,2860300,16891649,False,,10959962.roundup,slurm,,246852,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Blues'],,4.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244245}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506017461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 18:11:20.717585,73080,12.0
,,2017-09-21 18:08:34.482459,slurm_normal,1506017476.0,0,1.0,main_w4_handler1,2860300,16891651,False,,10959963.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506017461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 18:11:24.597262,73080,15.0
,,2017-09-21 18:20:22.588368,slurm_normal,1506018175.0,0,1.0,main_w3_handler1,2860300,16891772,False,,10960089.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,30,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506018163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 18:23:00.739081,73080,12.0
,,2017-09-21 19:52:01.875640,slurm_normal,1506023665.0,0,1.0,main_w4_handler1,2860300,16892742,False,,10961224.roundup,slurm,,562879,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Reds'],,15.0,5.0,black,false,,,,,yes,descend,max,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,30,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31354892}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506023655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 19:54:29.544296,73080,10.0
,,2017-09-21 21:47:02.722132,slurm_normal,1506030572.0,0,1.0,main_w3_handler0,2860300,16893733,False,,10962255.roundup,slurm,,246852,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Purples'],,4.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,15,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244245}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506030549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 21:49:38.529696,73080,23.0
,,2017-09-21 21:46:14.583551,slurm_normal,1506030550.0,0,1.0,main_w4_handler0,2860300,16893725,False,,10962251.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Purples'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,15,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506030536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-21 21:49:16.145977,73080,14.0
,,2017-09-22 16:04:40.625246,slurm_normal,1506096517.0,0,1.0,main_w3_handler1,2860300,16901181,False,,10970087.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Purples'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506096502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-22 16:08:43.649515,73080,15.0
,,2017-09-22 15:59:19.613032,slurm_normal,1506096216.0,0,1.0,main_w4_handler1,2860300,16901147,False,,10970056.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Purples'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,25,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506096204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-22 16:03:49.581272,73080,12.0
,,2017-09-22 16:03:54.061295,slurm_normal,1506096517.0,0,1.0,main_w3_handler1,2860300,16901178,False,,10970086.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Purples'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,25,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506096502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-22 16:08:43.353895,73080,15.0
,,2017-09-22 16:48:40.435419,slurm_normal,1506099788.0,0,1.0,main_w4_handler0,2860300,16901576,False,,10970458.roundup,slurm,,797471,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,25,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244146}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506099772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-22 17:09:01.143059,73080,16.0
,,2017-09-26 19:17:08.923289,slurm_normal,1506453674.0,0,1.0,main_w3_handler1,2860300,16939373,False,,11008903.roundup,slurm,,246852,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Purples'],,6.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31244245}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506453658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-26 19:21:21.096468,73080,16.0
,,2017-09-26 21:29:23.826932,slurm_normal,1506461869.0,0,1.0,main_w4_handler0,2860300,16940467,False,,11009989.roundup,slurm,,1100497,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Reds'],,6.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31432597}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506461852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-26 21:37:52.537358,73080,17.0
,,2017-09-26 21:30:16.747081,slurm_normal,1506461934.0,0,1.0,main_w3_handler0,2860300,16940475,False,,11010002.roundup,slurm,,1100497,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31432597}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506461912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-26 21:39:00.233656,73080,22.0
,,2017-09-26 21:30:38.634367,slurm_normal,1506461960.0,0,1.0,main_w3_handler0,2860300,16940479,False,,11010003.roundup,slurm,,342966,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['Blues'],,6.0,5.0,black,false,,,,,yes,descend,median,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,20,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31432605}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506461943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-26 21:39:27.459988,73080,17.0
,,2017-09-26 22:23:07.875884,slurm_normal,1506464752.0,0,1.0,main_w4_handler1,2860300,16940876,False,,11010324.roundup,slurm,,1100497,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,std,,['Reds'],,20.0,5.0,black,false,,,,,yes,descend,max,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,40,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31432597}]",1,300,pdf,false,false,yes,32.0,,40440824.0,1506464734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-09-26 22:25:55.003171,73080,18.0
