chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.vcf_input,parameters.vcf_input.values,parameters.vcf_input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
,,2015-10-18 16:08:29.188183,slurm_normal,1445184532.0,0,,1.0,main_w1_handler1,2474259,10620962,False,,4890330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21590349,,,32.0,,25761521,1445184527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-18 16:08:55.927591,16755.0,78058,vcf,5.0
,,2015-10-18 16:08:22.060464,slurm_normal,1445184521.0,0,,1.0,main_w1_handler1,2474259,10620961,False,,4890329.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21590348,,,32.0,,25761521,1445184517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-18 16:08:47.581531,16755.0,92111,vcf,4.0
,,2015-10-18 16:07:48.361697,slurm_normal,1445184483.0,0,,1.0,main_w1_handler0,2474259,10620958,False,,4890325.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21590345,,,32.0,,25761521,1445184479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-18 16:08:06.313221,16755.0,89841,vcf,4.0
,,2015-10-18 16:07:41.478936,slurm_normal,1445184478.0,0,,1.0,main_w1_handler2,2474259,10620956,False,,4890324.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21590344,,,32.0,,25761521,1445184473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-18 16:07:59.631406,16755.0,88350,vcf,5.0
,,2015-10-18 16:08:53.818889,slurm_normal,1445184549.0,0,,1.0,main_w1_handler2,2474259,10620967,False,,4890335.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21590352,,,32.0,,25761521,1445184545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-18 16:09:13.064974,16755.0,101911,vcf,4.0
,,2015-10-31 23:08:13.880033,slurm_normal,1446332912.0,0,,1.0,main_w2_handler0,2491549,10781755,False,,5039673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21826296,,,32.0,,26015328,1446332908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-31 23:08:34.718770,53650.0,814497,vcf,4.0
,,2015-10-22 07:44:51.913075,slurm_normal,1445499908.0,0,,1.0,main_w1_handler2,2479643,10682068,False,,4946313.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21674567,,,32.0,,25615262,1445499903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-22 07:45:18.080124,70925.0,450447,vcf,5.0
,,2015-10-22 07:44:52.631603,slurm_normal,1445499906.0,0,,1.0,main_w2_handler1,2479643,10682069,False,,4946311.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21674695,,,32.0,,25615262,1445499900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-22 07:45:08.676356,70925.0,398066,vcf,6.0
,,2015-10-22 07:44:53.260596,slurm_normal,1445499911.0,0,,1.0,main_w2_handler0,2479643,10682070,False,,4946315.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21674696,,,32.0,,25615262,1445499906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-22 07:45:13.051998,70925.0,417353,vcf,5.0
,,2015-10-22 08:08:44.123552,slurm_normal,1445501339.0,0,,1.0,main_w2_handler1,2476665,10682311,False,,4946560.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21675053,,,32.0,,25824262,1445501334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-22 08:09:01.445452,71653.0,1717929,vcf,5.0
,,2015-10-20 22:00:03.918876,slurm_normal,1445378433.0,0,,1.0,main_w1_handler2,2477541,10663801,False,,4925839.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21647366,,,32.0,,25802330,1445378423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-20 22:00:49.775056,71011.0,1769388,vcf,10.0
,,2015-10-20 22:34:10.331909,slurm_normal,1445380491.0,0,,1.0,main_w1_handler1,2477541,10664244,False,,4926170.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21647366,,,32.0,,25802330,1445380484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-20 22:35:01.559053,71011.0,1769388,vcf,7.0
,,2015-10-21 12:53:17.776193,slurm_normal,1445432024.0,0,,1.0,main_w1_handler1,2479327,10672665,False,,4934337.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21658228,,,32.0,,25808375,1445432020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-21 12:53:50.018705,70930.0,1591289,vcf,4.0
,,2015-10-21 12:53:16.897992,slurm_normal,1445432021.0,0,,1.0,main_w1_handler0,2479327,10672664,False,,4934334.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21658182,,,32.0,,25808375,1445432017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-21 12:53:47.154695,70930.0,1588132,vcf,4.0
,,2015-10-21 12:53:19.187211,slurm_normal,1445432029.0,0,,1.0,main_w2_handler1,2479327,10672666,False,,4934340.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21658254,,,32.0,,25808375,1445432023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-21 12:53:54.473911,70930.0,1597721,vcf,6.0
,,2015-10-21 12:51:24.212263,slurm_normal,1445431911.0,0,,1.0,main_w1_handler0,2479327,10672616,False,,4934311.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21652446,,,32.0,,25808375,1445431906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-21 12:51:55.994997,70930.0,1763906,vcf,5.0
,,2016-04-26 16:37:56.528380,slurm_normal,1461688698.0,0,,1.0,main_w1_handler0,2116458,12625257,False,,6828596.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54af4502ac0a38830'}]",,32.0,,29828631,1461688689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2016-04-26 16:38:22.354524,55797.0,15812533,vcf,9.0
20392.0,len,2015-11-03 21:37:01.769884,slurm_normal,1446586640.0,0,,1.0,main_w2_handler1,1503922,10811274,False,,5066624.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/987/dataset_12987567.dat""","""?""",21864917,,,32.0,,25779890,1446586635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-03 21:37:22.370939,36314.0,72781,vcf,5.0
,,2015-10-23 01:36:41.192755,slurm_normal,1445564254.0,0,,1.0,main_w1_handler0,2476665,10695092,False,,4958531.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21691796,,,32.0,,25824262,1445564226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 01:37:36.841067,71653.0,131497818,vcf,28.0
,,2015-11-06 06:53:19.764824,slurm_normal,1446792834.0,0,,1.0,main_w1_handler1,2481874,10832946,False,,5088077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21898692,,,32.0,,25847478,1446792826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-06 06:53:55.764473,,53217,vcf,8.0
,,2015-10-23 01:01:21.799456,slurm_normal,1445562105.0,0,,1.0,main_w1_handler1,2478601,10694909,False,,4958207.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21691046,,,32.0,,25602532,1445562100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 01:01:53.108288,70898.0,1271920,vcf,5.0
,,2015-10-23 01:50:21.056592,slurm_normal,1445565074.0,0,,1.0,main_w2_handler1,2476665,10695200,False,,4958631.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21691921,,,32.0,,25824262,1445565043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 01:51:17.096459,71653.0,158393815,vcf,31.0
,,2015-10-23 00:47:53.451156,slurm_normal,1445561319.0,0,,1.0,main_w1_handler1,2476665,10694709,False,,4958081.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21691226,,,32.0,,25824262,1445561301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 00:48:44.426125,71653.0,73711755,vcf,18.0
,,2015-10-23 01:10:37.827118,slurm_normal,1445562699.0,0,,1.0,main_w2_handler1,2476665,10694932,False,,4958307.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21691530,,,32.0,,25824262,1445562672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 01:11:44.671514,71653.0,77671458,vcf,27.0
,,2015-10-23 04:14:58.415496,slurm_normal,1445573729.0,0,,1.0,main_w1_handler2,2476665,10695659,False,,4959086.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21692160,,,32.0,,25824262,1445573723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 04:15:31.922543,71653.0,5037576,vcf,6.0
,,2015-10-23 05:06:03.336636,slurm_normal,1445576793.0,0,,1.0,main_w2_handler0,2481641,10695827,False,,4959245.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21691240,,,32.0,,25802330,1445576788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 05:06:36.100358,71011.0,1769377,vcf,5.0
,,2015-10-23 05:07:41.114747,slurm_normal,1445576913.0,0,,1.0,main_w2_handler1,2476665,10695835,False,,4959249.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21692911,,,32.0,,25848528,1445576888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 05:08:34.722722,71653.0,128136751,vcf,25.0
,,2015-10-23 08:55:21.769817,slurm_normal,1445590562.0,0,,1.0,main_w1_handler1,2476665,10696920,False,,4960169.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21694564,,,32.0,,25848528,1445590542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-23 08:56:08.104892,71653.0,87496458,vcf,20.0
,,2015-12-13 17:16:11.495323,slurm_normal,1450027003.0,0,,1.0,main_w1_handler1,2537079,11167168,False,,5436402.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22434757,,,32.0,,26775235,1450026999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-12-13 17:16:47.109766,65786.0,706638,vcf,4.0
,,2015-12-14 05:41:10.877918,slurm_normal,1450071704.0,0,,1.0,main_w1_handler0,2513401,11169853,False,,5439229.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22438840,,,32.0,,26787118,1450071698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-12-14 05:41:46.364749,44080.0,53217,vcf,6.0
,,2015-12-14 08:03:32.470710,slurm_normal,1450080269.0,0,,1.0,main_w1_handler0,2430634,11170147,False,,5439513.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22439206,,,32.0,,26778641,1450080248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-12-14 08:04:31.614101,68666.0,72572766,vcf,21.0
,,2015-11-09 17:26:39.718637,slurm_normal,1447090019.0,0,,1.0,main_w1_handler0,2497389,10856695,False,,5110687.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21919807,,,32.0,,26130890,1447090009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-09 17:27:01.512601,72611.0,28908541,vcf,10.0
,,2015-11-09 20:51:52.872839,slurm_normal,1447102327.0,0,,1.0,main_w1_handler0,2500381,10858320,False,,5112218.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21931859,,,32.0,,26159037,1447102324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-09 20:52:10.718275,72824.0,667026,vcf,3.0
,,2015-11-10 14:59:22.498905,slurm_normal,1447167576.0,0,,1.0,main_w1_handler2,2500381,10866707,False,,5120157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21945799,,,32.0,,26137089,1447167571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-10 14:59:39.131312,72824.0,562678,vcf,5.0
,,2015-11-10 14:59:20.982017,slurm_normal,1447167578.0,0,,1.0,main_w1_handler0,2500381,10866705,False,,5120158.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21945798,,,32.0,,26137089,1447167573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-10 14:59:40.857685,72824.0,568600,vcf,5.0
,,2015-11-10 14:59:19.962829,slurm_normal,1447167586.0,0,,1.0,main_w2_handler0,2500381,10866704,False,,5120162.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21945796,,,32.0,,26137089,1447167582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-10 15:00:01.469326,72824.0,653650,vcf,4.0
,,2015-11-10 14:51:44.395086,slurm_normal,1447167119.0,0,,1.0,main_w1_handler0,2500381,10866564,False,,5120033.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21945799,,,32.0,,26137089,1447167114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-10 14:52:01.322097,72824.0,562678,vcf,5.0
,,2015-11-10 18:02:46.692295,slurm_normal,1447178582.0,0,,1.0,main_w2_handler0,2500381,10868261,False,,5121809.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21948355,,,32.0,,26159037,1447178575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-10 18:03:07.119701,72824.0,1379676,vcf,7.0
,,2015-11-08 22:40:26.570611,slurm_normal,1447022440.0,0,,1.0,main_w1_handler1,2495123,10849087,False,,5103702.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",21920684,,,32.0,,26168984,1447022435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-08 22:40:43.739167,72642.0,1140364,vcf,5.0
,,2015-11-16 19:57:55.385607,slurm_normal,1447703959.0,0,,1.0,main_w1_handler2,1989901,10917459,False,,5170615.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22024243,,,32.0,,26304641,1447703894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-16 19:59:21.248210,18058.0,2444106,vcf,65.0
,,2015-11-16 14:16:56.162208,slurm_normal,1447683443.0,0,,1.0,main_w1_handler0,2506854,10914848,False,,5167983.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22020570,,,32.0,,26280372,1447683438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-16 14:17:24.690844,72755.0,1421133,vcf,5.0
,,2015-11-14 15:50:54.134223,slurm_normal,1447516279.0,0,,1.0,main_w2_handler0,2506550,10902863,False,,5156666.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22003291,,,32.0,,26280372,1447516272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-14 15:51:21.553211,72755.0,1553255,vcf,7.0
,,2015-11-15 11:15:04.044472,slurm_normal,1447586124.0,0,,1.0,main_w1_handler0,2507373,10907685,False,,5161247.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22010897,,,32.0,,26286926,1447586121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-15 11:15:26.323418,,43896,vcf,3.0
,,2015-11-15 10:41:28.047231,slurm_normal,1447584110.0,0,,1.0,main_w1_handler0,2507373,10907655,False,,5160926.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22009723,,,32.0,,26286926,1447584106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-15 10:41:53.072796,,35306,vcf,4.0
,,2015-11-15 12:01:29.906052,slurm_normal,1447588910.0,0,,1.0,main_w1_handler0,2507373,10907785,False,,5161396.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22010996,,,32.0,,26286926,1447588905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-15 12:01:52.736207,,35115,vcf,5.0
,,2015-11-15 11:48:22.162601,slurm_normal,1447588129.0,0,,1.0,main_w2_handler0,2507373,10907744,False,,5161346.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22010947,,,32.0,,26286926,1447588122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-15 11:48:51.926683,,35758,vcf,7.0
,,2015-11-15 18:42:03.361445,slurm_normal,1447612956.0,0,,1.0,main_w2_handler1,2506550,10908775,False,,5162340.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22012400,,,32.0,,26280372,1447612943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-15 18:42:39.806515,72755.0,706638,vcf,13.0
,,2015-11-15 19:54:37.041799,slurm_normal,1447617297.0,0,,1.0,main_w1_handler0,2506550,10908983,False,,5162544.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22012400,,,32.0,,26280372,1447617293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-15 19:54:58.567629,72755.0,706638,vcf,4.0
,,2015-11-16 00:25:38.134841,slurm_normal,1447633566.0,0,,1.0,main_w2_handler1,2506550,10909918,False,,5163441.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22012400,,,32.0,,26280372,1447633558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-16 00:26:09.651752,72755.0,706638,vcf,8.0
,,2015-11-18 15:48:51.636384,slurm_normal,1447861755.0,0,,1.0,main_w1_handler0,2510867,10937297,False,,5192417.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22052991,,,32.0,,26178212,1447861748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-18 15:49:19.487199,72654.0,1275145,vcf,7.0
,,2015-11-18 21:27:02.943540,slurm_normal,1447886707.0,0,,1.0,main_w1_handler0,2511669,10940183,False,,5196799.roundup,slurm,,132112168.0,corral-repl,,"""004c5ca68e3b11e5926d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22059041,,,32.0,,26280372,1447886703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-18 22:45:11.409787,72755.0,1421919,vcf,4.0
,,2015-11-16 18:11:20.253665,slurm_normal,1447697507.0,0,,1.0,main_w1_handler2,2489653,10916807,False,,5169940.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22023411,,,32.0,,26144089,1447697499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-16 18:11:48.390754,70919.0,32261271,vcf,8.0
,,2015-11-16 21:00:49.301397,slurm_normal,1447707675.0,0,,1.0,main_w2_handler0,2489653,10917913,False,,5171279.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22025041,,,32.0,,26144089,1447707669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-16 21:01:19.010019,70919.0,31940847,vcf,6.0
,,2015-11-17 00:30:39.455211,slurm_normal,1447720267.0,0,,1.0,main_w2_handler0,2503723,10919289,False,,5173163.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22025924,,,32.0,,26305683,1447720259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-17 00:31:12.068999,66535.0,1271093,vcf,8.0
,,2015-11-20 15:37:30.456519,slurm_normal,1448043375.0,0,,1.0,main_w1_handler2,2513912,10962060,False,,5226608.roundup,slurm,,132112168.0,corral-repl,,"""7abf82bc8f9c11e58dae005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22092508,,,32.0,,26280372,1448043369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-20 18:16:22.434550,72755.0,1421919,vcf,6.0
,,2015-11-20 00:06:16.587160,slurm_normal,1447978010.0,0,,1.0,main_w1_handler0,2511960,10956146,False,,5216106.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22083321,,,32.0,,26337083,1447978006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-20 00:06:56.503078,72727.0,528746,vcf,4.0
,,2015-11-20 02:19:59.690351,slurm_normal,1447986018.0,0,,1.0,main_w1_handler2,2511960,10956574,False,,5217144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22083321,,,32.0,,26142315,1447986014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-20 02:20:21.164147,72727.0,528746,vcf,4.0
,,2015-11-20 06:00:56.356443,slurm_normal,1447999283.0,0,,1.0,main_w2_handler1,2513401,10957509,False,,5218048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22086296,,,32.0,,26363974,1447999278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-11-20 06:01:25.795306,,53217,vcf,5.0
