create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-18 19:28:16.952813,slurm_normal,1495136402.0,0,1.0,main_w3_handler1,3072485,15883274,False,,14497,bed,9983292.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641758}]","""AP2EREBP_tnt`At1g36060_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:40:06.124901,104097.0,4.0
2017-05-18 19:27:08.673378,slurm_normal,1495136062.0,0,1.0,main_w4_handler0,3072485,15883214,False,,123956,bed,9983157.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641701}]","""bHLH_tnt`bHLH80_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:34:27.072917,104097.0,4.0
2017-05-18 19:24:21.354859,slurm_normal,1495135780.0,0,1.0,main_w4_handler0,3072485,15883061,False,,24924,bed,9983027.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641527}]","""MYB_tnt`MYB96_col_b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:43.632310,104097.0,6.0
2017-05-18 19:23:33.807423,slurm_normal,1495135674.0,0,1.0,main_w4_handler0,3072485,15883015,False,,90897,bed,9982982.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641482}]","""NAC_tnt`ANAC075_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:55.929577,104097.0,5.0
2017-05-18 19:24:30.291222,slurm_normal,1495135798.0,0,1.0,main_w4_handler0,3072485,15883068,False,,422090,bed,9983036.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641534}]","""MYB_tnt`MYB67_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:30:00.963995,104097.0,5.0
2017-05-18 19:23:38.421683,slurm_normal,1495135542.0,0,1.0,main_w4_handler0,3072485,15883020,False,,99158,bed,9982924.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641488}]","""NAC_tnt`ANAC057_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:43.839898,104097.0,4.0
2017-05-18 19:24:35.803994,slurm_normal,1495135809.0,0,1.0,main_w4_handler0,3072485,15883073,False,,27285,bed,9983042.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641539}]","""MYB_tnt`MYB56_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:30:12.425528,104097.0,5.0
2017-05-18 19:22:44.190077,slurm_normal,1495135494.0,0,1.0,main_w4_handler1,3072485,15882975,False,,436102,bed,9982906.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641440}]","""SBP_tnt`SPL9_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:57.916299,104097.0,6.0
2017-05-18 19:23:16.388945,slurm_normal,1495135647.0,0,1.0,main_w4_handler0,3072485,15883003,False,,75684,bed,9982972.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641471}]","""NAC_tnt`CUC2_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:31.592506,104097.0,4.0
2017-05-18 19:22:52.100278,slurm_normal,1495135493.0,0,1.0,main_w4_handler0,3072485,15882983,False,,252483,bed,9982907.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641451}]","""RAV_tnt`RAV1_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:59.891907,104097.0,4.0
2017-05-18 19:22:53.099626,slurm_normal,1495135525.0,0,1.0,main_w4_handler0,3072485,15882984,False,,355334,bed,9982920.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641452}]","""Orphan_tnt`BBX31_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:25.736444,104097.0,5.0
2017-05-18 19:22:41.766210,slurm_normal,1495135496.0,0,1.0,main_w3_handler0,3072485,15882973,False,,53366,bed,9982909.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641436}]","""SBP_tnt`SPL14_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:59.733248,104097.0,4.0
2017-05-18 19:24:37.024092,slurm_normal,1495135508.0,0,1.0,main_w4_handler0,3072485,15883075,False,,320156,bed,9982912.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641541}]","""MYB_tnt`MYB44_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:11.820773,104097.0,4.0
2017-05-18 19:23:09.134944,slurm_normal,1495135547.0,0,1.0,main_w3_handler0,3072485,15882997,False,,122093,bed,9982926.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641465}]","""NAC_tnt`NTL8_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:51.442510,104097.0,4.0
2017-05-18 19:22:46.592179,slurm_normal,1495135512.0,0,1.0,main_w3_handler0,3072485,15882978,False,,91729,bed,9982915.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641446}]","""SBP_tnt`SPL1_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:17.426519,104097.0,5.0
2017-05-18 19:23:20.045651,slurm_normal,1495135563.0,0,1.0,main_w3_handler0,3072485,15883007,False,,21633,bed,9982935.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641474}]","""NAC_tnt`AT1G19040_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:05.117999,104097.0,4.0
2017-05-18 19:23:29.330149,slurm_normal,1495135573.0,0,1.0,main_w3_handler0,3072485,15883012,False,,49545,bed,9982936.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641479}]","""NAC_tnt`ANAC087_col_v3a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:15.825325,104097.0,4.0
2017-05-18 19:23:56.279772,slurm_normal,1495135620.0,0,1.0,main_w3_handler0,3072485,15883039,False,,543655,bed,9982958.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641505}]","""MYBrelated_tnt`RVE1_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:03.805004,104097.0,7.0
2017-05-18 19:24:01.791347,slurm_normal,1495135634.0,0,1.0,main_w3_handler0,3072485,15883044,False,,181886,bed,9982966.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641510}]","""MYBrelated_tnt`AT5G56840_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:19.706891,104097.0,4.0
2017-05-18 19:22:54.009345,slurm_normal,1495135521.0,0,1.0,main_w4_handler1,3072485,15882985,False,,48619,bed,9982917.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641453}]","""Orphan_tnt`AT1G24250_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:22.397025,104097.0,4.0
2017-05-18 19:26:20.409112,slurm_normal,1495135655.0,0,1.0,main_w3_handler1,3072485,15883170,False,,619349,bed,9982976.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641659}]","""C2C2dof_tnt`At5g62940_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:36.534867,104097.0,5.0
2017-05-18 19:23:04.509333,slurm_normal,1495135532.0,0,1.0,main_w3_handler1,3072485,15882993,False,,13973,bed,9982922.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641461}]","""NAC_tnt`SND2_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:34.945180,104097.0,5.0
2017-05-18 19:23:58.338623,slurm_normal,1495135664.0,0,1.0,main_w3_handler1,3072485,15883041,False,,105506,bed,9982978.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641507}]","""MYBrelated_tnt`LCL1_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:45.506173,104097.0,5.0
2017-05-18 19:24:05.211551,slurm_normal,1495135677.0,0,1.0,main_w3_handler1,3072485,15883047,False,,99632,bed,9982984.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641513}]","""MYBrelated_tnt`At5g08520_col_b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:28:00.161545,104097.0,5.0
2017-05-18 19:22:36.651994,slurm_normal,1495135475.0,0,1.0,main_w3_handler0,3072485,15882967,False,,61983,bed,9982901.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641432}]","""TCP_tnt`At5g08330_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:37.228755,104097.0,5.0
2017-05-18 19:22:00.247746,slurm_normal,1495135365.0,0,1.0,main_w3_handler0,3072485,15882934,False,,289093,bed,9982857.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641401}]","""WRKY_tnt`WRKY50_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:22:48.937914,104097.0,5.0
2017-05-18 19:23:03.198563,slurm_normal,1495135531.0,0,1.0,main_w3_handler1,3072485,15882992,False,,444529,bed,9982916.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641460}]","""NAC_tnt`SND3_col_b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:34.518094,104097.0,23.0
2017-05-18 19:22:27.784182,slurm_normal,1495135437.0,0,1.0,main_w3_handler0,3072485,15882959,False,,127796,bed,9982885.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641424}]","""Trihelix_tnt`At3g14180_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:01.330275,104097.0,5.0
2017-05-18 19:23:24.610745,slurm_normal,1495135550.0,0,1.0,main_w4_handler0,3072485,15883010,False,,15885,bed,9982929.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641477}]","""NAC_tnt`ANAC094_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:51.204028,104097.0,4.0
2017-05-18 19:22:56.755216,slurm_normal,1495135559.0,0,1.0,main_w4_handler0,3072485,15882987,False,,260385,bed,9982930.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641455}]","""NAC_tnt`VND6_col_v31`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:02.966520,104097.0,4.0
2017-05-18 19:23:05.046163,slurm_normal,1495135594.0,0,1.0,main_w4_handler0,3072485,15882994,False,,336752,bed,9982950.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641462}]","""NAC_tnt`SMB_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:41.778965,104097.0,4.0
2017-05-18 19:23:00.464253,slurm_normal,1495135586.0,0,1.0,main_w4_handler0,3072485,15882990,False,,242435,bed,9982944.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641458}]","""NAC_tnt`VND2_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:27.862831,104097.0,5.0
2017-05-18 19:23:12.952364,slurm_normal,1495135550.0,0,1.0,main_w3_handler1,3072485,15883000,False,,107275,bed,9982928.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641468}]","""NAC_tnt`NAM_col_v3a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:54.284407,104097.0,4.0
2017-05-18 19:25:15.908820,slurm_normal,1495135594.0,0,1.0,main_w3_handler1,3072485,15883109,False,,380876,bed,9982949.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641579}]","""HB_tnt`LMI1_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:37.007208,104097.0,4.0
2017-05-18 19:23:32.265156,slurm_normal,1495135585.0,0,1.0,main_w3_handler0,3072485,15883014,False,,61597,bed,9982943.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641481}]","""NAC_tnt`ANAC079_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:27.646020,104097.0,4.0
2017-05-18 19:23:55.465036,slurm_normal,1495135698.0,0,1.0,main_w4_handler0,3072485,15883038,False,,140253,bed,9982992.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641504}]","""NAC_tnt`ANAC004_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:28:22.848078,104097.0,4.0
2017-05-18 19:25:42.273148,slurm_normal,1495135609.0,0,1.0,main_w3_handler0,3072485,15883138,False,,126744,bed,9982956.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641620}]","""CPP_tnt`AT2G20110_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:26:53.639676,104097.0,4.0
2017-05-18 19:24:06.533461,slurm_normal,1495135759.0,0,1.0,main_w4_handler0,3072485,15883049,False,,190453,bed,9983019.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641515}]","""MYBrelated_tnt`At4g01280_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:20.797625,104097.0,5.0
2017-05-18 19:24:00.366672,slurm_normal,1495135736.0,0,1.0,main_w4_handler0,3072485,15883043,False,,153558,bed,9983011.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641509}]","""MYBrelated_tnt`AT5G61620_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:00.243182,104097.0,4.0
2017-05-18 19:24:04.422489,slurm_normal,1495135748.0,0,1.0,main_w4_handler0,3072485,15883046,False,,361400,bed,9983014.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641512}]","""MYBrelated_tnt`At5g47390_col_b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:11.361616,104097.0,4.0
2017-05-18 19:24:24.989195,slurm_normal,1495135787.0,0,1.0,main_w4_handler0,3072485,15883064,False,,67547,bed,9983030.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641530}]","""MYB_tnt`MYB81_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:49.025959,104097.0,4.0
2017-05-18 19:23:48.469210,slurm_normal,1495135636.0,0,1.0,main_w3_handler1,3072485,15883029,False,,133227,bed,9982967.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641496}]","""NAC_tnt`ANAC038_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:17.780853,104097.0,5.0
