chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.breaks,parameters.chromInfo,parameters.dbkey,parameters.density,parameters.frequency,parameters.input,parameters.input|__identifier__,parameters.numerical_column,parameters.numerical_column.__class__,parameters.numerical_column.value,parameters.title,parameters.xlab,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-23 13:09:24.255536,rodeo_normal,1424696973.0,0,1.0,main_w1_handler1,2215851,8792015,False,,3133261,sam,2878717.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610043,,"""4""",,,"""Lastz alignment - CIGAR 76M only""","""V1""",32.0,,20933346,1424696970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:09:36.415010,59071.0,3.0
,,2015-02-23 13:10:32.702119,rodeo_normal,1424697044.0,0,1.0,main_w2_handler1,2215854,8792019,False,,7735871,sam,2878729.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610075,,"""4""",,,"""BWA alignment""","""V1""",32.0,,20933346,1424697041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:10:46.783972,59071.0,3.0
,,2015-02-23 13:08:13.938898,rodeo_normal,1424696904.0,0,1.0,main_w2_handler0,2215851,8792008,False,,3133261,sam,2878700.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610043,,"""4""",,,"""Histogram""","""V1""",32.0,,20933346,1424696901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:08:26.098104,59071.0,3.0
,,2015-02-23 13:08:43.141508,rodeo_normal,1424696931.0,0,1.0,main_w2_handler1,2215851,8792011,False,,4511823,sam,2878708.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610021,,"""4""",,,"""Lastz alignment -  all CIGAR scores""","""V1""",32.0,,20933346,1424696928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:08:53.310162,59071.0,3.0
,,2015-02-23 13:16:13.411273,rodeo_normal,1424697384.0,0,1.0,main_w1_handler1,2215860,8792071,False,,6675816,sam,2878821.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610092,,"""4""",,,"""Bowtie alignment""","""V1""",32.0,,20933346,1424697381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:16:27.674233,59071.0,3.0
,,2015-02-23 13:28:04.983745,rodeo_normal,1424698131.0,0,1.0,main_w1_handler1,2215865,8792174,False,,511419803,sam,2878989.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610368,,"""4""",,,"""Bowtie2 alignment""","""V1""",32.0,,20933346,1424698092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:28:53.180195,59071.0,39.0
,,2015-02-23 13:35:37.616013,rodeo_normal,1424698573.0,0,1.0,main_w1_handler1,2215865,8792244,False,,511419803,sam,2879071.roundup,slurm,,132112168.0,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610368,,"""4""",,,"""Bowtie2 aligment""","""V1""",32.0,,20933346,1424698542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:36:14.866981,59071.0,31.0
,,2015-02-23 13:36:03.396112,rodeo_normal,1424698609.0,0,1.0,main_w1_handler1,2215865,8792253,False,,511419803,sam,2879082.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",18610368,,"""4""",,,"""Bowtie2 alignment""","""V1""",32.0,,20933346,1424698570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:36:51.088294,59071.0,39.0
,,2015-02-23 13:30:39.794685,rodeo_normal,1424698278.0,0,1.0,main_w1_handler0,2215865,8792216,False,,511419803,sam,2879031.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18610368,,"""4""",,,"""Bowtie2 alignment""","""V1""",32.0,,20933346,1424698245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-23 13:31:20.902502,59071.0,33.0
,,2015-02-24 08:33:20.987696,rodeo_normal,1424766814.0,0,1.0,main_w2_handler1,2217031,8800763,False,,6851827,tabular,2893465.roundup,slurm,,132112168.0,corral-repl,,,"""100""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",18624089,,"""2""",,,"""Histogram""","""V1""",32.0,,21416869,1424766808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-24 08:33:37.195657,,6.0
,,2015-02-24 08:35:48.145445,rodeo_normal,1424766962.0,0,1.0,main_w1_handler0,2217031,8800772,False,,6689279,tabular,2893480.roundup,slurm,,132112168.0,corral-repl,,,"""100""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",18624105,,"""2""",,,"""Histogram""","""V1""",32.0,,21416869,1424766955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-24 08:36:04.462558,,7.0
,,2015-02-24 18:37:28.582005,rodeo_normal,1424803478.0,0,1.0,main_w2_handler1,2195704,8804996,False,,5177292671,sam,2900544.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/xenTro3.len""","""xenTro3""","""True""","""True""",18518670,,"""4""",,,"""Histogram""","""V1""",32.0,,21039542,1424803057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-24 18:44:40.077730,59227.0,421.0
,,2015-02-24 20:53:11.890714,rodeo_normal,1424812928.0,0,1.0,main_w1_handler1,2205905,8806570,False,,54022,bed,2903322.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18632329,,"""2""",,,"""Histogram""","""V1""",32.0,,21259679,1424812924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-24 21:22:41.761084,59634.0,4.0
,,2015-02-25 05:52:54.418183,rodeo_normal,1424843584.0,0,1.0,main_w2_handler0,2218333,8809795,False,,12058080,bed,2908828.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18639974,,"""2""",,,"""Histogram""","""V1""",32.0,,21442451,1424843579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-25 05:53:05.822487,60168.0,5.0
,,2015-02-26 19:23:48.341919,rodeo_normal,1424978650.0,0,1.0,main_w2_handler0,2220994,8822556,False,,8148989,tabular,2933744.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",18660504,,"""2""",,,"""Histogram""","""V1""",32.0,,21428455,1424978637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-26 19:24:13.137066,3342.0,13.0
,,2015-02-26 21:32:01.279658,rodeo_normal,1424986333.0,0,1.0,main_w1_handler1,2196648,8823989,False,,1893,tabular,2936182.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""True""","""False""",18662507,,"""5""",,,"""Histogram""","""V1""",32.0,,21038800,1424986328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-26 21:32:14.965919,,5.0
,,2015-02-27 12:53:12.985811,rodeo_normal,1425041605.0,0,1.0,main_w1_handler1,1921800,8828167,False,,1336369,tabular,2944495.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""True""",18668490,,"""21""",,,"""Histogram""","""GERP++ score""",32.0,,21495640,1425041600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 12:53:28.416914,45762.0,5.0
,,2015-02-27 13:51:08.584566,rodeo_normal,1425045081.0,0,1.0,main_w1_handler0,2221821,8828453,False,,7735283,sam,2944976.roundup,slurm,,132112168.0,corral-repl,,,"""150""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18669367,,"""4""",,,"""Histogram""","""V1""",32.0,,20933346,1425045075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 13:51:23.957881,59071.0,6.0
,,2015-02-27 15:17:35.926964,rodeo_normal,1425050267.0,0,1.0,main_w2_handler0,2193642,8828970,False,,265464,bed,2945901.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18477155,,"""3""",,,"""Histogram""","""V1""",32.0,,20956274,1425050262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 15:17:50.902240,,5.0
,,2015-02-27 18:49:19.264523,rodeo_normal,1425062980.0,0,1.0,main_w1_handler1,2221765,8830265,False,,131,tabular,2948296.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18672324,,"""2""",,,"""Histogram""","""V1""",32.0,,21497373,1425062972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 18:49:44.776111,59712.0,8.0
,,2015-02-27 20:24:50.428699,rodeo_normal,1425068710.0,0,1.0,main_w1_handler1,2222313,8830805,False,,25278946,tabular,2949356.roundup,slurm,,132112168.0,corral-repl,,,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18673382,,,UnvalidatedValue,31,"""Histogram""","""V1""",32.0,,20343529,1425068703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 20:25:14.996675,4519.0,7.0
,,2015-02-27 19:53:06.733080,rodeo_normal,1425066800.0,0,1.0,main_w2_handler1,2221249,8830639,False,,55474609,tabular,2949004.roundup,slurm,,132112168.0,corral-repl,,,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18673054,,"""28""",,,"""Histogram""","""V1""",32.0,,20313116,1425066793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 19:53:27.725506,4519.0,7.0
,,2015-02-27 19:56:37.505596,rodeo_normal,1425067011.0,0,1.0,main_w2_handler0,2221249,8830653,False,,54935263,tabular,2949034.roundup,slurm,,132112168.0,corral-repl,,,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18673079,,"""31""",,,"""Histogram""","""V1""",32.0,,20343529,1425067005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 19:56:53.954737,4519.0,6.0
,,2015-02-27 20:24:49.674841,rodeo_normal,1425068708.0,0,1.0,main_w1_handler0,2222313,8830803,False,,69974,tabular,2949354.roundup,slurm,,132112168.0,corral-repl,,,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18673381,,"""31""",,,"""Histogram""","""V1""",32.0,,20343529,1425068703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 20:25:10.325206,4519.0,5.0
,,2015-02-27 20:24:48.830042,rodeo_normal,1425068707.0,0,1.0,main_w2_handler1,2222313,8830802,False,,1409092,tabular,2949352.roundup,slurm,,132112168.0,corral-repl,,,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18673380,,"""31""",,,"""Histogram""","""V1""",32.0,,20343529,1425068700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-27 20:25:11.513412,4519.0,7.0
,,2015-02-28 12:10:22.199400,rodeo_normal,1425125435.0,0,1.0,main_w2_handler1,2196283,8832969,False,,50902,tabular,2953419.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",18677391,,"""3""",,,"""Histogram""","""V1""",32.0,,21032455,1425125428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-02-28 12:10:37.470632,,7.0
,,2015-03-01 15:01:56.957199,rodeo_normal,1425222130.0,0,1.0,main_w2_handler1,2205124,8836663,False,,14997,bed,2960700.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""True""","""False""",18685716,,"""2""",,,"""Histogram""","""V1""",32.0,,21520914,1425222125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-01 15:02:12.214940,59536.0,5.0
,,2015-03-01 18:13:11.207890,rodeo_normal,1425233617.0,0,1.0,main_w1_handler1,2223407,8837086,False,,41483956,bed,2961496.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18687052,,"""7""",,,"""Histogram""","""V1""",32.0,,21520499,1425233604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-01 18:13:39.214101,59366.0,13.0
,,2015-03-01 18:13:24.104200,rodeo_normal,1425233622.0,0,1.0,main_w2_handler0,2223407,8837087,False,,48894444,bed,2961498.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18687053,,"""7""",,,"""Histogram""","""V1""",32.0,,21520499,1425233609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-01 18:13:45.377645,59366.0,13.0
,,2015-03-01 20:20:12.792354,rodeo_normal,1425241231.0,0,1.0,main_w1_handler1,2223407,8837647,False,,48894444,bed,2962298.roundup,slurm,,132112168.0,corral-repl,,,"""100""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",18687053,,"""7""",,,"""Intron Length Histogram""","""Intron Length""",32.0,,21520499,1425241221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-01 20:20:33.369974,59366.0,10.0
,,2015-03-01 20:18:33.831226,rodeo_normal,1425241139.0,0,1.0,main_w1_handler1,2223407,8837642,False,,48894444,bed,2962288.roundup,slurm,,132112168.0,corral-repl,,,"""100""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18687053,,"""7""",,,"""Intron Length Histogram""","""Intron Length""",32.0,,21520499,1425241121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-01 20:19:02.531674,59366.0,18.0
,,2015-03-01 20:20:03.134154,rodeo_normal,1425241220.0,0,1.0,main_w1_handler1,2223407,8837646,False,,41483956,bed,2962294.roundup,slurm,,132112168.0,corral-repl,,,"""100""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",18687052,,"""7""",,,"""Exon Length Histogram""","""Exon Length""",32.0,,21520499,1425241209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-01 20:20:24.379243,59366.0,11.0
,,2015-03-01 20:19:08.631045,rodeo_normal,1425241166.0,0,1.0,main_w2_handler0,2223407,8837643,False,,41483956,bed,2962290.roundup,slurm,,132112168.0,corral-repl,,,"""100""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18687052,,"""7""",,,"""Exon Length Histogram""","""Exon Length""",32.0,,21520499,1425241154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-01 20:19:28.463662,59366.0,12.0
,,2015-03-03 17:50:18.381518,rodeo_normal,1425405030.0,0,1.0,main_w1_handler0,2196644,8854194,False,,149,tabular,2993502.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""True""","""False""",18714139,,"""1""",,,"""Histogram""","""V1""",32.0,,21038774,1425405026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-03 17:50:33.804594,,4.0
,,2015-03-03 17:52:06.364614,rodeo_normal,1425405140.0,0,1.0,main_w2_handler1,2196644,8854203,False,,149,tabular,2993519.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""True""","""False""",18714139,,"""5""",,,"""Histogram""","""V1""",32.0,,21038774,1425405132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-03 17:52:23.414457,,8.0
,,2015-03-03 21:37:57.052150,rodeo_normal,1425418690.0,0,1.0,main_w1_handler0,2225361,8856087,False,,242699,tabular,2997025.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""True""",18716960,,"""2""",,,"""Histogram of nucleosomes vs orphan""","""Number or orphan by nucleosome""",32.0,,21520640,1425418685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-03 21:38:16.628908,37495.0,5.0
,,2015-03-03 21:39:18.434293,rodeo_normal,1425418776.0,0,1.0,main_w1_handler0,2225361,8856104,False,,232248,tabular,2997049.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""True""",18716990,,"""2""",,,"""Histogram of nucleosomes vs not orphan""","""V1""",32.0,,21520640,1425418768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-03 21:39:40.802309,37495.0,8.0
,,2015-03-04 00:34:55.862411,rodeo_normal,1425429305.0,0,1.0,main_w1_handler0,1176515,8857153,False,,50867,tabular,2999170.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",18718211,,"""1""",,,"""Histogram""","""V1""",32.0,,21564740,1425429302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-04 00:35:08.736842,22846.0,3.0
,,2015-03-04 03:58:11.331798,rodeo_normal,1425441505.0,0,1.0,main_w2_handler0,2226423,8859368,False,,53015,wig,3003021.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18721170,,"""2""",,,"""Histogram""","""V1""",32.0,,21548187,1425441499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-04 03:58:27.408827,,6.0
,,2015-03-04 20:16:46.839367,rodeo_normal,1425500223.0,0,1.0,main_w2_handler1,2227318,8866128,False,,3801,wig,3016034.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18732996,,"""2""",,,"""Histogram""","""V1""",32.0,,21588714,1425500218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-04 20:17:06.915164,,5.0
,,2015-03-04 20:17:58.177087,rodeo_normal,1425500288.0,0,1.0,main_w2_handler0,2227318,8866140,False,,3801,wig,3016059.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18732996,,"""4""",,,"""Histogram""","""V1""",32.0,,21588714,1425500285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-04 20:18:13.402266,,3.0
,,2015-03-05 12:11:12.628654,rodeo_normal,1425557483.0,0,1.0,main_w2_handler0,2186321,8870840,False,,15024786,tabular,3024715.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""False""",18739586,,"""2""",,,"""Histogram""","""V1""",32.0,,20692465,1425557477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-05 12:11:26.201532,58840.0,6.0
,,2015-03-05 21:48:54.373329,rodeo_normal,1425592196.0,0,1.0,main_w2_handler0,2228612,8874766,False,,837708,bed,3031706.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/b73v2.len""","""b73v2""","""True""","""False""",18744639,,"""13""",,,"""Histogram""","""V1""",32.0,,21169126,1425592150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-05 21:50:02.983697,12978.0,46.0
,,2015-03-06 13:19:31.451689,rodeo_normal,1425648011.0,0,1.0,main_w1_handler0,2228354,8879739,False,,79653371,tabular,3040969.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18755089,,"""2""",,,"""Histogram""","""Length of contigs Box 4.2""",32.0,,21612598,1425647981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-06 13:20:13.666130,48979.0,30.0
,,2015-03-09 03:54:36.840384,rodeo_normal,1425873290.0,0,1.0,main_w2_handler1,2231128,8893585,False,,1893,tabular,3064638.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/dm2.len""","""dm2""","""True""","""False""",18783517,,"""1""",,,"""Histogram""","""V1""",32.0,,21654979,1425873284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-09 03:54:53.515919,,6.0
,,2015-03-11 00:55:51.987932,rodeo_normal,1426035550.0,0,1.0,main_w1_handler0,2233363,8913100,False,,765652934,tabular,3100923.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18811009,,"""6""",,,"""Histogram""","""V1""",32.0,,21068265,1426035359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-11 00:59:13.244083,41160.0,191.0
,,2015-03-12 07:25:33.000638,rodeo_normal,1426145145.0,0,1.0,main_w1_handler1,2234935,8923410,False,,1762109,interval,3121684.roundup,slurm,,132112168.0,corral-repl,,,"""10""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18825579,,"""5""",,,"""Histogram""","""V1""",32.0,,21744354,1426145139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-12 07:25:46.283187,60169.0,6.0
,,2015-03-12 08:27:13.108034,rodeo_normal,1426148845.0,0,1.0,main_w2_handler1,2234935,8923835,False,,133592,interval,3122125.roundup,slurm,,132112168.0,corral-repl,,,"""20""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""True""",18826126,,"""4""",,,"""Histogram""","""V1""",32.0,,21744354,1426148841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-12 08:27:28.622580,60169.0,4.0
,,2015-03-12 08:28:15.854735,rodeo_normal,1426148907.0,0,1.0,main_w1_handler0,2234935,8923837,False,,133592,interval,3122129.roundup,slurm,,132112168.0,corral-repl,,,"""40""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""True""",18826126,,"""4""",,,"""Histogram""","""V1""",32.0,,21744354,1426148904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-12 08:28:31.220723,60169.0,3.0
,,2015-03-12 08:29:25.067409,rodeo_normal,1426148976.0,0,1.0,main_w2_handler0,2234935,8923842,False,,133592,interval,3122139.roundup,slurm,,132112168.0,corral-repl,,,"""40""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",18826126,,"""4""",,,"""Histogram""","""V1""",32.0,,21744354,1426148973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-12 08:29:38.285921,60169.0,3.0
,,2015-03-12 10:39:42.378627,rodeo_normal,1426156795.0,0,1.0,main_w1_handler0,2235281,8925855,False,,280139,tabular,3126044.roundup,slurm,,132112168.0,corral-repl,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18828499,,"""13""",,,"""Histogram for Alberto""","""V1""",32.0,,21746883,1426156791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1.0.3,,2015-03-12 10:39:57.305266,60803.0,4.0
