classification,classification1,classification10,classification10_filetype,classification11,classification11_filetype,classification12,classification12_filetype,classification13,classification13_filetype,classification14,classification14_filetype,classification15,classification15_filetype,classification16,classification16_filetype,classification17,classification17_filetype,classification18,classification18_filetype,classification19,classification19_filetype,classification1_filetype,classification2,classification20,classification20_filetype,classification21,classification21_filetype,classification22,classification22_filetype,classification23,classification23_filetype,classification24,classification24_filetype,classification25,classification25_filetype,classification2_filetype,classification3,classification3_filetype,classification4,classification4_filetype,classification5,classification5_filetype,classification6,classification6_filetype,classification7,classification7_filetype,classification8,classification8_filetype,classification9,classification9_filetype,classification_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.classification.values,parameters.cluster.__current_case__,parameters.cluster.cluster,parameters.cluster.summation,parameters.dbkey,parameters.header_line,parameters.intermediate,parameters.kraken_database,parameters.otu_name,parameters.sanitize_names,parameters.show_rank,parameters.show_zeros,parameters.taxonomy,parameters.tree,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:47:20.909265,slurm_normal,1511369286.0,0,,1.0,main_w3_handler0,3334559,17551673,False,,11611889,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474690}]",26,Subspecies,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182598.0,1511369246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:48:08.355160,116457.0,40.0
2538964,2538964,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:35:27.670558,slurm_normal,1511368650.0,0,,1.0,main_w4_handler0,3335706,17551469,False,,11611721,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474801}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182557.0,1511368531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:37:33.340247,116461.0,119.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:27:19.797872,slurm_normal,1511368089.0,0,,1.0,main_w3_handler0,3334805,17551284,False,,11611539,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474665}]",1,Superkingdom,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182651.0,1511368044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:28:10.254145,116459.0,45.0
2769907,2769907,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:32:19.508990,slurm_normal,1511368390.0,0,,1.0,main_w4_handler1,3335479,17551393,False,,11611649,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474748}]",1,Superkingdom,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182762.0,1511368344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:33:11.733752,116442.0,46.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:27:10.598729,slurm_normal,1511368082.0,0,,1.0,main_w4_handler0,3334559,17551283,False,,11611538,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474690}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182663.0,1511368036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:28:05.393281,116457.0,46.0
0,0,,,,,,,,,,,,,,,,,,,,,taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taxonomy,2017-11-22 16:33:24.409465,slurm_normal,1511368473.0,0,,1.0,main_w3_handler1,3334559,17551417,False,,11611676,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474786}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182663.0,1511368411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:34:38.476626,116457.0,62.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:28:54.503486,slurm_normal,1511368220.0,0,,1.0,main_w3_handler1,3334559,17551312,False,,11611564,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474690}]",1,Superkingdom,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182598.0,1511368139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:30:25.225195,116457.0,81.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:33:01.291225,slurm_normal,1511368430.0,0,,1.0,main_w4_handler0,3334821,17551407,False,,11611665,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474787}]",0,,false,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42049830.0,1511368385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:33:52.611075,116460.0,45.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:40:29.886834,slurm_normal,1511368865.0,0,,1.0,main_w4_handler1,3334559,17551539,False,,11611798,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474690}]",1,Superkingdom,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182598.0,1511368834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:41:07.295683,116457.0,31.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:35:09.415046,slurm_normal,1511368539.0,0,,1.0,main_w3_handler0,3334559,17551467,False,,11611720,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474806}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182663.0,1511368514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:35:41.858452,116457.0,25.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:39:57.042572,slurm_normal,1511368832.0,0,,1.0,main_w3_handler1,3334805,17551531,False,,11611790,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474665}]",1,Superkingdom,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182651.0,1511368801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:40:35.138936,116459.0,31.0
2601322,2601322,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 16:37:04.321398,slurm_normal,1511368702.0,0,,1.0,main_w3_handler0,3334805,17551491,False,,11611745,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32474665}]",26,Subspecies,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182651.0,1511368629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 16:38:25.900956,116459.0,73.0
533496,533496,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-22 17:01:58.677567,slurm_normal,1511370169.0,0,,1.0,main_w4_handler0,3334559,17551793,False,,11612041,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32475403}]",26,Subspecies,,"""?""","""true""","""true""","""viruses""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42182598.0,1511370121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-22 17:02:52.567867,116457.0,48.0
78084,78084,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-27 10:15:33.380226,slurm_normal,1511777805.0,0,,1.0,main_w3_handler0,3306908,17601553,False,,11660877,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32558429}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,41669533.0,1511777739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-27 10:16:48.110013,114883.0,66.0
28,28,,,,,,,,,,,,,,,,,,,,,tabular,28.0,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,tabular,2017-11-30 10:16:27.212928,slurm_normal,1512037088.0,0,,1.0,main_w4_handler0,3345789,17648165,False,,11707316,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32644434}, {'src': 'hda', 'id': 32644435}]",0,,false,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42347642.0,1512037002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-30 10:18:10.739910,117579.0,86.0
26587052,26587052,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-01 14:16:34.383463,slurm_normal,1512137889.0,0,,1.0,main_w4_handler1,3254269,17662962,False,,11723188,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32670369}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42386783.0,1512137805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-01 14:18:16.867250,45153.0,84.0
28626052,28626052,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-01 12:48:44.166947,slurm_normal,1512132632.0,0,,1.0,main_w4_handler0,3254269,17661518,False,,11721865,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32668442}]",0,,false,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42386783.0,1512132563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-01 12:50:54.102350,45153.0,69.0
28626052,28626052,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-01 13:12:57.674805,slurm_normal,1512134116.0,0,,1.0,main_w4_handler0,3254269,17661930,False,,11722285,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32668442}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42386783.0,1512134040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-01 13:16:03.212832,45153.0,76.0
27740126,27740126,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-01 13:46:17.961038,slurm_normal,1512136035.0,0,,1.0,main_w3_handler1,3254269,17662474,False,,11722730,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32670056}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42386783.0,1512135991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-01 13:47:20.553974,45153.0,44.0
4287246,4287246,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 00:38:39.196118,slurm_normal,1512175180.0,0,,1.0,main_w3_handler0,3349511,17671156,False,,11731554,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32682666}]",0,,false,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42400251.0,1512175134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 00:39:44.827578,117813.0,46.0
4287246,4287246,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 21:05:25.843832,slurm_normal,1512248786.0,0,,1.0,main_w4_handler1,3349511,17677510,False,,11740054,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32682666}]",0,,false,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42400251.0,1512248735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 21:06:27.454904,117813.0,51.0
4287246,4287246,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 21:02:16.061945,slurm_normal,1512248648.0,0,,1.0,main_w3_handler1,3349511,17677486,False,,11740020,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32682666}]",5,Phylum,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42400251.0,1512248544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 21:04:10.124111,117813.0,104.0
28626052,28626052,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 20:14:46.551306,slurm_normal,1512245752.0,0,,1.0,main_w3_handler0,3254269,17677079,False,,11739640,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32668442}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42411817.0,1512245694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:15:53.406457,45153.0,58.0
28126757,28126757,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 20:02:51.035036,slurm_normal,1512245032.0,0,,1.0,main_w4_handler1,3254269,17677037,False,,11739591,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32692716}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42411817.0,1512244980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:03:54.751303,45153.0,52.0
24949055,24949055,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 20:02:02.283817,slurm_normal,1512244986.0,0,,1.0,main_w4_handler0,3254269,17677031,False,,11739585,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32692710}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42411817.0,1512244935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:03:08.407216,45153.0,51.0
36603170,36603170,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 20:01:26.413889,slurm_normal,1512244943.0,0,,1.0,main_w3_handler0,3254269,17677028,False,,11739582,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32674548}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42411817.0,1512244893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:02:25.173859,45153.0,50.0
26587052,26587052,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 20:02:34.930315,slurm_normal,1512245026.0,0,,1.0,main_w4_handler1,3254269,17677033,False,,11739587,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32692712}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42411817.0,1512244965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:03:48.704037,45153.0,61.0
28626052,28626052,,,,,,,,,,,,,,,,,,,,,tabular,36603170.0,,,,,,,,,,,,,tabular,24949055.0,tabular,26587052.0,tabular,28126757.0,tabular,,,,,,,,,tabular,2017-12-02 20:06:40.028710,slurm_normal,1512245289.0,0,,1.0,main_w3_handler1,3254269,17677044,False,,11739597,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32668442}, {'src': 'hda', 'id': 32674548}, {'src': 'hda', 'id': 32692710}, {'src': 'hda', 'id': 32692712}, {'src': 'hda', 'id': 32692716}]",25,Species,,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42411817.0,1512245209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:08:11.241891,45153.0,80.0
28626052,28626052,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 20:42:40.196517,slurm_normal,1512247421.0,0,,1.0,main_w4_handler1,3254269,17677327,False,,11739870,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32668442}]",28,Forma,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42411817.0,1512247367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:43:42.750967,45153.0,54.0
4287246,4287246,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-02 20:46:49.686107,slurm_normal,1512247757.0,0,,1.0,main_w3_handler1,3349511,17677363,False,,11739905,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32682666}]",5,Phylum,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42400251.0,1512247618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-02 20:49:18.937604,117813.0,139.0
39230138,39230138,,,,,,,,,,,,,,,,,,,,,tabular,32507357.0,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,tabular,2017-12-03 22:41:58.780974,slurm_normal,1512341051.0,0,,1.0,main_w3_handler0,3328312,17684699,False,,11749177,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32680564}, {'src': 'hda', 'id': 32680567}]",5,Phylum,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""true""","""true""",32.0,,42309204.0,1512340926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-03 22:44:13.032285,112314.0,125.0
1012916274,1012916274,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-05 10:56:34.412529,slurm_normal,1512471492.0,0,,1.0,main_w3_handler0,3343039,17700827,False,,11765537,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32715026}]",21,Genus,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""true""",32.0,,42300611.0,1512471403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-05 10:58:13.932077,96656.0,89.0
1012916274,1012916274,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-05 10:53:25.563829,slurm_normal,1512471281.0,0,,1.0,main_w4_handler1,3343039,17700803,False,,11765511,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32715026}]",5,Phylum,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""true""",32.0,,42300611.0,1512471215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-05 10:54:42.715419,96656.0,66.0
2188825,2188825,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-05 12:08:41.664851,slurm_normal,1512475954.0,0,,1.0,main_w4_handler1,3353714,17701323,False,,11766000,slurm,,132112168.0,corral-repl,,"""066c04c0d9b511e7be37005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32737767}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,,1512475918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-05 12:12:36.752113,45153.0,36.0
9977690,9977690,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-12-05 14:01:24.553184,slurm_normal,1512483110.0,0,,1.0,main_w3_handler0,3353714,17703340,False,,11768044,slurm,,132112168.0,corral-repl,,"""c10c2cf6d9c411e7952d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32740446}]",25,Species,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,,1512483080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-12-05 14:11:52.545416,45153.0,30.0
