bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName2,blackListFileName2_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamFile1.values,parameters.bamFile1|__identifier__,parameters.bamFile2.values,parameters.bamFile2|__identifier__,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.normalization.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.comparison.normalization.type,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,parameters.scaling.numberOfSamples,parameters.scaling.sampleLength,parameters.scaling.scaleFactor1,parameters.scaling.scaleFactor2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2614664052,bam,2614907379,bam,,,,,,,,,2017-07-01 13:30:17.789278,slurm_multi,1498916660.0,0,,6.0,main_w4_handler2,3165365,16238079,False,,10313733,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150649}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",7,2.0,2.0,,2451960000,1x,,subtract,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498915851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 13:44:21.864350,59907,809.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:10:55.771077,slurm_multi,1498919094.0,0,,6.0,main_w4_handler2,3165365,16238206,False,,10313852,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",4,,,,,,,first,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498918270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 14:24:57.914179,59907,824.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:32:33.612944,slurm_multi,1498921196.0,0,,6.0,main_w3_handler2,3165365,16238291,False,,10313965,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",7,2.0,2.0,,2451960000,1x,,subtract,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498920366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 14:59:58.107140,59907,830.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-01 13:48:30.091507,slurm_multi,1498917985.0,0,,6.0,main_w3_handler2,3165365,16238158,False,,10313806,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498916943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 14:06:26.767556,59907,1042.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:33:22.432448,slurm_multi,1498922859.0,0,,6.0,main_w3_handler2,3165365,16238300,False,,10314062,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",6,,,,,,1.0,reciprocal_ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498922030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 15:27:40.722476,59907,829.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:30:54.779544,slurm_multi,1498920361.0,0,,6.0,main_w4_handler2,3165365,16238281,False,,10313923,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498919463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 14:46:02.929888,59907,898.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:33:35.396980,slurm_multi,1498925152.0,0,,6.0,main_w4_handler2,3165365,16238301,False,,10314183,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",4,,,,,,,first,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498924459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 16:05:53.080556,59907,693.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:32:08.443195,slurm_multi,1498922025.0,0,,6.0,main_w4_handler2,3165365,16238290,False,,10314005,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",1,,,,,,1.0,ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498921201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 15:13:46.367637,59907,824.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:32:48.645793,slurm_multi,1498923643.0,0,,6.0,main_w4_handler2,3165365,16238293,False,,10314099,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",2,,,,,,,add,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498922863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 15:40:43.976520,59907,780.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:33:08.272490,slurm_multi,1498924454.0,0,,6.0,main_w4_handler2,3165365,16238297,False,,10314128,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",3,,,,,,,mean,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498923650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 15:54:14.905632,59907,804.0
2614664052,bam,3147404757,bam,,,,,,,,,2017-07-01 14:34:49.418393,slurm_multi,1498925800.0,0,,6.0,main_w4_handler2,3165365,16238303,False,,10314222,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30250942}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",5,,,,,,,second,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39039319.0,1498925158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-01 16:16:42.254032,59907,642.0
5164279098,bam,1315619805,bam,3767.0,3767.0,bed,24.0,bed,bed,,,2017-07-02 01:35:52.101146,slurm_multi,1498965063.0,0,,6.0,main_w4_handler2,3178159,16239964,False,,10315580,slurm,,132111800.0,corral-repl,,0,no,,,1.0,"[{'src': 'hda', 'id': 30251298}, {'src': 'hda', 'id': 30251300}]",true,2.0,custom,300,false,,0,0,1,,,yes,false,,"[{'src': 'hda', 'id': 30251297}]",,"[{'src': 'hda', 'id': 30251295}]",,"""1""","""/galaxy-repl/localdata/chrom/mm10.len""",3,,,,,,,mean,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,38852156.0,1498959362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-02 03:11:04.663246,47842,5701.0
2385056549,bam,1577686177,bam,,,,,,,,,2017-07-02 05:12:06.991479,slurm_multi,1498975912.0,0,,6.0,main_w4_handler2,3168534,16240457,False,,10316081,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 30261374}]",,"[{'src': 'hda', 'id': 30261372}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",4,,,,,,,first,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39043965.0,1498975403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-02 06:11:53.734757,107805,509.0
1577686177,bam,2385056549,bam,,,,,,,,,2017-07-02 05:12:28.906237,slurm_multi,1498976391.0,0,,6.0,main_w4_handler2,3168534,16240458,False,,10316091,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 30261372}]",,"[{'src': 'hda', 'id': 30261374}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",5,,,,,,,second,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39043965.0,1498975918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-02 06:19:53.130737,107805,473.0
1577686177,bam,2385056549,bam,,,,,,,,,2017-07-02 05:12:50.212852,slurm_multi,1498976976.0,0,,6.0,main_w3_handler2,3168534,16240459,False,,10316117,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30261372}]",,"[{'src': 'hda', 'id': 30261374}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39043965.0,1498976401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-02 06:29:38.086805,107805,575.0
51109607,bam,24971781,bam,,,,,,,,,2017-07-02 08:05:57.909250,slurm_multi,1498983271.0,0,,6.0,main_w3_handler2,3171552,16240787,False,,10316317,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30176506}]",,"[{'src': 'hda', 'id': 30176501}]",,"""50""","""/galaxy-repl/localdata/chrom/sacCer2.len""",0,,,,,,1.0,log2,"""sacCer2""","""bigwig""","""""",0,SES,100000,100,,,32.0,,38913309.0,1498983046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-02 08:14:43.302237,101287,225.0
206083968,bam,165222098,bam,,,,,,,,,2017-07-02 08:04:31.502861,slurm_multi,1498983042.0,0,,6.0,main_w3_handler2,3171552,16240784,False,,10316310,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30176505}]",,"[{'src': 'hda', 'id': 30176498}]",,"""50""","""/galaxy-repl/localdata/chrom/sacCer2.len""",0,,,,,,1.0,log2,"""sacCer2""","""bigwig""","""""",0,SES,100000,100,,,32.0,,38913309.0,1498982704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-02 08:10:43.374654,101287,338.0
2385056549,bam,1577686177,bam,,,,,,,,,2017-07-02 11:57:27.088115,slurm_multi,1498997128.0,0,,6.0,main_w4_handler2,3168534,16241330,False,,10316755,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 30261374}]",,"[{'src': 'hda', 'id': 30261372}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",5,,,,,,,second,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39051273.0,1498996677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-02 12:05:29.750352,107805,451.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:53:47.474465,slurm_multi,1499058599.0,0,,6.0,main_w4_handler2,3165365,16245597,False,,10320307,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499057642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 05:10:01.451949,59907,957.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:54:19.306449,slurm_multi,1499060153.0,0,,6.0,main_w3_handler2,3165365,16245603,False,,10320457,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",7,2.0,2.0,,2451960000,1x,,subtract,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499059375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 05:35:55.134157,59907,778.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:54:05.108866,slurm_multi,1499059370.0,0,,6.0,main_w3_handler2,3165365,16245600,False,,10320378,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",1,,,,,,1.0,ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499058605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 05:22:51.308275,59907,765.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:54:34.507613,slurm_multi,1499061011.0,0,,6.0,main_w3_handler2,3165365,16245605,False,,10320531,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",2,,,,,,,add,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499060201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 05:50:14.053055,59907,810.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:54:49.986777,slurm_multi,1499061775.0,0,,6.0,main_w4_handler2,3165365,16245606,False,,10320636,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",3,,,,,,,mean,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499061023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 06:02:57.343223,59907,752.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:55:04.576087,slurm_multi,1499062552.0,0,,6.0,main_w3_handler2,3165365,16245607,False,,10320687,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",6,,,,,,1.0,reciprocal_ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499061782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 06:15:53.178721,59907,770.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:55:20.546741,slurm_multi,1499063202.0,0,,6.0,main_w3_handler2,3165365,16245609,False,,10320710,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",4,,,,,,,first,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499062559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 06:26:43.797801,59907,643.0
2573233768,bam,3147404757,bam,,,,,,,,,2017-07-03 04:55:38.676446,slurm_multi,1499063863.0,0,,6.0,main_w3_handler2,3165365,16245611,False,,10320738,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252646}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",5,,,,,,,second,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499063207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 06:37:45.652772,59907,656.0
3147404757,bam,3147404757,bam,,,,,,,,,2017-07-03 06:51:12.405047,slurm_multi,1499065160.0,0,,6.0,main_w4_handler2,3165365,16245974,False,,10320825,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30150652}]",,"[{'src': 'hda', 'id': 30150652}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499064682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 06:59:21.589785,59907,478.0
2640395107,bam,2779137006,bam,,,,,,,,,2017-07-03 07:07:34.918573,slurm_multi,1499066616.0,0,,6.0,main_w4_handler2,3165365,16246041,False,,10320882,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252650}]",,"[{'src': 'hda', 'id': 30150656}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",0,,,,,,1.0,log2,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39058072.0,1499065686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 07:23:37.180243,59907,930.0
2640395107,bam,2779137006,bam,,,,,,,,,2017-07-03 07:30:53.055777,slurm_multi,1499067898.0,0,,6.0,main_w4_handler2,3165365,16246146,False,,10320964,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252650}]",,"[{'src': 'hda', 'id': 30150656}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",6,,,,,,1.0,reciprocal_ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39062721.0,1499067084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 07:44:59.016317,59907,814.0
2640395107,bam,2779137006,bam,,,,,,,,,2017-07-03 07:49:29.393967,slurm_multi,1499068995.0,0,,6.0,main_w4_handler2,3165365,16246244,False,,10321046,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252650}]",,"[{'src': 'hda', 'id': 30150656}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",7,2.0,1.0,,2150570000,1x,,subtract,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39062721.0,1499068183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 08:03:16.988831,59907,812.0
2640395107,bam,2779137006,bam,,,,,,,,,2017-07-03 07:53:43.229575,slurm_multi,1499069662.0,0,,6.0,main_w4_handler2,3165365,16246253,False,,10321082,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252650}]",,"[{'src': 'hda', 'id': 30150656}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",4,,,,,,,first,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39062721.0,1499069003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 08:14:23.621360,59907,659.0
2640395107,bam,2779137006,bam,,,,,,,,,2017-07-03 08:17:00.302841,slurm_multi,1499070619.0,0,,6.0,main_w3_handler2,3165365,16246364,False,,10321143,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30252650}]",,"[{'src': 'hda', 'id': 30150656}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""",1,,,,,,1.0,ratio,"""mm10""","""bigwig""","""""",1,readCount,,,,,32.0,,39062721.0,1499069832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 08:30:20.641940,59907,787.0
1288581386,bam,426954609,bam,,,,,,,,,2017-07-03 17:21:19.532777,slurm_multi,1499102722.0,0,,6.0,main_w4_handler2,3153518,16251235,False,,10325078,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30282215}]",,"[{'src': 'hda', 'id': 30282070}]",,"""50""","""/galaxy-repl/localdata/chrom/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,38928577.0,1499102596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 17:25:23.202395,52862,126.0
929617264,bam,344852982,bam,,,,,,,,,2017-07-03 17:20:33.578935,slurm_multi,1499102586.0,0,,6.0,main_w3_handler2,3153518,16251232,False,,10325060,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30282146}]",,"[{'src': 'hda', 'id': 30282062}]",,"""50""","""/galaxy-repl/localdata/chrom/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,38928577.0,1499102465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 17:23:07.747541,52862,121.0
631062431,bam,525701686,bam,,,,,,,,,2017-07-03 17:25:12.445734,slurm_multi,1499102835.0,0,,6.0,main_w3_handler2,3153518,16251257,False,,10325103,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 30279346}]",,"[{'src': 'hda', 'id': 30278968}]",,"""50""","""/galaxy-repl/localdata/chrom/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,38928577.0,1499102748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0,2.5.0.0,,2017-07-03 17:27:16.740046,52862,87.0
