chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,individuals|populations_0|p_input,individuals|populations_0|p_input_filetype,individuals|populations_1|p_input,individuals|populations_1|p_input_filetype,individuals|populations_2|p_input,individuals|populations_2|p_input_filetype,individuals|populations_3|p_input,individuals|populations_3|p_input_filetype,individuals|populations_4|p_input,individuals|populations_4|p_input_filetype,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,p1_input,p1_input_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.data_source,parameters.dbkey,parameters.individuals.__current_case__,parameters.individuals.choice,parameters.individuals.p1_input,parameters.individuals.p1_input.values,parameters.individuals.populations,parameters.input,parameters.input.values,populations_0|p_input,populations_0|p_input_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-15 11:22:31.304026,slurm_normal,1452857026.0,0.0,1.0,main_w1_handler2,2566547,11510873,False,,,,,,,,,,,,1132768638,gd_snp,5779467.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,22910873,,,,32.0,,27457223.0,1452856970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-01-15 11:23:51.121896,,56.0
,,2016-02-17 22:52:31.388315,slurm_normal,1455750615.0,0.0,1.0,main_w1_handler2,2603459,11861823,False,,,,,,,,,,,,1132768638,gd_snp,6102958.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,23397459,,,,32.0,,28458801.0,1455750301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-02-17 23:10:26.217223,60585.0,314.0
,,2016-05-03 19:03:20.259234,slurm_normal,1462302283.0,0.0,1.0,main_w2_handler1,2693464,12761222,False,,,,,,,,,,,,9578009,gd_snp,6958976.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcb92fa02c300cce'}]",,,32.0,,30018832.0,1462302267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-05-03 19:04:46.905219,,16.0
,,2016-06-01 08:15:25.751429,slurm_normal,1464768991.0,0.0,1.0,main_w1_handler0,2724022,13037811,False,,,,,,,,,,,,706043140,gd_snp,7218127.roundup,slurm,,132112168.0,corral-repl,,,,"""fd9399ea27d011e6950b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5394e1285f3535380'}]",,,32.0,,30507669.0,1464768955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-01 08:16:33.521611,58185.0,36.0
,,2016-06-09 10:17:23.812247,slurm_normal,1465467497.0,0.0,1.0,main_w2_handler0,2725388,13118109,False,,,,,,,,,,,,14604857,gd_sap,7302835.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539c6abf0cc5e4041'}]",,,32.0,,30697978.0,1465467492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 10:18:21.281134,85400.0,5.0
,,2016-06-09 10:10:50.652663,slurm_normal,1465467104.0,0.0,1.0,main_w2_handler0,2733686,13117983,False,,,,,,,,,,,,706043140,gd_snp,7302726.roundup,slurm,,132112168.0,corral-repl,,,,"""7013dac02e2a11e69ddc005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1662869f4265e25'}]",,,32.0,,30728271.0,1465467085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 10:11:48.446072,85286.0,19.0
,,2016-06-09 10:10:51.404599,slurm_normal,1465467110.0,0.0,1.0,main_w2_handler0,2733687,13117984,False,,,,,,,,,,,,706043140,gd_snp,7302730.roundup,slurm,,132112168.0,corral-repl,,,,"""70b7d8be2e2a11e688c7005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5394e1285f3535380'}]",,,32.0,,28999037.0,1465467091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 10:11:53.546273,58185.0,19.0
,,2016-06-09 10:10:57.302512,slurm_normal,1465467121.0,0.0,1.0,main_w1_handler0,2733689,13118004,False,,,,,,,,,,,,706043140,gd_snp,7302742.roundup,slurm,,132112168.0,corral-repl,,,,"""7403508e2e2a11e68adb005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be05b46fbaad4187'}]",,,32.0,,30723159.0,1465467105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 10:12:05.218163,85288.0,16.0
,,2016-06-09 10:11:13.679366,slurm_normal,1465467135.0,0.0,1.0,main_w2_handler0,2733690,13118036,False,,,,,,,,,,,,706043140,gd_snp,7302750.roundup,slurm,,132112168.0,corral-repl,,,,"""7d7c04122e2a11e6aec4005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55866cf0b8e2abebd'}]",,,32.0,,30727468.0,1465467118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 10:12:19.719798,85289.0,17.0
,,2016-06-09 10:10:54.029451,slurm_normal,1465467122.0,0.0,1.0,main_w2_handler1,2733688,13117992,False,,,,,,,,,,,,706043140,gd_snp,7302731.roundup,slurm,,132112168.0,corral-repl,,,,"""72b381d62e2a11e6a3cf005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b406cef64a38baf2'}]",,,32.0,,30747153.0,1465467091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 10:12:05.124049,85334.0,31.0
,,2016-06-09 10:13:14.183946,slurm_normal,1465467249.0,0.0,1.0,main_w1_handler0,2733692,13118064,False,,,,,,,,,,,,706043140,gd_snp,7302769.roundup,slurm,,132112168.0,corral-repl,,,,"""c5d7656c2e2a11e6aec4005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55866cf0b8e2abebd'}]",,,32.0,,30727468.0,1465467232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 10:14:10.627855,85289.0,17.0
,,2016-06-09 11:13:29.811280,slurm_normal,1465470864.0,0.0,1.0,main_w2_handler1,2733708,13118681,False,,,,,,,,,,,,1958378,gd_snp,7303367.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]",,,32.0,,30697978.0,1465470854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 11:14:28.812644,85400.0,10.0
,,2016-06-09 11:13:53.018343,slurm_normal,1465470879.0,0.0,1.0,main_w1_handler1,2733708,13118687,False,,,,,,,,,,,,1958378,gd_snp,7303370.roundup,slurm,,132112168.0,corral-repl,772.0,gd_indivs,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575e1d05d1a1b90d1'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]",,,32.0,,30697978.0,1465470876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-09 11:14:41.617949,85400.0,3.0
,,2016-06-16 10:39:24.621880,slurm_normal,1466073587.0,0.0,1.0,main_w1_handler0,2739600,13181829,False,567.0,gd_indivs,461.0,gd_indivs,760.0,gd_indivs,89.0,gd_indivs,247.0,gd_indivs,,207811786,gd_snp,7366366.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",2,2,,,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5e8f93d3824ee5481'}]}}, {'__index__': 1, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ccd200de025dcf13'}]}}, {'__index__': 2, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50dfa3eee7a075407'}]}}, {'__index__': 3, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b53fa5ff27e5704b56'}]}}, {'__index__': 4, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c247a868e4a10fc1'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553a423c8f1d8a4ee'}]",,,32.0,,30577197.0,1466073578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-16 10:39:49.794243,85400.0,9.0
,,2016-06-16 10:36:29.717685,slurm_normal,1466073407.0,0.0,1.0,main_w2_handler1,2739600,13181814,False,,,,,,,,,,,,207811786,gd_snp,7366351.roundup,slurm,,132112168.0,corral-repl,247.0,gd_indivs,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c247a868e4a10fc1'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553a423c8f1d8a4ee'}]",,,32.0,,30577197.0,1466073398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-16 10:36:49.615436,85400.0,9.0
,,2016-06-16 10:44:22.161388,slurm_normal,1466073883.0,0.0,1.0,main_w1_handler1,2739600,13181853,False,,,,,,,,,,,,207811786,gd_snp,7366389.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553a423c8f1d8a4ee'}]",,,32.0,,30577197.0,1466073873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-16 10:44:45.003079,85400.0,10.0
,,2016-06-16 10:45:23.846336,slurm_normal,1466073946.0,0.0,1.0,main_w1_handler1,2739600,13181865,False,567.0,gd_indivs,,,,,,,,,,207811786,gd_snp,7366402.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",2,2,,,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5e8f93d3824ee5481'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553a423c8f1d8a4ee'}]",,,32.0,,30577197.0,1466073937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-06-16 10:45:47.913977,85400.0,9.0
,,2016-08-03 22:36:26.328404,slurm_normal,1470263826.0,0.0,1.0,main_w2_handler1,2784257,13583483,False,,,,,,,,,,,,124320850,gd_snp,7792558.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b583df1512b4c70154'}]",,,32.0,,31943678.0,1470263817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-08-03 22:37:10.113189,,9.0
,,2016-08-23 14:13:36.366288,slurm_normal,1471961696.0,0.0,1.0,main_w4_handler1,2799949,13705091,False,,,,,,,,,,,,706043140,gd_snp,7921274.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c7624f85e6773e6c'}]",,,32.0,,32472152.0,1471961636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-08-23 14:14:58.829063,88908.0,60.0
,,2016-10-02 10:35:19.224938,slurm_normal,1475404633.0,0.0,1.0,main_w4_handler0,2809441,13990315,False,,,,,,,,,,,,480636274,gd_snp,8209764.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/apiMel4.5.len""",,"""apiMel4.5""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569313531f1a1b4d4'}]",,,32.0,,33373767.0,1475404607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-10-02 10:37:16.671088,19390.0,26.0
,,2016-10-31 16:42:51.785471,slurm_normal,1477935541.0,0.0,1.0,main_w3_handler1,2850634,14218853,False,,,,,,,,,,,,1761011,gd_snp,8429151.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/VfTrA_2.len""",,"""VfTrA_2""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f82da9603f2bea8'}]",,,32.0,,33889181.0,1477935519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-10-31 17:39:07.151136,91998.0,22.0
,,2016-10-07 12:26:07.803192,slurm_normal,1475843303.0,0.0,1.0,main_w3_handler0,2844538,14028270,False,,,,,,,,,,,,706043140,gd_snp,8246021.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ceb8d399598e800'}]",,,32.0,,33512779.0,1475843280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-10-07 12:28:30.477889,19390.0,23.0
,,2016-11-06 17:31:36.815379,slurm_normal,1478453514.0,0.0,1.0,main_w3_handler0,2823359,14265358,False,,,,,,,,,,,,104839452,gd_snp,8473757.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d014b31af1db1e29'}]",,,32.0,,33858641.0,1478453499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-11-06 17:31:56.014302,63215.0,15.0
22348.0,len,2016-11-07 20:04:58.572535,slurm_normal,1478551247.0,0.0,1.0,main_w3_handler1,2871876,14277429,False,,,,,,,,,,,,3812789384,gd_snp,8485800.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/main/files/017/709/dataset_17709438.dat""",,"""?""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59cd6d6eaf3d057b9'}]",,,32.0,,33947225.0,1478550937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-11-07 20:40:51.767731,74690.0,310.0
,,2016-11-09 14:18:16.206404,slurm_normal,1478701119.0,0.0,1.0,main_w3_handler1,2873198,14295586,False,,,,,,,,,,,,53283,gd_snp,8503695.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/canFam2.len""",,"""canFam2""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f129a3dad7932ce'}]",,,32.0,,33967593.0,1478701103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-11-09 14:18:40.207608,,16.0
,,2016-11-27 04:30:38.201456,slurm_normal,1480221065.0,0.0,1.0,main_w4_handler0,2909445,14438031,False,,,,,,,,,,,,891492398,gd_snp,8636481.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/apiMel4.5.len""",,"""apiMel4.5""",0,0,,,,,"[{'src': 'hda', 'id': 27420802}]",,,32.0,,34487278.0,1480221042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-11-27 04:31:07.681978,91961.0,23.0
,,2015-01-08 15:33:15.546900,rodeo_normal,1420731235.0,0.0,1.0,main_w1_handler1,2167980,8516354,False,,,,,,,,,,,,706043140,gd_snp,2436484.roundup,slurm,,132112264.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,18159890,,,,32.0,,20392427.0,1420731213.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-01-08 15:33:57.930375,56940.0,22.0
,,2014-10-17 03:53:42.342845,rodeo_normal,1413518058.0,0.0,1.0,main_w2_handler0,2088568,7996400,False,,,,,,,,,,,,706043140,gd_snp,33864.rodeo,slurm,,16332532.0,corral-repl,,,,"""2f54146255b111e4a8c1005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,17257469,,,,2.0,,17661123.0,1413518034.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-17 03:54:20.617958,54455.0,24.0
,,2014-10-17 18:15:25.645974,rodeo_normal,1413569757.0,0.0,1.0,main_w1_handler1,2088568,8000005,False,,,,,,,,,,,,706043140,gd_snp,37431.rodeo,slurm,,16332532.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,17257469,,,,2.0,,17696711.0,1413569735.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-17 18:15:59.754444,54455.0,22.0
,,2014-10-23 03:30:46.929620,rodeo_normal,1414035073.0,0.0,1.0,main_w1_handler0,2094672,8028862,False,,,,,,,,,,,,706043140,gd_snp,62992.rodeo,slurm,,16332532.0,corral-repl,,,,"""f9ed33225a6411e4871d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,17310876,,,,2.0,,17661123.0,1414035055.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 03:31:20.866710,54455.0,18.0
,,2014-10-23 03:52:13.751771,rodeo_normal,1414036371.0,0.0,1.0,main_w1_handler0,2094672,8028980,False,,,,,,,,,,,,1132768638,gd_snp,63087.rodeo,slurm,,16332532.0,corral-repl,,,,"""f903b42e5a6711e4beba005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17310933,,,,2.0,,17661123.0,1414036341.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 03:52:55.164452,54455.0,30.0
,,2014-10-23 03:59:35.534708,rodeo_normal,1414036810.0,0.0,1.0,main_w1_handler1,2094692,8029007,False,,,,,,,,,,,,1132768638,gd_snp,63094.rodeo,slurm,,16332532.0,corral-repl,,,,"""0046c0545a6911e49cfb005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17311091,,,,2.0,,17661123.0,1414036782.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 04:00:13.366143,54455.0,28.0
,,2014-10-23 04:07:42.908841,rodeo_normal,1414037282.0,0.0,1.0,main_w1_handler0,2094692,8029033,False,,,,,,,,,,,,164906086,gd_snp,63117.rodeo,slurm,,16332532.0,corral-repl,,,,"""22e3ee245a6a11e4aa51005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17311115,,,,2.0,,17661123.0,1414037274.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 04:08:05.850777,54455.0,8.0
,,2014-10-23 17:06:24.672062,rodeo_normal,1414084006.0,0.0,1.0,main_w2_handler0,2094692,8032102,False,,,,,,,,,,,,177203353,gd_snp,65851.rodeo,slurm,,16332532.0,corral-repl,,,,"""eb27cea25ad611e4a89a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17311139,,,,2.0,,17661123.0,1414083997.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 17:06:49.999911,54455.0,9.0
,,2014-10-23 17:28:35.638034,rodeo_normal,1414085342.0,0.0,1.0,main_w2_handler1,2094692,8032208,False,,,,,,,,,,,,706043140,gd_snp,65940.rodeo,slurm,,16332532.0,corral-repl,,,,"""048a5d6c5ada11e49e25005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,17315831,,,,2.0,,17661123.0,1414085324.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 17:29:05.908514,54455.0,18.0
,,2014-10-23 17:18:07.685766,rodeo_normal,1414084706.0,0.0,1.0,main_w2_handler0,2094692,8032167,False,,,,,,,,,,,,189500620,gd_snp,65908.rodeo,slurm,,16332532.0,corral-repl,,,,"""8e30799a5ad811e4871d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17315683,,,,2.0,,17661123.0,1414084698.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 17:18:29.618966,54455.0,8.0
,,2014-10-23 17:24:32.967604,rodeo_normal,1414085127.0,0.0,1.0,main_w1_handler1,2094692,8032193,False,,,,,,,,,,,,1132768638,gd_snp,65928.rodeo,slurm,,16332532.0,corral-repl,,,,"""73e4daf85ad911e4b64f005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17311091,,,,2.0,,17661123.0,1414085091.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 17:25:30.009352,54455.0,36.0
,,2014-10-23 20:02:54.065890,rodeo_normal,1414094634.0,0.0,1.0,main_w1_handler1,2094692,8033102,False,,,,,,,,,,,,1132768638,gd_snp,66750.rodeo,slurm,,16332532.0,corral-repl,,,,"""92eedfe65aef11e4b7e9005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17315883,,,,2.0,,17661123.0,1414094587.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 20:03:57.883727,54455.0,47.0
,,2014-10-23 20:57:39.797605,rodeo_normal,1414097890.0,0.0,1.0,main_w2_handler0,2094692,8033363,False,,,,,,,,,,,,706043140,gd_snp,67000.rodeo,slurm,,16332532.0,corral-repl,,,,"""3912612a5af711e4a89a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,17317363,,,,2.0,,17661123.0,1414097868.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 20:58:14.165233,54455.0,22.0
,,2014-10-23 20:54:39.737398,rodeo_normal,1414097698.0,0.0,1.0,main_w2_handler0,2094692,8033330,False,,,,,,,,,,,,165179403,gd_snp,66989.rodeo,slurm,,16332532.0,corral-repl,,,,"""ce162df25af611e4a79f005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17317041,,,,2.0,,17661123.0,1414097690.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 20:55:00.224505,54455.0,8.0
,,2014-10-23 21:04:02.916776,rodeo_normal,1414098256.0,0.0,1.0,main_w2_handler0,2094692,8033392,False,,,,,,,,,,,,111579236,gd_snp,67030.rodeo,slurm,,16332532.0,corral-repl,,,,"""1dad95845af811e4aded005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,17317382,,,,2.0,,17661123.0,1414098249.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 21:04:18.191652,54455.0,7.0
,,2014-10-23 21:06:43.589103,rodeo_normal,1414098453.0,0.0,1.0,main_w1_handler0,2094692,8033411,False,,,,,,,,,,,,1132768638,gd_snp,67042.rodeo,slurm,,16332532.0,corral-repl,,,,"""7d84911a5af811e4aded005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,17317430,,,,2.0,,17661123.0,1414098416.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-10-23 21:07:35.917140,54455.0,37.0
,,2014-12-15 16:01:34.851869,rodeo_normal,1418659323.0,0.0,1.0,main_w1_handler1,2142113,8418484,False,,,,,,,,,,,,706043140,gd_snp,564256.rodeo,slurm,,16332532.0,corral-repl,,,,"""a4355f20847311e4bfa8005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,17967355,,,,2.0,,20066779.0,1418659303.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2014-12-15 16:02:05.337205,57129.0,20.0
