bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.MNase,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.filterRNAstrand,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1091202256,bam,,,2016-07-01 20:10:45.755772,slurm_multi,1467405063.0,0,,6.0,main_w1_handler2,2692356,13308641,False,,7510709,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51460e034a8c03963'}]",,"""50""","""/galaxy-repl/main/files/015/340/dataset_15340577.dat""","""dm6_2014""","""bigwig""","""""",2,3.0,,121400000,1.0,1x,32.0,,30001823.0,1467404702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 20:31:04.369040,59928,361.0
1879188198,bam,,,2016-07-01 20:15:42.128030,slurm_multi,1467404323.0,0,,6.0,main_w1_handler2,2754559,13308719,False,,7510634,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5173dcf82146654d4'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""chr10""",1,,,,,no,32.0,,31224467.0,1467404286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 20:18:45.242911,82756,37.0
2006392697,bam,,,2016-07-01 19:54:13.344933,slurm_multi,1467404355.0,0,,6.0,main_w1_handler2,2692356,13308513,False,,7510553,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a9c4d8d4acf0588'}]",,"""50""","""/galaxy-repl/main/files/015/340/dataset_15340577.dat""","""dm6_2014""","""bigwig""","""""",2,0.0,143700000,specific,1.0,1x,32.0,,30001823.0,1467403936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 20:19:20.093765,59928,419.0
1657036122,bam,,,2016-07-01 20:15:42.771201,slurm_multi,1467404365.0,0,,6.0,main_w1_handler2,2754559,13308720,False,,7510648,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4da318f091a44ba'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""chr10""",1,,,,,no,32.0,,31224467.0,1467404336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 20:19:29.746563,82756,29.0
1296367780,bam,,,2016-07-01 19:54:13.827411,slurm_multi,1467404676.0,0,,6.0,main_w1_handler2,2692356,13308514,False,,7510662,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51fd1414308e904f2'}]",,"""50""","""/galaxy-repl/main/files/015/340/dataset_15340577.dat""","""dm6_2014""","""bigwig""","""""",2,0.0,143700000,specific,1.0,1x,32.0,,30001823.0,1467404396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 20:24:47.861763,59928,280.0
1799145886,bam,,,2016-07-01 20:15:37.587259,slurm_multi,1467406042.0,0,,6.0,main_w1_handler2,2754559,13308716,False,,7510943,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558de3d9996602151'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""chr10""",1,,,,,no,32.0,,31224467.0,1467406004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 20:47:24.360617,82756,38.0
1825239626,bam,,,2016-07-01 20:15:39.942611,slurm_multi,1467406378.0,0,,6.0,main_w1_handler2,2754559,13308717,False,,7510998,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5562532571195b1ba'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""chr10""",1,,,,,no,32.0,,31224467.0,1467406339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 20:53:09.803789,82756,39.0
11988434743,bam,,,2016-09-13 11:14:26.840581,slurm_multi,1473765604.0,0,,6.0,main_w4_handler2,2803454,13840627,False,,8063309,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516347225ef6a9dfc'}]",,"""1""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""chr7""",2,1.0,,2150570000,1.0,1x,32.0,,32631233.0,1473765283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 11:20:15.933016,89133,321.0
2152177536,bam,,,2016-07-01 08:03:34.515123,slurm_multi,1467360466.0,0,,6.0,main_w1_handler2,2739951,13303368,False,,7505159,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd779f4a3f308360'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,30091793.0,1467360254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:07:47.208280,70838,212.0
2744506479,bam,,,2016-07-01 08:03:33.709829,slurm_multi,1467360732.0,0,,6.0,main_w2_handler2,2739951,13303367,False,,7505177,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6bb4aeba7c250f5'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,30091793.0,1467360473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:12:14.958374,70838,259.0
2970553564,bam,,,2016-07-01 08:03:35.315486,slurm_multi,1467361021.0,0,,6.0,main_w1_handler2,2739951,13303369,False,,7505223,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a40a8cd749abf56'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,30091793.0,1467360757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:17:03.010241,70838,264.0
2421856798,bam,,,2016-07-01 08:03:38.485719,slurm_multi,1467361275.0,0,,6.0,main_w1_handler2,2739951,13303372,False,,7505262,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52380774b9aecdc50'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,30091793.0,1467361039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:21:17.492315,70838,236.0
3165757133,bam,,,2016-09-13 11:59:14.710050,slurm_multi,1473768640.0,0,,6.0,main_w3_handler2,2714516,13840885,False,,8063614,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559d26fc2a5ea2721'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,0.0,2150570000,specific,1.0,1x,32.0,,32929568.0,1473767967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 12:10:43.498876,84889,673.0
2523138743,bam,,,2016-07-01 08:03:35.997325,slurm_multi,1467361538.0,0,,6.0,main_w2_handler2,2739951,13303370,False,,7505288,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0b75cef210764cf'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,30091793.0,1467361288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:25:40.444519,70838,250.0
3469221635,bam,,,2016-07-01 08:03:36.893365,slurm_multi,1467361879.0,0,,6.0,main_w2_handler2,2739951,13303371,False,,7505332,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a4517103563b45a'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,30091793.0,1467361555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:31:22.347694,70838,324.0
2744506479,bam,,,2016-07-01 08:35:28.435238,slurm_multi,1467362792.0,0,,6.0,main_w2_handler2,2739951,13303670,False,,7505487,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6bb4aeba7c250f5'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,30091793.0,1467362445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:46:37.017257,70838,347.0
2523138743,bam,,,2016-07-01 08:35:32.389484,slurm_multi,1467362434.0,0,,6.0,main_w1_handler2,2739951,13303673,False,,7505436,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0b75cef210764cf'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,30091793.0,1467362162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:40:35.895179,70838,272.0
2058959205,bam,,,2016-07-01 20:16:33.772915,slurm_multi,1467412123.0,0,,6.0,main_w2_handler2,2754559,13308728,False,,7511763,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa64bd530b25f7b9'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""chr2""",1,,,,,no,32.0,,31224467.0,1467412068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 22:28:45.245261,82756,55.0
3469221635,bam,,,2016-07-01 08:35:33.145779,slurm_multi,1467363155.0,0,,6.0,main_w1_handler2,2739951,13303674,False,,7505547,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a4517103563b45a'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,30091793.0,1467362815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:52:37.960438,70838,340.0
2970553564,bam,,,2016-07-01 08:35:31.587920,slurm_multi,1467363829.0,0,,6.0,main_w2_handler2,2739951,13303672,False,,7505700,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a40a8cd749abf56'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,30091793.0,1467363488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 09:03:51.320564,70838,341.0
2152177536,bam,,,2016-07-01 08:35:30.351925,slurm_multi,1467363458.0,0,,6.0,main_w2_handler2,2739951,13303671,False,,7505620,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd779f4a3f308360'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,30091793.0,1467363174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 08:57:40.144585,70838,284.0
2515507466,bam,,,2016-09-13 17:36:46.750392,slurm_multi,1473810642.0,0,,6.0,main_w3_handler2,2531191,13843751,False,,8068282,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5858838118ca78d25'}]",,"""1""","""/galaxy-repl/main/files/014/978/dataset_14978812.dat""","""Arabidopsis_v1""","""bigwig""","""""",1,,,,,no,32.0,,31532520.0,1473810024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 23:50:46.129536,73455,618.0
2421856798,bam,,,2016-07-01 08:35:34.149434,slurm_multi,1467364128.0,0,,6.0,main_w2_handler2,2739951,13303675,False,,7505792,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52380774b9aecdc50'}]",,"""300""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,32.0,,30091793.0,1467363848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 09:08:50.843631,70838,280.0
3247677469,bam,,,2016-09-13 12:22:49.124275,slurm_multi,1473770065.0,0,,6.0,main_w4_handler2,2714516,13841074,False,,8063849,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c9ec1b8014352f6'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,0.0,2150570000,specific,1.0,1x,32.0,,32929568.0,1473769388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 12:34:27.143183,84889,677.0
532211012,bam,,,2016-09-13 13:25:42.592316,slurm_multi,1473773708.0,0,,6.0,main_w3_handler2,2818927,13841484,False,,8064264,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e529b556c657e551'}]",,"""25""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,32934791.0,1473773517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 13:35:09.448987,50137,191.0
319375130,bam,,,2016-09-13 13:26:04.438337,slurm_multi,1473775562.0,0,,6.0,main_w4_handler2,2818927,13841490,False,,8064355,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6dda5d11da0a030'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,32934791.0,1473775470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 14:06:05.550280,50137,92.0
603283821,bam,,,2016-07-01 09:21:29.362591,slurm_multi,1467365216.0,0,,6.0,main_w1_handler2,2394446,13304395,False,,7506032,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,2.0,custom,150,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e397b29e7de7cb0'}]",,"""25""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,29911499.0,1467364921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 09:26:59.045210,64365,295.0
532211012,bam,,,2016-09-13 14:42:44.330931,slurm_multi,1473785039.0,0,,6.0,main_w3_handler2,2818927,13842066,False,,8064958,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e529b556c657e551'}]",,"""25""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,32934791.0,1473784890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 16:44:02.662385,50137,149.0
3448990220,bam,,,2016-07-01 09:31:22.141458,slurm_multi,1467365700.0,0,,6.0,main_w2_handler2,2745629,13304554,False,,7506178,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,forward,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e56797175c79925'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,31042077.0,1467365513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 09:35:04.545147,57792,187.0
3448990220,bam,,,2016-07-01 09:31:40.789078,slurm_multi,1467365902.0,0,,6.0,main_w2_handler2,2745629,13304557,False,,7506221,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,reverse,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e56797175c79925'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,31042077.0,1467365746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 09:38:24.675504,57792,156.0
551344183,bam,,,2016-07-01 09:22:03.130972,slurm_multi,1467366951.0,0,,6.0,main_w1_handler2,2394446,13304407,False,,7506367,slurm,,132112168.0,corral-repl,,0,no,,"""43124ae43f6d11e6bb12005056a51846""",false,1,false,2.0,custom,150,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510dd8d7b6a888498'}]",,"""25""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,29911499.0,1467366722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 09:55:56.177252,64365,229.0
3179109082,bam,,,2016-07-01 09:57:42.254881,slurm_multi,1467367648.0,0,,6.0,main_w1_handler2,2017201,13304691,False,,7506396,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f298ffc20c0e1f9'}]",,"""50""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,31219447.0,1467367114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-01 10:07:30.732489,52106,534.0
319375130,bam,,,2016-09-13 14:43:23.012961,slurm_multi,1473797931.0,0,,6.0,main_w3_handler2,2818927,13842075,False,,8066018,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6dda5d11da0a030'}]",,"""25""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,32934791.0,1473797780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 20:19:03.143218,50137,151.0
2314228730,bam,,,2016-09-13 17:36:45.826514,slurm_multi,1473799952.0,0,,6.0,main_w3_handler2,2531191,13843750,False,,8066445,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537a91cf2e9d862db'}]",,"""1""","""/galaxy-repl/main/files/014/978/dataset_14978812.dat""","""Arabidopsis_v1""","""bigwig""","""""",1,,,,,no,32.0,,31532520.0,1473799307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-09-13 20:52:35.443102,73455,645.0
1799145886,bam,,,2016-07-02 00:41:32.918006,slurm_multi,1467422066.0,0,,6.0,main_w1_handler2,2754559,13310620,False,,7512436,slurm,,132112168.0,corral-repl,,0,no,,,,0,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558de3d9996602151'}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",1,,,,,no,32.0,,31224467.0,1467421535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-02 01:14:27.788119,82756,531.0
71680838,bam,,,2016-10-15 09:49:34.759128,slurm_multi,1476525578.0,0,,6.0,main_w3_handler2,2854790,14087911,False,,8304509,slurm,,132112168.0,corral-repl,,0,no,,"""a9fc484892bc11e6a217005056a52a46""",false,1,false,2.0,custom,150,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a7692391abd73cc'}]",,"""25""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",0,,,,1.0,rpkm,32.0,,33421564.0,1476525470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-10-15 09:59:48.068787,64365,108.0
1856150918,bam,,,2016-07-02 15:22:58.046079,slurm_multi,1467473366.0,0,,6.0,main_w2_handler2,2745629,13313635,False,,7517308,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514f4db8c28f9fcbc'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,31042077.0,1467473229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-02 15:29:34.444797,57792,137.0
3448990220,bam,,,2016-07-02 15:22:17.100985,slurm_multi,1467473202.0,0,,6.0,main_w2_handler2,2745629,13313633,False,,7517296,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e56797175c79925'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,31042077.0,1467472988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-02 15:26:48.185453,57792,214.0
1310676602,bam,,,2016-07-02 19:10:23.700758,slurm_multi,1467486768.0,0,,6.0,main_w1_handler2,2745629,13314249,False,,7517935,slurm,,132112168.0,corral-repl,,0,no,,,false,1,false,0.0,no,,no,false,,1,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5889bc5bee0d69b8d'}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bedgraph""","""""",2,1.0,,2150570000,1.0,1x,32.0,,31042077.0,1467486656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.3.0,2.2.3.0,,2016-07-02 19:12:52.428899,57792,112.0
