create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dgidb,parameters.family_wise,parameters.gt_filter,parameters.header,parameters.in,parameters.infile,parameters.infile.values,parameters.min_kindreds,parameters.q,parameters.region,parameters.sample_filter,parameters.show_families,parameters.show_samples,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-21 20:23:48.524107,slurm_normal,1511295837.0,0,,1.0,main_w4_handler0,3334444,17541434,False,181204992,gemini.sqlite,,11600784,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.HG002_NA24385_son <> HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 32459817}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,42162851.0,1511295832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-21 20:23:59.561269,116862.0,5.0
2017-11-28 19:09:11.912072,slurm_normal,1511896161.0,0,,1.0,main_w3_handler1,3343394,17625186,False,181209088,gemini.sqlite,,11685855,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32596901}]","""1""","""SELECT count(*) FROM variants WHERE in_dbsnp == 0""","""""","""""","""false""","""false""",32.0,,42158153.0,1511896155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-28 19:09:23.588798,,6.0
2017-11-29 04:00:22.276518,slurm_normal,1511928033.0,0,,1.0,main_w4_handler1,3344245,17629483,False,181209088,gemini.sqlite,,11689980,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32603737}]","""1""","""SELECT rs_ids, aaf_esp_ea, impact, clinvar_disease_name, clinvar_sig FROM variants WHERE filter is NULL and gene = 'POLRMT'""","""""","""""","""false""","""false""",32.0,,42318121.0,1511928028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-29 04:00:35.339252,110600.0,5.0
2017-11-29 04:01:07.496227,slurm_normal,1511928075.0,0,,1.0,main_w4_handler0,3344245,17629486,False,181209088,gemini.sqlite,,11689985,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.HG002_NA24385_son <> HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 32603737}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,42318121.0,1511928071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-29 04:01:17.091698,110600.0,4.0
2017-11-29 04:01:45.841880,slurm_normal,1511928115.0,0,,1.0,main_w4_handler0,3344245,17629489,False,181209088,gemini.sqlite,,11689987,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types.HG002_NA24385_son <> HOM_REF AND gt_types.HG003_NA24149_father <> HOM_REF)""","""false""","""all""",,"[{'src': 'hda', 'id': 32603737}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,42318121.0,1511928111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-29 04:01:57.055395,110600.0,4.0
2017-11-29 04:02:29.034693,slurm_normal,1511928157.0,0,,1.0,main_w4_handler1,3344245,17629490,False,181209088,gemini.sqlite,,11689989,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types.HG002_NA24385_son <> HOM_REF AND gt_types.HG003_NA24149_father <> HOM_REF)""","""false""","""all""",,"[{'src': 'hda', 'id': 32603737}]","""1""","""SELECT gts.HG002_NA24385_son, gts.HG003_NA24149_father from variants""","""""","""""","""false""","""false""",32.0,,42318121.0,1511928152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-29 04:02:39.066407,110600.0,5.0
2017-11-29 04:03:11.867850,slurm_normal,1511928201.0,0,,1.0,main_w4_handler0,3344245,17629494,False,181209088,gemini.sqlite,,11689995,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types).(*).(==HET).(all)""","""false""","""all""",,"[{'src': 'hda', 'id': 32603737}]","""1""","""SELECT chrom, start, end, ref, alt, gene, impact, (gts).(*) FROM variants""","""""","""""","""false""","""false""",32.0,,42318121.0,1511928196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-29 04:03:23.373610,110600.0,5.0
2017-11-29 04:04:21.719409,slurm_normal,1511928270.0,0,,1.0,main_w4_handler0,3344245,17629497,False,181209088,gemini.sqlite,,11689999,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types).(*).(==HET).(all)""","""false""","""all""",,"[{'src': 'hda', 'id': 32603737}]","""1""","""SELECT chrom, start, end, ref, alt, gene, impact, (gts).(*) FROM variants""","""""","""""","""false""","""false""",32.0,,42318121.0,1511928266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-29 04:04:31.692870,110600.0,4.0
2017-11-29 03:57:44.427711,slurm_normal,1511927874.0,0,,1.0,main_w3_handler1,3344245,17629464,False,181209088,gemini.sqlite,,11689955,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32603737}]","""1""","""SELECT count(*) FROM variants WHERE in_dbsnp == 0""","""""","""""","""false""","""false""",32.0,,42318121.0,1511927868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-11-29 03:57:55.396374,110600.0,6.0
2017-12-03 22:33:50.817768,slurm_normal,1512340445.0,0,,1.0,main_w4_handler1,3351285,17684675,False,181204992,gemini.sqlite,,11749150,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32709158}]","""1""","""SELECT count(*) FROM variants WHERE in_dbsnp == 0""","""""","""""","""false""","""false""",32.0,,40942009.0,1512340440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-03 22:34:07.506459,110993.0,5.0
2017-12-03 22:38:18.433495,slurm_normal,1512340710.0,0,,1.0,main_w4_handler1,3351285,17684690,False,181204992,gemini.sqlite,,11749166,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32709158}]","""1""","""SELECT rs_ids, aaf_esp_ea, impact, clinvar_disease_name, clinvar_sig FROM variants WHERE filter is NULL and gene = 'POLRMT'""","""""","""""","""false""","""false""",32.0,,40942009.0,1512340706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-03 22:38:32.750182,110993.0,4.0
2017-12-03 22:42:39.008925,slurm_normal,1512340971.0,0,,1.0,main_w3_handler0,3351285,17684700,False,181204992,gemini.sqlite,,11749178,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""",""" (gt_types.HG002_NA24385_son <> HOM_REF AND gt_types.HG003_NA24149_father <> HOM_REF)""","""false""","""all""",,"[{'src': 'hda', 'id': 32709158}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,40942009.0,1512340966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-03 22:42:53.240870,110993.0,5.0
2017-12-03 22:39:38.250898,slurm_normal,1512340794.0,0,,1.0,main_w4_handler0,3351285,17684695,False,181204992,gemini.sqlite,,11749171,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.HG002_NA24385_son <> HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 32709158}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,40942009.0,1512340788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-03 22:39:56.761424,110993.0,6.0
2017-12-03 22:35:24.585640,slurm_normal,1512340535.0,0,,1.0,main_w4_handler0,3351285,17684680,False,181204992,gemini.sqlite,,11749155,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32709158}]","""1""","""SELECT * FROM variants WHERE filter is NULL and gene = 'POLRMT'""","""""","""""","""false""","""false""",32.0,,40942009.0,1512340531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-03 22:35:37.825749,110993.0,4.0
2017-12-03 22:43:50.120100,slurm_normal,1512341044.0,0,,1.0,main_w4_handler0,3351285,17684702,False,181204992,gemini.sqlite,,11749180,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types.HG002_NA24385_son <> HOM_REF AND gt_types.HG003_NA24149_father <> HOM_REF)""","""false""","""all""",,"[{'src': 'hda', 'id': 32709158}]","""1""","""SELECT gts.HG002_NA24385_son, gts.HG003_NA24149_father from variants""","""""","""""","""false""","""false""",32.0,,40942009.0,1512341039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-03 22:44:06.291887,110993.0,5.0
2017-12-03 23:21:57.949433,slurm_normal,1512343332.0,0,,1.0,main_w3_handler0,3351285,17684814,False,181204992,gemini.sqlite,,11749301,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types).(*).(==HET).(all)""","""false""","""all""",,"[{'src': 'hda', 'id': 32709158}]","""1""","""SELECT chrom, start, end, ref, alt, gene, impact, (gts).(*) FROM variants""","""""","""""","""false""","""false""",32.0,,40942009.0,1512343327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-03 23:22:14.383479,110993.0,5.0
2017-12-04 13:25:31.599371,slurm_normal,1512393943.0,0,,1.0,main_w4_handler0,3351661,17689991,False,181204992,gemini.sqlite,,11754459,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types.HG002_NA24385_son <> HOM_REF AND gt_types.HG003_NA24149_father <> HOM_REF)""","""false""","""all""",,"[{'src': 'hda', 'id': 32716973}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,42427706.0,1512393939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-04 13:25:46.138706,112039.0,4.0
2017-12-04 13:24:29.603186,slurm_normal,1512393882.0,0,,1.0,main_w4_handler0,3351661,17689977,False,181204992,gemini.sqlite,,11754433,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.HG002_NA24385_son <> HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 32716973}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,42427706.0,1512393878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-04 13:24:44.273598,112039.0,4.0
2017-12-04 13:26:24.676139,slurm_normal,1512394000.0,0,,1.0,main_w3_handler1,3351661,17690005,False,181204992,gemini.sqlite,,11754473,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types.HG002_NA24385_son <> HOM_REF AND gt_types.HG003_NA24149_father <> HOM_REF)""","""false""","""all""",,"[{'src': 'hda', 'id': 32716973}]","""1""","""SELECT gts.HG002_NA24385_son, gts.HG003_NA24149_father from variants""","""""","""""","""false""","""false""",32.0,,42427706.0,1512393995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-04 13:26:42.375210,112039.0,5.0
2017-12-04 13:23:39.456658,slurm_normal,1512393832.0,0,,1.0,main_w4_handler1,3351661,17689944,False,181204992,gemini.sqlite,,11754419,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32716973}]","""1""","""SELECT rs_ids, aaf_esp_ea, impact, clinvar_disease_name, clinvar_sig FROM variants WHERE filter is NULL and gene = 'POLRMT'""","""""","""""","""false""","""false""",32.0,,42427706.0,1512393827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-04 13:23:53.883574,112039.0,5.0
2017-12-04 13:22:35.005118,slurm_normal,1512393767.0,0,,1.0,main_w3_handler1,3351661,17689935,False,181204992,gemini.sqlite,,11754411,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32716973}]","""1""","""SELECT count(*) FROM variants WHERE in_dbsnp == 0""","""""","""""","""false""","""false""",32.0,,42427706.0,1512393762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-04 13:22:50.336603,112039.0,5.0
2017-12-04 13:23:06.513247,slurm_normal,1512393797.0,0,,1.0,main_w3_handler0,3351661,17689939,False,181204992,gemini.sqlite,,11754415,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 32716973}]","""1""","""SELECT * FROM variants WHERE filter is NULL and gene = 'POLRMT'""","""""","""""","""false""","""false""",32.0,,42427706.0,1512393793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-12-04 13:23:18.971316,112039.0,4.0
2018-01-24 18:22:31.534880,slurm_normal,1516818163.0,0,,1.0,main_w3_handler1,3400803,18146668,False,181209088,gemini.sqlite,,12227281,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33481049}]","""1""","""SELECT rs_ids, aaf_esp_ea, impact, clinvar_disease_name, clinvar_sig FROM variants WHERE filter is NULL and gene = 'POLRMT'""","""""","""""","""false""","""false""",32.0,,43324538.0,1516818158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-01-24 18:22:44.576513,87699.0,5.0
2018-01-24 18:21:37.285116,slurm_normal,1516818113.0,0,,1.0,main_w4_handler0,3400803,18146653,False,181209088,gemini.sqlite,,12227265,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33481049}]","""1""","""SELECT count(*) FROM variants WHERE in_dbsnp == 0""","""""","""""","""false""","""false""",32.0,,43324538.0,1516818107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-01-24 18:21:54.905019,87699.0,6.0
2018-01-27 17:02:51.784646,slurm_normal,1517072585.0,0,,1.0,main_w4_handler1,3400803,18175865,False,181209088,gemini.sqlite,,12257569,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33481049}]","""1""","""SELECT gts.HG002_NA24385_son, gts.HG003_NA24149_father from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1517072578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-01-27 17:03:07.150197,87699.0,7.0
2018-01-27 17:08:08.711533,slurm_normal,1517072904.0,0,,1.0,main_w3_handler1,3400803,18175884,False,181209088,gemini.sqlite,,12257595,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33481049}]","""1""","""SELECT *, gts.HG002_NA24385_son, gts.HG003_NA24149_father from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1517072898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-01-27 17:08:25.528729,87699.0,6.0
2018-01-27 18:49:34.710920,slurm_normal,1517078989.0,0,,1.0,main_w4_handler0,3400803,18176249,False,181209088,gemini.sqlite,,12257971,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33481049}]","""1""","""SELECT gts.HG004_NA24143_mother from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1517078982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-01-27 18:49:50.586642,87699.0,7.0
2018-01-29 22:19:36.611009,slurm_normal,1517264391.0,0,,1.0,main_w4_handler0,3409652,18194304,False,181204992,gemini.sqlite,,12275007,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33561680}]","""1""","""SELECT count(*) FROM variants WHERE in_dbsnp == 0""","""""","""""","""false""","""false""",32.0,,43461385.0,1517264386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-01-29 22:19:53.296039,119875.0,5.0
2018-02-05 11:46:00.027628,slurm_normal,1517831174.0,0,,1.0,main_w3_handler0,3400803,18257092,False,181209088,gemini.sqlite,,12338789,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33481049}]","""1""","""SELECT *, gts.HG002_NA24385_son, gts.HG003_NA24149_father, gts.HG004_NA24143_mother from variants""","""""","""""","""false""","""false""",32.0,,43682456.0,1517831169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-05 11:46:16.986055,87699.0,5.0
2018-02-05 18:48:06.803142,slurm_normal,1517856509.0,0,,1.0,main_w3_handler1,3400803,18261304,False,181209088,gemini.sqlite,,12342735,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.HG002_NA24385_son <> HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 33481049}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1517856500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-05 18:48:31.781813,87699.0,9.0
2018-02-08 00:28:16.811286,slurm_normal,1518049716.0,0,7680.0,1.0,main_w3_handler1,3421343,18305184,False,199737344,gemini.sqlite,,12388930,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33739609}]","""1""","""SELECT gts.Coriell-NA12880_R, gts.Coriell-NA12878_R, gts.Coriell-NA12877_R, * from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1518049705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 00:28:38.426819,87699.0,11.0
2018-02-08 00:36:18.467921,slurm_normal,1518050197.0,0,7680.0,1.0,main_w3_handler1,3421343,18305256,False,199737344,gemini.sqlite,,12388972,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33739609}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1518050187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 00:36:40.548556,87699.0,10.0
2018-02-08 00:18:16.634829,slurm_normal,1518049112.0,0,7680.0,1.0,main_w3_handler1,3421343,18305139,False,199737344,gemini.sqlite,,12388872,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.Coriell-NA12880_R <> HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 33739609}]","""1""","""SELECT * from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1518049103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 00:18:34.483698,87699.0,9.0
2018-02-08 00:45:02.754606,slurm_normal,1518050713.0,0,7680.0,1.0,main_w4_handler0,3421343,18305305,False,199737344,gemini.sqlite,,12389033,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.Coriell-NA12880_R <> HOM_REF and gt_types.Coriell-NA12878_R == HOM_REF and gt_types.Coriell-NA12877_R == HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 33739609}]","""1""","""SELECT *, gts.Coriell-NA12880_R, gts.Coriell-NA12878_R, gts.Coriell-NA12877_R from variants""","""""","""""","""false""","""false""",32.0,,43324538.0,1518050708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 00:45:14.386829,87699.0,5.0
2018-02-08 01:11:15.000179,slurm_normal,1518054024.0,0,7680.0,1.0,main_w3_handler0,3421441,18305544,False,199737344,gemini.sqlite,,12389441,slurm,,132112168.0,corral-repl,,"""eea9ce040c6c11e8b2c9005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.Coriell-NA12880_R <> HOM_REF""","""false""","""all""",,"[{'src': 'hda', 'id': 33740342}]","""1""","""SELECT *, gts.Coriell-NA12880_R, gts.Coriell-NA12878_R, gts.Coriell-NA12877_R from variants""","""""","""""","""false""","""false""",32.0,,,1518054015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 01:40:26.538713,87699.0,9.0
2018-02-08 01:11:15.338403,slurm_normal,1518054022.0,0,7680.0,1.0,main_w4_handler0,3421441,18305545,False,199737344,gemini.sqlite,,12389443,slurm,,132112168.0,corral-repl,,"""eea9ce040c6c11e8b2c9005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""gt_types.Coriell-NA12880_R <> HOM_REF and gt_types.Coriell-NA12878_R ==HET and gt_types.Coriell-NA12877_R ==HET ""","""false""","""all""",,"[{'src': 'hda', 'id': 33740342}]","""1""","""SELECT gts.Coriell-NA12880_R, gts.Coriell-NA12878_R, gts.Coriell-NA12877_R, * from variants""","""""","""""","""false""","""false""",32.0,,,1518054018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 01:40:23.890255,87699.0,4.0
2018-02-08 09:58:41.191740,slurm_normal,1518083934.0,0,7680.0,1.0,main_w3_handler0,3421819,18308551,False,181204992,gemini.sqlite,,12392299,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""false""","""all""",,"[{'src': 'hda', 'id': 33744949}]","""1""","""SELECT count(*) FROM variants WHERE in_dbsnp == 0""","""""","""""","""false""","""false""",32.0,,43712752.0,1518083930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 09:58:58.865265,121082.0,4.0
2018-02-08 10:02:52.985654,slurm_normal,1518084184.0,0,7680.0,1.0,main_w4_handler0,3421819,18308580,False,181204992,gemini.sqlite,,12392326,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""(gt_types.HG002_NA24385_son <> HOM_REF AND gt_types.HG003_NA24149_father <> HOM_REF)""","""false""","""all""",,"[{'src': 'hda', 'id': 33744949}]","""1""","""SELECT gts.HG002_NA24385_son, gts.HG003_NA24149_father from variants""","""""","""""","""false""","""false""",32.0,,43712752.0,1518084181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2018-02-08 10:03:05.873936,121082.0,3.0
