toolid,num_instances,median_runtime,mean_runtime,std_runtime,90_perc_runtime,99_perc_runtime
toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1939,657.6451779267663,8.0,5368.755651984296,171.4000000000001,18685.13999999987
toolshed.g2.bx.psu.edu/repos/gregory-minevich/ems_variant_density_mapping/ems_variant_density_mapping/1.0.0,1936,19.12086776859504,6.0,116.61831050342371,15.0,211.65000000000373
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.56.0,1931,420.4386328327292,94.0,762.3523927384139,1333.0,3625.5000000000055
toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,1920,2177.157291666667,1618.5,2219.0851131008903,4834.700000000001,9871.569999999994
toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,1890,140.77883597883599,21.0,387.8139241759823,341.0,1528.2199999999998
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1887,574.057763645999,118.0,1989.0635309008046,1202.8000000000002,7384.539999999992
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_multijoin_tool/1.0.0,1866,10.753483386923902,6.0,21.58142635997035,16.0,106.0
toolshed.g2.bx.psu.edu/repos/devteam/cuffnorm/cuffnorm/2.2.1.1,1863,3668.8352120236177,895.0,10340.297395111007,7345.400000000001,44566.83999999965
toolshed.g2.bx.psu.edu/repos/anton/vcffilter/vcffilter/0.0.2,1858,38.21528525296017,5.0,388.765351584087,45.0,444.72000000000025
toolshed.g2.bx.psu.edu/repos/devteam/xy_plot/XY_Plot_1/1.0.1,1857,9.154550350026925,5.0,20.990487429468928,12.0,113.0
toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,1843,3401.8350515463917,70.0,9949.605345319429,9976.999999999998,54053.63999999984
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1824,13.77796052631579,4.0,49.19879783267635,20.0,176.07999999999993
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_converter/cshl_fastq_quality_converter/1.0.0,1822,187.87650933040615,21.0,416.5960734584246,626.5000000000005,2026.329999999999
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,1800,12.417777777777777,5.0,104.76799809456197,9.0,98.17999999999984
toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1798,18.4293659621802,7.0,66.52269594617498,22.0,222.56999999999948
toolshed.g2.bx.psu.edu/repos/gregory-minevich/snp_mapping_using_wgs/snp_mapping_using_wgs/1.0.0,1776,40.016328828828826,30.0,63.66058999989419,67.0,294.75
CONVERTER_fasta_to_2bit,1775,16.770704225352112,5.0,34.982486169053914,42.0,193.81999999999994
CONVERTER_sam_to_bigwig_0,1771,272.84528514963296,83.0,528.3259563591267,743.0,2509.399999999998
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,1763,1012.7759500850823,14.0,6447.916128561613,353.39999999999964,31814.73999999929
CONVERTER_vcf_to_bgzip_0,1745,188.2022922636103,5.0,1489.6030533823832,58.600000000000136,3502.3999999999937
toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,1743,236.27079747561675,109.0,458.6987398876382,546.0,1940.7999999999993
toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3,1711,26.68322618351841,7.0,95.80232544453088,34.0,422.8000000000002
toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1704,382.65903755868544,28.0,1063.5316826445455,1085.000000000001,4792.590000000004
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1694,210.09208972845337,21.0,937.9909685485038,443.0,2994.189999999999
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.22.0,1676,245.9791169451074,106.5,426.6120221865359,601.5,1719.25
toolshed.g2.bx.psu.edu/repos/devteam/fastx_renamer/cshl_fastx_renamer/0.0.11,1669,197.85200718993408,13.0,733.0048380422811,421.20000000000005,3142.159999999986
toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.5,1650,67.70666666666666,39.0,117.83931054174971,136.0,568.51
toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,1619,66.29400864731316,42.0,76.7412539432902,130.20000000000005,326.27999999999975
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,1608,121.8544776119403,29.0,480.03147710247663,184.19999999999982,2313.860000000013
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/freebayes-0.9.14,1601,1685.9138038725796,338.0,5143.110518214205,3271.0,21301.0
toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,1597,54.2222917971196,6.0,350.28332435660326,71.0,1144.3999999999996
toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,1563,19.8170185540627,7.0,63.42079288456247,35.0,268.2799999999993
toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.36.1.0,1554,643.8629343629343,11.0,5082.279894858972,476.00000000000045,13207.780000000013
toolshed.g2.bx.psu.edu/repos/devteam/t2t_report/t2t_report/1.0.0,1505,11.308305647840532,5.0,33.89624487082142,18.0,124.96000000000004
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,1494,907.3326639892905,344.0,2789.86587333566,1837.2000000000003,6916.479999999977
toolshed.g2.bx.psu.edu/repos/devteam/fasta_concatenate_by_species/fasta_concatenate0/0.0.0,1493,35.07099799062291,6.0,495.331056512429,24.0,232.07999999999993
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.26.0.0,1488,129.7983870967742,8.0,1715.4686466238652,29.0,1530.849999999971
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.26.0.0,1485,5.141414141414141,4.0,7.085837923423286,6.0,30.160000000000082
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1474,58.83378561736771,11.0,307.8193524659061,63.700000000000045,1137.1299999999997
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1471,15.785180149558125,6.0,77.72241780337393,17.0,151.79999999999882
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,1455,104.79175257731958,10.0,864.0812773415204,71.0,1898.3600000000042
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1445,116.9681660899654,48.0,158.68257076843307,297.0,706.7199999999993
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,1440,2311.745138888889,1178.5,2795.6519669671347,5862.000000000005,12915.469999999987
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.4.0,1431,855.5192173305381,315.0,1487.3043262547749,2255.0,6376.1
toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,1417,66.2258292166549,30.0,127.43856871315391,142.4000000000001,544.0399999999995
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cusp17/5.0.0,1410,14.111347517730497,5.0,37.34035351080754,22.0,174.5500000000004
Interval2Maf_pairwise1,1399,256.85989992852035,14.0,1205.3988567358185,306.4000000000001,6217.259999999998
toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,1390,26.721582733812948,4.0,340.76010961617635,14.0,237.199999999998
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,1379,12.105148658448151,5.0,46.42683706529203,16.0,106.22000000000003
Sff_extractor,1376,32.64898255813954,11.5,78.31075374232667,68.0,280.0
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,1368,12.12719298245614,4.0,48.39693434659409,18.0,155.32999999999993
toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.0,1351,18.06661732050333,10.0,29.44818430472921,37.0,145.5
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1344,407.8497023809524,19.0,996.4136949115104,1643.1000000000001,4330.259999999998
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,1334,475.643928035982,44.5,2219.9500639588678,1029.6000000000008,5348.3300000000145
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,1327,22.096458176337602,7.0,53.91673971535655,51.0,260.72000000000025
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1326,10.917797888386124,5.0,27.95125190391481,18.5,97.25
wiggle2simple1,1323,223.11866969009827,23.0,629.199438741967,755.5999999999999,2069.7599999999975
toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1322,138.36006051437215,7.0,1603.0398239665494,69.80000000000018,422.52999999999975
Extract_features1,1302,15.2357910906298,6.0,46.63784797838242,22.90000000000009,141.97000000000003
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: extractfeat34/5.0.0,1301,9.608762490392007,4.0,33.08636554078071,15.0,96.0
toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1277,8.555990602975724,4.0,25.577181228315965,12.0,85.20000000000005
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.5.0.0,1272,2689.74606918239,157.0,9217.556404151475,5822.900000000005,38771.29999999996
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,1252,143.8817891373802,23.0,388.3520085924259,367.8000000000002,1673.8000000000002
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1246,26.02166934189406,8.0,80.10047112119607,43.0,286.0499999999995
toolshed.g2.bx.psu.edu/repos/devteam/correlation/cor2/1.0.0,1235,43.57570850202429,7.0,358.33341236556305,47.600000000000136,414.6000000000008
toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1234,21.46353322528363,6.0,98.55424835805012,37.0,167.67000000000007
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: revseq82/5.0.0,1225,19.493877551020407,5.0,83.132071688392,32.0,244.4399999999996
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.5.0.0,1216,706.030427631579,86.0,3371.5681679312897,827.5,14149.949999999997
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1213,12.194558944765046,6.0,61.43777933361848,16.0,87.63999999999965
CONVERTER_vcf_to_tabix_0,1212,9.202145214521453,4.0,31.256133659619703,10.0,116.5600000000004
toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1205,53.67551867219917,9.0,334.6820131707617,47.0,1188.0
toolshed.g2.bx.psu.edu/repos/devteam/t2ps/Draw_phylogram/1.0.0,1202,16.353577371048253,5.0,53.33632256970888,23.0,195.95000000000005
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,1199,28.568807339449542,6.0,223.08725108611057,35.0,342.5199999999995
toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/1.9.7.0,1197,1268.747702589808,85.0,5643.05659555534,1528.200000000004,31885.15999999999
toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1197,73.61069340016708,9.0,342.6628175154538,150.0,1299.9199999999983
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,1197,319.3467000835422,101.0,1014.5971040490424,296.40000000000055,5996.399999999997
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1187,5.71524852569503,4.0,7.945204096156534,7.0,36.1400000000001
toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1185,1462.4767932489451,131.0,6469.72562962643,1208.8000000000018,26497.0
toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1179,31.46225614927905,6.0,114.39610788610558,62.0,455.94000000000074
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,1177,173.56159728122344,71.0,1295.441347777189,243.0,609.7200000000005
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1170,253.39316239316238,36.0,499.5067260095121,771.6000000000008,2141.5699999999865
toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,1168,745.5719178082192,152.5,1493.4806599154465,2105.3,7288.529999999997
createInterval,1167,9.952013710368465,4.0,36.27346715139519,14.0,113.33999999999992
toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/0.0.2,1160,45.00689655172414,6.0,340.91033025449036,41.0,626.920000000001
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.1.1,1158,13.013816925734025,6.0,86.05510575431597,18.0,55.0
toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1,1155,173.86839826839827,51.0,650.1923032402333,398.0,1678.9400000000014
toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1151,135.98088618592527,7.0,537.461331737089,226.0,3079.0
CONVERTER_fasta_to_fai,1148,14.446864111498257,5.0,38.317670919790395,26.0,185.58999999999992
toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0,1143,277.48818897637796,107.0,1732.3311201886934,222.5999999999999,3748.279999999988
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepstats71/5.0.0,1142,10.812609457092819,4.0,49.84473613046521,12.0,131.07999999999902
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,1128,79.22163120567376,31.0,181.04671653731486,154.30000000000007,704.1100000000001
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,1126,633.48756660746,380.5,838.0918758046266,1459.0,3549.25
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.26.0.0,1120,7.575,5.0,22.27494334410349,10.0,51.85999999999967
CONVERTER_wiggle_to_interval_0,1111,173.44644464446444,24.0,502.4954489179917,535.0,1777.5000000000068
CONVERTER_interval_to_bgzip_0,1107,39.56007226738934,5.0,185.2423093146157,46.39999999999998,722.0800000000045
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1098,29.415300546448087,18.0,56.36410333621849,54.0,227.71999999999935
toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1097,498.0483135824977,19.0,3340.061300253633,553.3999999999999,10201.439999999979
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,1090,17.55504587155963,5.0,127.53089687488045,18.100000000000023,146.3299999999997
bed_to_bigBed,1088,43.54595588235294,5.0,167.04737607336216,93.30000000000007,533.6899999999985
toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_search/1.9.7.0,1084,1291.2426199261993,24.0,7160.380378351968,291.8000000000002,48851.470000000096
toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1081,194.3663274745606,6.0,1325.1306312035804,147.0,3854.600000000035
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,1077,1031.911792014856,97.0,3031.4919316124606,2153.0,17263.600000000006
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,1065,1238.150234741784,993.0,1343.0943252452723,2561.6000000000004,7159.959999999999
toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1062,627.8512241054614,73.0,2065.732064383533,910.3999999999999,12420.0
solid_qual_boxplot,1061,7.601319509896324,4.0,16.86959859474484,9.0,87.60000000000036
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,1060,37.26509433962264,7.0,590.6802471718116,37.0,208.23000000000025
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.1,1059,556.5646836638338,9.0,4523.974459428837,445.2000000000003,8675.920000000086
secure_hash_message_digest,1043,60.07382550335571,31.0,95.70844700774133,139.80000000000007,447.21999999999935
aggregate_scores_in_intervals2,1040,1578.4788461538462,34.5,5254.270775623881,1486.6000000000006,27207.299999999996
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20151222.0,1035,110.95169082125604,63.0,168.52248351837287,253.0,661.9399999999997
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.24.1,1025,24.97268292682927,5.0,131.18987921824905,34.0,277.79999999999995
toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,1023,35.007820136852395,6.0,447.2748730611392,35.0,224.6999999999996
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzzpro38/5.0.0,1021,7.340842311459354,4.0,19.600905013009772,11.0,58.0
toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,995,10.056281407035176,4.0,37.85409413654748,12.0,117.11999999999989
hgv_codingSnps,988,35.47267206477733,6.0,323.4093774030755,34.30000000000007,316.03999999999996
toolshed.g2.bx.psu.edu/repos/nick/sequence_content_trimmer/sequence_content_trimmer/0.1,969,226.71620227038184,27.0,1194.3686283592278,314.20000000000005,3484.9999999999936
ucsc_table_direct_archaea1,968,16.005165289256198,8.0,56.68854816854685,24.0,113.6500000000002
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.26.0.0,959,24.173096976016684,6.0,92.03652303255885,34.40000000000009,345.6799999999978
toolshed.g2.bx.psu.edu/repos/anton/vcfcombine/vcfcombine/0.0.2,957,23.145245559038663,4.0,111.72554355427039,29.399999999999977,441.39999999999645
toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,955,33.55183246073298,32.0,24.505811236815177,66.60000000000002,102.0
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace/1.1.1,951,8.532071503680337,5.0,17.89697921641461,11.0,79.0
toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,951,2202.1966351209253,130.0,9544.50854438957,3026.0,53123.5
toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.1,950,14.305263157894737,5.0,91.05562557049367,15.0,140.51
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,940,2551.5202127659572,787.0,4846.40751379755,6097.1,23272.190000000002
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,937,30.7854855923159,9.0,118.39160664569778,43.0,516.92
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.1.0.46-0,931,5661.72395273899,2892.0,10776.595471133132,10657.0,52130.10000000002
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.126.0,926,242.02267818574515,118.0,960.3075737709771,353.0,2097.5
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,926,154.12419006479482,86.5,205.1668502756866,399.0,886.25
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,922,12.22993492407809,5.0,58.10364820415346,13.0,131.89999999999964
toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,922,28.426247288503255,8.0,195.93306786882698,30.899999999999977,254.47999999999956
toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_contigs/1.27.0,912,6.155701754385965,5.0,7.225237081170331,8.0,34.11999999999989
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.24.0,911,47.521405049396265,7.0,161.17131467227196,78.0,901.6999999999961
toolshed.g2.bx.psu.edu/repos/devteam/vcfselectsamples/vcfselectsamples/1.0.0_rc1.0,895,380.09385474860335,7.0,1621.4479747452874,732.2000000000007,5436.779999999999
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,886,1676.0045146726861,461.0,5780.23403334204,2491.5,30437.39999999999
CONVERTER_interval_to_bigwig_0,874,47.17734553775744,14.0,129.7921217118626,108.10000000000014,483.50999999999976
toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.6.1,873,16.08820160366552,6.0,43.57244058493989,25.800000000000068,192.3199999999988
__IMPORT_HISTORY__,872,82.92201834862385,7.0,631.1329076107272,79.89999999999998,1317.0199999999913
CONVERTER_interval_to_tabix_0,872,9.696100917431192,4.0,23.163683191436725,15.0,112.57999999999993
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,861,17.469221835075494,13.0,13.850549245201622,30.0,81.19999999999993
toolshed.g2.bx.psu.edu/repos/devteam/fastq_manipulation/fastq_manipulation/1.0.1,861,656.7967479674796,41.0,2125.5325771550883,1553.0,7058.999999999991
toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset/4.0,853,30.427901524032826,7.0,67.0217084860171,66.80000000000007,344.32000000000016
toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.3,851,41.53701527614571,41.0,25.229897857590945,70.0,109.0
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.24.0,846,25.63593380614657,6.0,77.22673807754273,57.0,409.8499999999988
toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,846,42.24704491725768,6.0,209.7120916442104,29.0,785.55
toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,845,4756.506508875739,2299.0,7394.239229684066,11897.000000000002,30212.31999999987
toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,843,679.3309608540925,82.0,1729.8494458475843,1176.8000000000002,7445.8200000000015
toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,835,40.33173652694611,18.0,146.5149222189746,69.0,279.31999999999834
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,830,65.95421686746988,18.0,162.43958238527262,127.30000000000007,943.2500000000027
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,829,1501.5874547647768,670.0,2850.8431706614733,3036.000000000001,12181.48000000001
toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,825,61.835151515151516,8.0,267.8045530181299,89.40000000000009,976.559999999999
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,813,832.0184501845018,477.0,1160.1030873609861,2051.6000000000004,6652.52
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,811,1527.066584463625,389.0,4023.764114899277,3072.0,15501.999999999993
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.22.0,806,33.040942928039705,7.0,81.89699369483985,79.0,339.30000000000064
toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,798,205.30576441102758,7.0,1808.0191478210852,97.30000000000007,1142.9199999999328
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.1.1,797,2929.2383939774154,13.0,10380.721956592512,7345.5999999999985,43368.43999999991
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.22.1,788,20.14720812182741,5.0,51.74091113868287,47.0,235.64999999999998
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.2.3.0,779,149.13607188703466,28.0,845.9452217617688,204.60000000000014,2155.8000000000065
toolshed.g2.bx.psu.edu/repos/devteam/principal_component_analysis/pca1/1.0.2,778,21.394601542416453,9.0,44.77562907694471,40.30000000000007,253.19000000000096
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_contigs/mothur_make_contigs/1.36.1.0,778,411.1966580976864,102.5,1926.5900013619635,411.30000000000143,10359.190000000013
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.4.2,770,3232.6454545454544,390.0,6541.192667941188,10843.300000000001,32822.86
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,770,13.837662337662337,5.0,32.68764391554238,31.0,153.23999999999978
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,768,40.325520833333336,6.0,228.620295249545,50.30000000000007,463.24000000000115
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,763,70.54259501965925,40.0,81.57808173464092,160.0,393.52
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/2.7.1.0,760,338.41973684210524,17.0,886.6320957013289,1178.2000000000003,4398.069999999999
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.36.1.0,756,14.435185185185185,8.0,28.233928771478933,23.0,126.80000000000018
toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,749,36.50200267022697,16.0,51.263647550238495,73.20000000000005,245.67999999999984
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,744,832.8037634408602,312.5,2158.0806085471327,1705.8000000000015,6985.190000000033
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,743,80.91251682368775,42.0,112.91205051010104,170.80000000000007,569.0
toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.1,728,216.60302197802199,19.0,1299.9136826032682,128.30000000000007,6517.560000000001
toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1,725,51.648275862068964,14.0,101.02240678060981,148.0,502.79999999999995
toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.1,719,4366.876216968011,21.0,14571.044846134224,9798.2,72495.22000000006
toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.9.7.0,714,15.163865546218487,5.0,56.7718030940653,27.700000000000045,123.48000000000002
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,708,423.78954802259886,37.0,1880.1861382929435,817.200000000001,6106.939999999971
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_predictd/2.1.1.20160309.0,708,305.95338983050846,173.0,391.8900912907331,756.5000000000003,2323.2599999999957
toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,700,99.99,10.0,642.3371299052669,63.200000000000045,3238.789999999999
