chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile,parameters.singlePaired.__current_case__,parameters.singlePaired.input1,parameters.singlePaired.input1.values,parameters.singlePaired.input2,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-01-10 23:58:21.014461,roundup_multi,,116963244.0,gtf,main_w2_handler2,2170030,8526847,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12647934237,fastqsanger,12647934237.0,fastqsanger,2449470,slurm,,corral-repl,,,,,,"""8cdd6870992411e4a4c5005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,0.0,1.0,18176813.0,Yes,No,0.0,No,Yes,2,2,0,25,2,full,0,1,no,0,indexed,hg19female,,1,18176804.0,,18176807.0,,20,20,Yes,paired,,20330716,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-01-11 09:14:28.034587,57847,33367.020126
,,2015-11-04 04:19:51.611201,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2459205,10812964,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3974323768,fastqsanger,,,5068542,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",1,8,0.0,No,,,,No,1.0,,,No,1.0,15,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,1000,18,2,full,2,1,no,0,indexed,rn5,,0,21379403.0,,,,,,,single,,26086363,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-11-04 05:04:31.770973,14091,2680.159772
,,2018-01-21 17:10:38.884220,slurm_multi,,,,main_w4_handler2,3398565,18102008,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5515095523,fastqsanger,5515095523.0,fastqsanger,12182364,slurm,,corral-repl,,,,0.0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,0.0,0.0,,No,No,0.0,No,Yes,2,2,0,25,2,full,0,1,no,0,indexed,hg19female,,1,,"[{'src': 'hda', 'id': 33398499}]",,"[{'src': 'hda', 'id': 33398500}]",20,20,Yes,paired,,43312951,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2018-01-21 22:45:38.898107,120288,20100.013887
,,2014-11-29 22:43:32.543603,roundup_multi,,141985352.0,gtf,main_w2_handler2,2126389,8269661,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16142380637,fastqsanger,16264525557.0,fastqsanger,2139736,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17648800.0,Yes,No,0.0,No,Yes,3,3,1000,25,2,full,0,1,no,0,indexed,mm10,,1,17710272.0,,17708570.0,,100,80,Yes,paired,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-11-30 13:14:36.297927,40178,52263.754324
,,2014-12-21 10:13:05.635386,roundup_multi,,255739770.0,gtf,main_w2_handler2,2151664,8451853,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6710588591,fastqsanger,,,2357735,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18041202.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18040193.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 22:08:53.159087,54511,42947.523701000006
,,2014-12-04 08:22:33.309676,roundup_multi,,141985352.0,gtf,main_w2_handler2,2126389,8316515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14530703635,fastqsanger,13964949365.0,fastqsanger,2193824,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17648800.0,Yes,No,0.0,No,Yes,3,3,1000,25,2,full,0,1,no,0,indexed,mm10,,1,17710265.0,,17710266.0,,100,80,Yes,paired,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-04 16:39:57.981037,40178,29844.671361
,,2014-12-29 16:27:00.134395,roundup_multi,,,,main_w2_handler2,2155779,8476604,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3689227933,fastqsanger,3689227933.0,fastqsanger,2387397,slurm,,corral-repl,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,10,4,0.0,No,,,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,0,25,2,full,0,1,no,0,indexed,hg38,,1,18042619.0,,18042620.0,,20,20,Yes,paired,,19956143,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-29 19:23:16.200767,56038,10576.066372000001
,,2014-12-23 22:04:00.294942,roundup_multi,,,,main_w2_handler2,1123287,8462288,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11920030294,fastqsanger,11920030294.0,fastqsanger,2369887,slurm,,corral-repl,129503.0,fasta,,0.0,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,18058941.0,1,18058891.0,,18058928.0,,300,20,Yes,paired,,20067603,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-24 01:18:55.032385,25577,11694.737443
,,2014-11-22 22:00:20.153141,roundup_multi,,141985352.0,gtf,main_w2_handler2,2126389,8229854,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13618615023,fastqsanger,13088346203.0,fastqsanger,2093152,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17648800.0,Yes,No,0.0,No,Yes,3,3,1000,25,2,full,0,1,no,0,indexed,mm10,,1,17648809.0,,17648810.0,,100,80,Yes,paired,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-11-23 15:56:46.566739,40178,64586.41359800001
,,2015-01-07 14:55:45.348574,roundup_multi,,,,main_w2_handler2,1704036,8510047,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13435608703,fastqsanger,13435608703.0,fastqsanger,2428778,slurm,,corral-repl,14287.0,fasta,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,18131571.0,1,18130840.0,,18130841.0,,77,20,Yes,paired,,20369933,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-01-07 18:05:11.556771,38700,11366.208197
,,2014-12-21 01:31:50.011983,roundup_multi,,255739770.0,gtf,main_w2_handler2,2155182,8451322,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7229297709,fastqsanger,,,2356954,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18039154.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18040019.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 11:46:01.644026,40178,36851.632043000005
,,2014-12-01 12:29:43.511475,roundup_multi,,255739770.0,gtf,main_w2_handler2,2114215,8280057,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9508151031,fastqsanger,,,2150494,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17503335.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17508948.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-01 17:30:35.743174,40178,18052.231699
345.0,len,2014-12-22 03:54:24.710388,roundup_multi,,,,main_w2_handler2,1600936,8453426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3698051414,fastqsanger,3698051414.0,fastqsanger,2359066,slurm,,corral-repl,2708024895.0,fasta,,0.0,no,,"""/galaxy-repl/main/files/008/836/dataset_8836985.dat""","""?""",1,8,0.0,No,,,,No,0.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,0,25,2,full,0,1,no,1,history,,16381113.0,1,13994329.0,,13994330.0,,300,20,Yes,paired,,20071796,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-22 12:22:01.548894,23528,30456.838506000004
,,2015-03-02 02:32:38.046167,roundup_multi,,,,main_w2_handler2,2165299,8838813,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2660267005,fastqsanger,,,2964564,slurm,,corral-repl,2313383828.0,fasta,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,18137423.0,0,18277525.0,,,,,,,single,,20271581,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-03-02 10:51:42.911362,51343,29944.865195000002
,,2014-11-14 19:56:09.202673,roundup_multi,,,,main_w2_handler2,2066081,8169489,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17774455479,fastqsanger,,,2016023,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,panTro4,,0,17529147.0,,,,,,,single,,17470292,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-11-15 00:33:11.366445,53527,16622.163772
,,2014-12-15 22:24:46.254356,roundup_multi,,,,main_w2_handler2,2148373,8420929,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32176882222,fastqsanger,,,2320897,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,17946262.0,,,,,,,single,,20058557,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-16 04:36:24.888242,57442,22298.633886
,,2015-01-12 07:56:40.222197,roundup_multi,,,,main_w2_handler2,2164557,8530928,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20964628209,fastqsanger,,,2454620,slurm,,corral-repl,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,1.0,Yes,0.0,Yes,sensitive,No,0.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18181579.0,,,,,,,single,,17622473,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-01-12 12:24:51.516472,27929,16091.294275
,,2014-12-19 10:22:01.168877,roundup_multi,,255739770.0,gtf,main_w2_handler2,2152975,8444552,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6160155413,fastqsanger,,,2348299,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18026351.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18023119.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-19 14:31:31.217552,40178,14970.048675000002
,,2014-12-21 10:11:53.868854,roundup_multi,,255739770.0,gtf,main_w2_handler2,2151664,8451850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10500869756,fastqsanger,,,2357134,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18041202.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18040189.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 17:17:17.693730,54511,25523.824876000002
,,2014-12-18 17:56:49.989573,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8440984,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7635107528,fastqsanger,,,2350263,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990110.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-19 23:58:42.315345,54511,108112.32577200001
,,2014-12-16 20:30:05.092695,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8426044,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7635107528,fastqsanger,,,2331248,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990110.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-17 15:06:28.046527,54511,66982.953832
,,2014-11-29 22:42:23.757045,roundup_multi,,141985352.0,gtf,main_w2_handler2,2126389,8269656,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16321940091,fastqsanger,16321940091.0,fastqsanger,2138280,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17648800.0,Yes,No,0.0,No,Yes,3,3,1000,25,2,full,0,1,no,0,indexed,mm10,,1,17710261.0,,17710264.0,,100,80,Yes,paired,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-11-30 06:42:55.488176,40178,28831.731131
,,2014-12-18 17:58:50.914834,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8440995,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7277723658,fastqsanger,,,2352929,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990553.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-20 19:43:22.639420,54511,179071.724586
,,2014-12-19 23:42:07.492030,roundup_multi,,255739770.0,gtf,main_w2_handler2,2152975,8447487,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6520775602,fastqsanger,,,2351769,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18026351.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18023123.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-20 07:02:03.202154,40178,26395.710124
,,2015-01-12 16:56:58.449752,roundup_multi,,,,main_w2_handler2,2164557,8533615,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20964628209,fastqsanger,,,2457995,slurm,,corral-repl,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18181579.0,,,,,,,single,,17622473,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-01-12 21:48:09.610622,27929,17471.16087
,,2014-12-21 10:05:38.296001,roundup_multi,,255739770.0,gtf,main_w2_handler2,2155182,8451845,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9453097175,fastqsanger,,,2357131,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18039154.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18040017.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 15:49:52.460620,40178,20654.164619000003
,,2014-12-18 20:40:09.003840,roundup_multi,,255739770.0,gtf,main_w2_handler2,2152975,8442345,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7190783610,fastqsanger,,,2346997,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18026351.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18023122.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-19 10:06:42.654633,40178,48393.650793
,,2014-11-22 11:25:02.146172,roundup_multi,,255739770.0,gtf,main_w2_handler2,2114215,8227832,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9508151031,fastqsanger,,,2088481,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17503335.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17508948.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-11-22 16:17:39.374310,40178,17557.228138000002
,,2014-12-17 12:49:51.712018,roundup_multi,,255739770.0,gtf,main_w2_handler2,2114215,8431444,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9508151031,fastqsanger,,,2332504,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17503335.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17508948.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-17 18:24:44.450455,40178,20092.738437
,,2014-12-16 22:21:25.074682,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8427175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6795545994,fastqsanger,,,2337381,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990548.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-18 06:32:10.691039,54511,115845.616357
,,2014-12-21 01:30:20.640077,roundup_multi,,255739770.0,gtf,main_w2_handler2,2155182,8451319,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9453097175,fastqsanger,,,2356492,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18039154.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18040017.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 07:05:48.398020,40178,20127.757943
,,2015-11-03 21:35:51.124217,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2459205,10811265,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3974323768,fastqsanger,,,5066620,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",1,8,0.0,No,,,,No,1.0,,,No,1.0,10,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,1000,18,2,full,0,1,no,0,indexed,rn5,,0,21379403.0,,,,,,,single,,26008155,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-11-03 22:24:03.168762,14091,2892.044545
