chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,genomeFastaFiles,genomeFastaFiles_filetype,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.multi_bridges_compute_resource,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1|__identifier__,parameters.input2|__identifier__,parameters.output_params.__current_case__,parameters.output_params.outFilterIntronMotifs,parameters.output_params.outSAMattributes,parameters.output_params.outSAMstrandField,parameters.output_params.output_params2.__current_case__,parameters.output_params.output_params2.outFilterMatchNmin,parameters.output_params.output_params2.outFilterMatchNminOverLread,parameters.output_params.output_params2.outFilterMismatchNmax,parameters.output_params.output_params2.outFilterMismatchNoverLmax,parameters.output_params.output_params2.outFilterMismatchNoverReadLmax,parameters.output_params.output_params2.outFilterMultimapNmax,parameters.output_params.output_params2.outFilterMultimapScoreRange,parameters.output_params.output_params2.outFilterScoreMin,parameters.output_params.output_params2.outFilterScoreMinOverLread,parameters.output_params.output_params2.outFilterType,parameters.output_params.output_params2.outSAMmapqUnique,parameters.output_params.output_params2.outSAMprimaryFlag,parameters.output_params.output_params2.outSAMunmapped,parameters.output_params.output_params2.output_select2,parameters.output_params.output_select,parameters.params.__current_case__,parameters.params.align.alignEndsType,parameters.params.align.alignIntronMax,parameters.params.align.alignIntronMin,parameters.params.align.alignMatesGapMax,parameters.params.align.alignSJDBoverhangMin,parameters.params.align.alignSJoverhangMin,parameters.params.align.alignSplicedMateMapLmin,parameters.params.align.alignSplicedMateMapLminOverLmate,parameters.params.align.alignTranscriptsPerReadNmax,parameters.params.align.alignTranscriptsPerWindowNmax,parameters.params.align.alignWindowsPerReadNmax,parameters.params.chim.__current_case__,parameters.params.chim.chimJunctionOverhangMin,parameters.params.chim.chimScoreDropMax,parameters.params.chim.chimScoreJunctionNonGTAG,parameters.params.chim.chimScoreMin,parameters.params.chim.chimScoreSeparation,parameters.params.chim.chimSegmentMin,parameters.params.chim.chim_select,parameters.params.seed.seedMultimapNmax,parameters.params.seed.seedNoneLociPerWindow,parameters.params.seed.seedPerReadNmax,parameters.params.seed.seedPerWindowNmax,parameters.params.seed.seedSearchLmax,parameters.params.seed.seedSearchStartLmax,parameters.params.seed.seedSearchStartLmaxOverLread,parameters.params.settingsType,parameters.quantMode,parameters.refGenomeSource.GTFconditional.GTFselect,parameters.refGenomeSource.GTFconditional.__current_case__,parameters.refGenomeSource.GTFconditional.genomeDir,parameters.refGenomeSource.GTFconditional.sjdbGTFfile.values,parameters.refGenomeSource.GTFconditional.sjdbOverhang,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.geneSource,parameters.refGenomeSource.genomeFastaFiles.values,parameters.refGenomeSource.sjdbGTFfile.values,parameters.refGenomeSource.sjdbOverhang,parameters.singlePaired.__current_case__,parameters.singlePaired.input.values,parameters.singlePaired.input1.values,parameters.singlePaired.input2.values,parameters.singlePaired.sPaired,refGenomeSource|sjdbGTFfile,refGenomeSource|sjdbGTFfile_filetype,runner_name,session_id,sjdbGTFfile,sjdbGTFfile_filetype,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-27 00:47:42.974050,slurm_normal,,565767889.0,fasta,main_w3_handler1,3129042,15949787,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3720374857,fastqsanger,3720374857.0,fastqsanger,10048135.roundup,slurm,,corral-repl,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,2,false,10000,21,0,3,5,0,0.66,10000,100,10000,1.0,,,,,,,no,10000,10,1000,50,0,50,1.0,full,"""false""",,,,,,,,,,,1,,"[{'src': 'hda', 'id': 29789492}]","[{'src': 'hda', 'id': 29789494}]",paired,,,,38244258.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-05-27 00:49:47.727910,105583,124.75386
,,2018-02-22 22:48:46.400208,slurm_multi,,2007784636.0,fasta,main_w4_handler2,3330422,18490319,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",326046725,fasta,,,12585545,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,,,,,,0,,"[{'src': 'hda', 'id': 32392633}]",,single,,,,44100506.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-02-22 22:54:03.929286,116537,317.529078
,,2018-01-18 15:55:15.630931,slurm_multi,,2663108866.0,fasta,main_w3_handler2,3386745,18073099,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3412850335,fastq,,,12151633,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/oviAri1.len""","""oviAri1""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33371645}]","[{'src': 'hda', 'id': 33371110}]",100,0,,"[{'src': 'hda', 'id': 33354090}]",,single,,,,43098613.0,202973716.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-18 17:08:38.730018,67639,4403.0990870000005
,,2017-07-07 00:10:37.485168,slurm_multi,,2776387546.0,fasta,main_w4_handler2,3184530,16278135,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10433303,fastq.gz,,,10359946,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""P7457_1033_S33_L001_R1_001.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30340121}]","[{'src': 'hda', 'id': 30340083}]",100,0,,"[{'src': 'hda', 'id': 30340274}]",,single,,,,39142313.0,810616263.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-08 22:27:42.148374,108667,166624.663206
,,2017-06-13 17:12:16.946425,slurm_multi,,3151417447.0,fasta,main_w4_handler2,3128243,16092500,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2695037247,fastq,,,10181805,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30013861}]","[{'src': 'hda', 'id': 29786503}]",100,0,,"[{'src': 'hda', 'id': 30014509}]",,single,,,,38634592.0,1145229922.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-14 07:33:09.345287,106677,51652.398862
,,2018-01-18 21:17:26.932208,slurm_multi,,2451403139.0,fasta,main_w4_handler2,3171571,18076431,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12127636565,fastqsanger,12127636565.0,fastqsanger,12155060,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33367485}]","[{'src': 'hda', 'id': 33261396}]",100,1,,"[{'src': 'hda', 'id': 33239650}]","[{'src': 'hda', 'id': 33239651}]",paired,,,,43176893.0,107168991.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-18 22:02:15.026093,74146,2688.0938850000002
,,2017-07-14 12:06:20.151369,slurm_multi,,143580289.0,fasta,main_w3_handler2,3143381,16344573,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",900001,fastq,900001.0,fastq,10410105,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,,,,,,1,,"[{'src': 'hda', 'id': 30096742}]","[{'src': 'hda', 'id': 30096255}]",paired,,,,38499189.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-14 12:07:41.486717,107234,81.33534800000001
,,2017-06-02 07:31:19.433170,slurm_multi,,4914354351.0,fasta,main_w3_handler2,3137133,15997133,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3720303952,fastq,3720303952.0,fastq,10091616,slurm,,corral-repl,,0.0,no,,,"""6ce9c17a476511e7ac68005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,,,,,,1,,"[{'src': 'hda', 'id': 29833899}]","[{'src': 'hda', 'id': 29833900}]",paired,,,,,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-02 08:33:27.737733,42765,3728.304563
,,2017-06-06 04:54:31.181619,slurm_multi,,4914354351.0,fasta,main_w3_handler2,3141625,16022695,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8843894752,fastq,8843894752.0,fastq,10114435,slurm,,corral-repl,,0.0,no,,,"""38a5d9464a7411e78721005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,,,,,,1,,"[{'src': 'hda', 'id': 29885514}]","[{'src': 'hda', 'id': 29885515}]",paired,,,,,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-06 05:54:56.433897,42765,3625.2522780000004
,,2017-06-11 11:20:03.085486,slurm_multi,,4914354351.0,fasta,main_w4_handler2,3149308,16073936,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3790213981,fastq,3790213981.0,fastq,10161562,slurm,,corral-repl,,0.0,no,,,"""de445c024e9711e786dd005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,,,,,,1,,"[{'src': 'hda', 'id': 29833895}]","[{'src': 'hda', 'id': 29833896}]",paired,,,,,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-11 12:26:29.475196,42765,3986.3897100000004
,,2017-12-02 12:20:58.341964,slurm_multi,,,,main_w3_handler2,3341910,17674555,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11732773488,fastqsanger,11636730940.0,fastqsanger,11867349,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,2,false,0,21,0,3,5,0,0.66,1000,100,10000,1.0,,,,,,,no,10000,10,1000,50,0,50,1.0,full,"""true""",without-gtf,1.0,hg38,"[{'src': 'hda', 'id': 32679416}]",140,0.0,indexed,,,,2,"[{'src': 'dce', 'id': 1199797}]",,,paired_collection,1151947379.0,gtf,,42392435.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-12-13 16:25:55.677313,117374,965097.3353490001
,,2017-12-28 07:37:36.651687,slurm_multi,,,,main_w4_handler2,3365051,17907765,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17157144826,fastqsanger,17143764450.0,fastqsanger,11982612,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",without-gtf,1.0,hg38,"[{'src': 'hda', 'id': 32926528}]",100,0.0,indexed,,,,1,,"[{'src': 'hda', 'id': 32926526}]","[{'src': 'hda', 'id': 32926527}]",paired,238695801.0,gtf,,42769271.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-12-28 07:44:31.111336,86979,414.459649
,,2018-02-08 23:14:07.145976,slurm_multi,,3282540172.0,fasta,main_w4_handler2,3245337,18321950,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5123014902,fastqsanger,,,12414566,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33763307}]","[{'src': 'hda', 'id': 33763332}]",100,0,,"[{'src': 'hda', 'id': 33761638}]",,single,,,,43790869.0,1016645470.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-02-09 17:12:36.769673,111211,64709.623697
,,2017-07-07 00:09:42.473627,slurm_multi,,2776387546.0,fasta,main_w4_handler2,3184530,16278059,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22183926,fastq.gz,,,10356601,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""P7457_1069_S69_L002_R1_001.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30340121}]","[{'src': 'hda', 'id': 30340083}]",100,0,,"[{'src': 'hda', 'id': 30340504}]",,single,,,,39142313.0,810616263.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-07 20:43:19.453602,108667,74016.97997500001
,,2017-08-02 22:26:21.388969,slurm_multi,,2159520821.0,fasta,main_w3_handler2,2795552,16492797,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",74985395,fasta,74985395.0,fasta,10562302,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/turTru1.len""","""turTru1""",,,1,,,,,,,,,,,,,,,,,,,no,1,,,,,,,,,,,,,,,,,,,,,,,,,,,star_fusion,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30739556}]","[{'src': 'hda', 'id': 30739962}]",100,1,,"[{'src': 'hda', 'id': 30715511}]","[{'src': 'hda', 'id': 30715511}]",paired,,,,39636427.0,760112.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-08-02 22:30:28.771089,88676,247.38212000000001
,,2017-10-03 18:16:13.962041,slurm_multi,,1135805745.0,fasta,main_w4_handler2,2844033,17013245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",972898305,fastqsanger,,,11068394.roundup,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,,,,,,0,,"[{'src': 'hda', 'id': 31541203}]",,single,,,,41001936.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-10-03 18:21:46.029143,91670,332.06710200000003
,,2017-10-28 19:38:31.305466,slurm_multi,,3151425857.0,fasta,main_w4_handler2,3301425,17251053,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1788773740,fastqsanger.gz,1810785769.0,fastqsanger.gz,11311425,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 31930760}]","[{'src': 'hda', 'id': 31940687}]",100,2,"[{'src': 'dce', 'id': 1039513}]",,,paired_collection,,,,41597179.0,1113425834.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-10-28 22:06:09.325353,96255,8858.019887
,,2017-07-07 00:10:50.671982,slurm_multi,,2776387546.0,fasta,main_w4_handler2,3184530,16278154,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11532594,fastq.gz,,,10360750,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""P7457_1024_S24_L001_R1_001.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30340121}]","[{'src': 'hda', 'id': 30340083}]",100,0,,"[{'src': 'hda', 'id': 30340238}]",,single,,,,39142313.0,810616263.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-09 07:04:15.446812,108667,197604.77483
,,2018-02-12 19:46:51.021635,slurm_multi,,126620781.0,fasta,main_w4_handler2,3426515,18354920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14103051870,fastqsanger,,,12439771,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,,,,,,0,,"[{'src': 'hda', 'id': 33811279}]",,single,,,,43861143.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-02-12 19:48:35.297555,121821,104.27592000000001
,,2017-10-16 18:56:59.476047,slurm_multi,,2389114791.0,fasta,main_w3_handler2,3273263,17115929,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1380978119,fastqsanger,1316717052.0,fastqsanger,11173096.roundup,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/turTru1.len""","""turTru1""","""Dl-58-2_L001""","""Dl-58-2_L001""",1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 31685167}]","[{'src': 'hda', 'id': 31709804}]",100,1,,"[{'src': 'hda', 'id': 31541785}]","[{'src': 'hda', 'id': 31541786}]",paired,,,,41066834.0,374007599.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-10-16 19:22:54.702852,88676,1555.226805
,,2017-07-07 00:10:33.533713,slurm_multi,,2776387546.0,fasta,main_w4_handler2,3184530,16278127,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6180098,fastq.gz,,,10359598,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""P7457_1036_S36_L002_R1_001.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30340121}]","[{'src': 'hda', 'id': 30340083}]",100,0,,"[{'src': 'hda', 'id': 30340286}]",,single,,,,39142313.0,810616263.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-08 19:32:20.508348,108667,156106.97463500002
,,2018-01-26 20:38:58.802509,slurm_multi,,,,main_w4_handler2,3399418,18170729,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1779128499,fastq.gz,1838185681.0,fastq.gz,12252221,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,,1,,,,,,,,,,,,,,,,,,,no,2,false,0,21,0,3,5,0,0.66,10000,100,10000,0.0,10,20,-1,0,10,30,yes,10000,10,1000,50,0,50,1.0,full,"""false""",without-gtf,1.0,hg19,"[{'src': 'hda', 'id': 33413943}]",100,0.0,indexed,,,,1,,"[{'src': 'hda', 'id': 33523345}]","[{'src': 'hda', 'id': 33523357}]",paired,261232632.0,gtf,,43327935.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-26 21:42:39.162644,120294,3820.3601350000004
,,2017-06-19 06:09:43.728369,slurm_multi,,143580289.0,fasta,main_w4_handler2,3143381,16129256,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",900000,fastq,900000.0,fastq,10209698,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,,,,,,1,,"[{'src': 'hda', 'id': 30075319}]","[{'src': 'hda', 'id': 30074957}]",paired,,,,38629401.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-19 06:31:50.604803,107234,1326.876434
,,2017-07-07 00:11:08.184605,slurm_multi,,2776387546.0,fasta,main_w3_handler2,3184530,16278174,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2812199,fastq.gz,,,10361866,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""P7457_1014_S14_L002_R1_001.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30340121}]","[{'src': 'hda', 'id': 30340083}]",100,0,,"[{'src': 'hda', 'id': 30340204}]",,single,,,,39142313.0,810616263.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-09 20:03:52.274950,108667,244364.090345
,,2018-01-15 22:19:09.275394,slurm_multi,,38816284.0,fasta,main_w3_handler2,3381194,18042809,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19023909198,fastqsanger,,,12120121,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,0,None,Standard,None,1.0,,,,,,,,,,,,,,no,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33303890}]","[{'src': 'hda', 'id': 33272373}]",100,0,,"[{'src': 'hda', 'id': 33181682}]",,single,,,,43179064.0,411564185.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-15 22:20:15.444828,76356,66.16943400000001
,,2017-06-26 21:39:54.469653,slurm_multi,,2780048573.0,fasta,main_w4_handler2,3091436,16193004,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",778191246,fastqsanger,,,10269253,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30166149}]","[{'src': 'hda', 'id': 30165999}]",100,0,,"[{'src': 'hda', 'id': 29404032}]",,single,,,,38926323.0,94926257.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-26 21:52:07.019313,88920,732.54966
,,2017-06-01 23:19:54.545301,slurm_multi,,3153507220.0,fasta,main_w3_handler2,3094820,15993845,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",974598695,fastqsanger,,,10089301,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,0,None,Standard,intronMotif,0.0,0,0.66,10,0.3,1.0,10,1,0,0.66,false,255,false,false,yes,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 29525470}]","[{'src': 'hda', 'id': 29525471}]",100,0,,"[{'src': 'hda', 'id': 29851117}]",,single,,,,37758052.0,847928511.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-02 03:07:49.080255,105260,13674.534954
,,2017-08-30 15:11:26.436204,slurm_multi,,198405474.0,fasta,main_w4_handler2,3237722,16694941,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",451988703,fastq,449445189.0,fastq,10767002,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 31046069}]","[{'src': 'hda', 'id': 31046475}]",100,1,,"[{'src': 'hda', 'id': 31044768}]","[{'src': 'hda', 'id': 31044771}]",paired,,,,40156897.0,22735780.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-08-30 15:12:28.451595,110754,62.015391
,,2017-12-16 18:41:04.887838,slurm_multi,,,,main_w4_handler2,3354627,17826205,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3217412271,fastqsanger,,,11899776,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,,0,None,Standard,None,1.0,,,,,,,,,,,,,,no,yes,2,false,0,21,0,3,5,0,0.66,10000,100,10000,1.0,,,,,,,no,10000,10,1000,50,0,50,1.0,full,"""true""",without-gtf,1.0,hg19,"[{'src': 'hda', 'id': 32756838}]",100,0.0,indexed,,,,0,,"[{'src': 'hda', 'id': 32917415}]",,single,261232632.0,gtf,,42481894.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-12-16 19:07:18.096588,36764,1573.20875
