comp_rod_bind_0|comp_input_rod,comp_rod_bind_0|comp_input_rod_filetype,create_time,dbsnp_input_rod,dbsnp_input_rod_filetype,destination_id,exit_code,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals_filetype,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.additional_annotations,parameters.annotation_group,parameters.annotations_type.__current_case__,parameters.annotations_type.annotations,parameters.annotations_type.annotations_type_selector,parameters.chromInfo,parameters.comp_rod_bind,parameters.dbkey,parameters.dbsnp_rod_bind_type.__current_case__,parameters.dbsnp_rod_bind_type.dbsnp_input_rod,parameters.dbsnp_rod_bind_type.dbsnp_input_rod.values,parameters.dbsnp_rod_bind_type.dbsnp_rod_bind_type_selector,parameters.dbsnp_rod_bind_type.dbsnp_rod_name,parameters.exclude_annotations,parameters.expressions,parameters.family_string,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.mendel_violation_genotype_quality_threshold,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.input_variant,parameters.reference_source.input_variant.values,parameters.reference_source.input_variant_bti,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.resource_rod_bind,parameters.snpEff_rod_bind_type.__current_case__,parameters.snpEff_rod_bind_type.snpEff_rod_bind_type_selector,ref_file,ref_file_filetype,resource_rod_bind_0|resource_input_rod,resource_rod_bind_0|resource_input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-03 14:27:53.294562,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler1,2079025,8656523,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39945,vcf,2630437.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 14:33:06.524322,50891.0,313.22976
,,2016-10-05 11:06:13.541469,8451511932.0,vcf,slurm_normal,,,,,,main_w3_handler1,2834793,14011684,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,8451511932,vcf,8230022.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525903437ffc46bf8'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,45517599660.0,fasta,,,,33471756,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-10-05 11:31:34.820132,90340.0,1521.278663
,,2015-12-22 18:45:12.668534,10641623137.0,vcf,slurm_normal,,,,,,main_w2_handler0,2516081,11312369,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,11086771641,vcf,5590985.roundup,slurm,,corral-repl,,[],"[""RodRequiringAnnotation"", ""Standard"", ""Experimental"", ""WorkInProgress"", ""RankSumTest""]",0.0,,use_all_annotations,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""",[],"""hg19Patch10""",1,22628279.0,,set_dbsnp,dbsnp,"[""AlleleBalance"", ""AlleleBalanceBySample"", ""BaseCounts"", ""BaseQualityRankSumTest"", ""ChromosomeCounts"", ""DepthOfCoverage"", ""DepthPerAlleleBySample"", ""FisherStrand"", ""GCContent"", ""HaplotypeScore"", ""HardyWeinberg"", ""HomopolymerRun"", ""InbreedingCoeff"", ""IndelType"", ""LowMQ"", ""MVLikelihoodRatio"", ""MappingQualityRankSumTest"", ""MappingQualityZero"", ""MappingQualityZeroBySample"", ""MappingQualityZeroFraction"", ""NBaseCount"", ""QualByDepth"", ""RMSMappingQuality"", ""ReadDepthAndAllelicFractionBySample"", ""ReadPosRankSumTest"", ""SampleList"", ""SnpEff"", ""SpanningDeletions"", ""TechnologyComposition""]",[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3153506519.0,fasta,,,,26956492,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-22 18:48:40.845451,30192.0,208.176917
,,2015-02-22 08:35:05.301604,7572857398.0,vcf,rodeo_normal,,,,,,main_w1_handler0,2206069,8786217,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4950926,vcf,2867692.roundup,slurm,,corral-repl,,[],"""Standard""",1.0,"['FisherStrand', 'HaplotypeScore', 'HomopolymerRun', 'MappingQualityRankSumTest', 'QualByDepth', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,18511348.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21372725,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-22 08:38:11.534672,58799.0,186.233068
,,2015-03-06 06:41:38.663580,7572857398.0,vcf,rodeo_normal,,,,,,main_w1_handler1,2206069,8877949,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,38138900.0,bed,20862156,vcf,3037609.roundup,slurm,,corral-repl,,[],,1.0,"['FisherStrand', 'HaplotypeScore', 'HomopolymerRun', 'MappingQualityRankSumTest', 'QualByDepth', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/main/files/010/523/dataset_10523596.dat""",[],"""hg19""",1,18511348.0,,set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,False,0.0,NONE,advanced,[],"[{'input_intervals': 18523771, '__index__': 0}]",ALL,UNION,False,[],[],STRICT,[],[],False,STRICT,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21450986,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-03-06 06:45:22.698080,58799.0,224.0345
,,2015-03-06 06:49:56.200259,7572857398.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2206069,8877959,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,38138900.0,bed,20862156,vcf,3037666.roundup,slurm,,corral-repl,,[],,1.0,"['FisherStrand', 'HaplotypeScore', 'HomopolymerRun', 'MappingQualityRankSumTest', 'QualByDepth', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/main/files/010/523/dataset_10523596.dat""",[],"""hg19""",1,18511348.0,,set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,False,0.0,NONE,advanced,[],"[{'input_intervals': 18523771, '__index__': 0}]",ALL,UNION,False,[],[],STRICT,[],[],False,STRICT,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21450986,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-03-06 06:52:54.077518,58799.0,177.877259
,,2015-11-29 19:26:55.937749,7572857398.0,vcf,slurm_normal,,,,,,main_w1_handler2,2521531,11037953,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21694005.0,bam,,,121572,vcf,5293260.roundup,slurm,,corral-repl,,[],"[""Standard"", ""RankSumTest""]",1.0,"['AlleleBalance', 'BaseCounts', 'BaseQualityRankSumTest', 'FisherStrand', 'GCContent', 'HaplotypeScore', 'SnpEff']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,22210818.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",1.0,22206991.0,,22210801.0,,False,22205939,,history,[],0,exclude_snpEff,3199905909.0,fasta,,,,26445157,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-11-29 19:30:17.765662,74214.0,201.82791300000002
,,2015-08-07 03:39:24.374216,67411.0,vcf,slurm_normal,,,,,,main_w1_handler1,2270689,10076441,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,62795,vcf,4354081.roundup,slurm,,corral-repl,,[],,1.0,['AlleleBalance'],choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,20709155.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3147289017.0,fasta,,,,24452704,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-08-07 03:55:55.108661,44221.0,990.734445
,,2016-06-10 20:05:46.639702,588328981.0,vcf,slurm_normal,,41.0,bed,,,main_w1_handler0,2735346,13135603,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,178052,vcf,7320257.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e7646da86ed6b48'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,"[{'__index__': 0, 'input_exclude_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c629569217aa06d4'}]}}]",[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,254235640.0,fasta,,,,30782275,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:09:24.296521,39842.0,217.656819
,,2015-07-25 05:22:20.867670,,,slurm_normal,,,,,,main_w2_handler0,2389104,9976285,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",69929362.0,bam,,,202700,vcf,4260328.roundup,slurm,,corral-repl,,[],,0.0,,use_all_annotations,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",0.0,20530226.0,,20530237.0,,False,hg_g1k_v37,,cached,[],0,exclude_snpEff,,,,,,24310188,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-07-25 05:24:57.153112,66623.0,156.28544200000002
,,2015-08-19 20:05:35.490985,,,slurm_normal,,,,,,main_w1_handler1,2401826,10152004,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",236720999.0,bam,,,1104354,vcf,4422021.roundup,slurm,,corral-repl,,[],,1.0,"['DepthOfCoverage', 'DepthPerAlleleBySample', 'ReadDepthAndAllelicFractionBySample', 'SnpEff']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",0.0,20826647.0,,20826652.0,,False,hg_g1k_v37,,cached,[],0,exclude_snpEff,,,,,,24518808,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-08-19 20:08:02.875503,,147.384518
,,2015-02-03 16:37:03.328609,7572857398.0,vcf,rodeo_normal,,,,,,main_w1_handler1,1104862,8657270,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,8264099411,vcf,2631870.roundup,slurm,,corral-repl,,[],,0.0,,use_all_annotations,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,18374098.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,20845931,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 16:41:28.118144,25699.0,264.789535
,,2015-02-03 12:52:28.486198,10796220779.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2079025,8656129,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2175801,vcf,2629701.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 12:55:16.037203,50891.0,167.551005
,,2015-02-06 15:52:11.483037,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler1,2079025,8676967,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,52879527,vcf,2667846.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-06 16:14:04.896769,50891.0,1313.413732
,,2016-06-02 09:23:43.655902,26848070765.0,vcf,slurm_normal,,,,,,main_w2_handler1,2710132,13047943,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,16518891,vcf,7233661.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506ef838ddfd5dc8d'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,30303613,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-02 09:33:58.841779,84651.0,615.185877
,,2015-07-25 06:55:48.498915,482639.0,vcf,slurm_normal,,,,,,main_w1_handler2,2389101,9977108,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,482639,vcf,4260979.roundup,slurm,,corral-repl,,[],,1.0,['SnpEff'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,20531200.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,24298612,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-07-25 06:57:55.131041,66830.0,126.63212600000001
,,2015-02-19 13:05:54.844284,7572857398.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2185210,8766030,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6898262686.0,bam,38138900.0,bed,4880643,vcf,2830642.roundup,slurm,,corral-repl,,[],"""Standard""",0.0,,use_all_annotations,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,18456094.0,,set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,False,0.0,NONE,advanced,[],"[{'input_intervals': 18499517, '__index__': 0}]",ALL,UNION,False,[],[],STRICT,[],[],False,STRICT,"""0.0""",1.0,18510281.0,,18521247.0,,False,18456096,,history,[],0,exclude_snpEff,3199905909.0,fasta,,,,21292200,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-19 13:08:07.715371,58799.0,132.87108700000002
,,2015-10-27 06:29:36.914559,14173836.0,vcf,slurm_normal,,,,,,main_w2_handler0,2106308,10741545,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,14173836,vcf,5001331.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,21762498.0,,set_dbsnp,dbsnp,"[""FisherStrand""]",[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,379466370.0,fasta,,,,24368632,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-10-27 06:32:25.754113,49852.0,168.83955400000002
,,2014-11-26 07:43:19.758398,10796220779.0,vcf,rodeo_normal,,,,,,main_w2_handler1,2079025,8254898,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,995356,vcf,2121684.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2014-11-26 07:59:09.866216,50891.0,950.1078180000001
,,2015-12-10 19:20:44.977059,,,reserved,,,,,,main_w1_handler2,2535055,11144292,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,69118719,vcf,5413076.roundup,slurm,,corral-repl,,[],,1.0,['GCContent'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,26502901,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-10 19:22:04.817652,5254.0,79.840593
,,2015-02-03 11:03:23.012266,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler1,2079025,8655686,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,72478,vcf,2628810.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 11:07:26.755319,50891.0,243.743053
,,2015-02-04 18:21:45.278041,10796220779.0,vcf,rodeo_normal,,,,,,main_w2_handler1,2079025,8664457,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39945,vcf,2645174.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21013590,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-04 18:25:13.344567,50891.0,208.066526
,,2015-11-30 09:40:36.538491,140861432.0,vcf,slurm_normal,,,,,,main_w1_handler2,2425275,11041396,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5296515.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22214484.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-11-30 09:42:43.804489,67460.0,127.26599800000001
,,2015-07-22 15:50:24.990506,8590101431.0,vcf,slurm_normal,,,,,,main_w1_handler0,2385261,9943211,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1525121,vcf,4228660.roundup,slurm,,corral-repl,,[],,1.0,"['AlleleBalance', 'AlleleBalanceBySample', 'BaseCounts', 'BaseQualityRankSumTest', 'ChromosomeCounts', 'DepthOfCoverage', 'DepthPerAlleleBySample', 'FisherStrand', 'GCContent', 'HaplotypeScore', 'HardyWeinberg', 'HomopolymerRun', 'InbreedingCoeff', 'IndelType', 'LowMQ', 'MVLikelihoodRatio', 'MappingQualityRankSumTest', 'MappingQualityZero', 'MappingQualityZeroBySample', 'MappingQualityZeroFraction', 'NBaseCount', 'QualByDepth', 'RMSMappingQuality', 'ReadDepthAndAllelicFractionBySample', 'ReadPosRankSumTest', 'SampleList', 'SnpEff', 'SpanningDeletions', 'TechnologyComposition']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,20476371.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3157608038.0,fasta,,,,24116256,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-07-22 15:54:06.754376,65999.0,221.76387000000003
,,2015-12-10 19:16:10.807212,,,reserved,,,,,,main_w2_handler0,2535055,11144070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,69118719,vcf,5413004.roundup,slurm,,corral-repl,,[],"[""Standard""]",1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,26502901,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-10 19:18:17.434687,5254.0,126.627475
,,2016-07-08 15:58:43.463084,12008.0,vcf,slurm_normal,,,,,,main_w1_handler1,2664481,13362916,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,12008,vcf,7572740.roundup,slurm,,corral-repl,,[],,1.0,"['AlleleBalance', 'AlleleBalanceBySample', 'BaseCounts', 'BaseQualityRankSumTest', 'ChromosomeCounts', 'DepthOfCoverage', 'DepthPerAlleleBySample', 'FisherStrand', 'GCContent', 'HaplotypeScore', 'HardyWeinberg', 'HomopolymerRun', 'InbreedingCoeff', 'IndelType', 'LowMQ', 'MVLikelihoodRatio', 'MappingQualityRankSumTest', 'MappingQualityZero', 'MappingQualityZeroBySample', 'MappingQualityZeroFraction', 'NBaseCount', 'QualByDepth', 'RMSMappingQuality', 'ReadDepthAndAllelicFractionBySample', 'ReadPosRankSumTest', 'SampleList', 'SnpEff', 'SpanningDeletions', 'TechnologyComposition']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533e6299b385c8b1d'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3147289058.0,fasta,,,,31042007,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-07-08 16:03:31.360910,49545.0,287.897826
,,2016-09-28 12:30:21.918694,652708.0,vcf,slurm_normal,,,,,,main_w3_handler1,2835840,13964814,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,652708,vcf,8184143.roundup,slurm,,corral-repl,,[],,1.0,"['AlleleBalance', 'AlleleBalanceBySample', 'BaseCounts', 'BaseQualityRankSumTest', 'ChromosomeCounts', 'DepthOfCoverage', 'DepthPerAlleleBySample', 'FisherStrand', 'GCContent', 'HaplotypeScore', 'HardyWeinberg', 'HomopolymerRun', 'InbreedingCoeff', 'IndelType', 'LowMQ', 'MVLikelihoodRatio', 'MappingQualityRankSumTest', 'MappingQualityZero', 'MappingQualityZeroBySample', 'MappingQualityZeroFraction', 'NBaseCount', 'QualByDepth', 'RMSMappingQuality', 'ReadDepthAndAllelicFractionBySample', 'ReadPosRankSumTest', 'SampleList', 'SnpEff', 'SpanningDeletions', 'TechnologyComposition']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a7c99292599f5ad'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,33256199,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-09-28 12:33:42.494289,91045.0,200.57559500000002
,,2015-02-03 15:45:18.806650,10796220779.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2079025,8656923,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39945,vcf,2631162.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 15:49:44.487546,50891.0,265.680896
