chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,history_item,history_item_filetype,id,imported,info,input_format|paired|forward,input_format|paired|forward_filetype,input_format|paired|reads1,input_format|paired|reads1_filetype,input_format|paired|reads2,input_format|paired|reads2_filetype,input_format|paired|reverse,input_format|paired|reverse_filetype,input_format|reads,input_format|reads_filetype,job_runner_external_id,job_runner_name,known_splice_gtf,known_splice_gtf_filetype,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.alignment_options.coefficient,parameters.alignment_options.constant_term,parameters.alignment_options.function_type,parameters.alignment_options.ignore_quals,parameters.alignment_options.skip_forward,parameters.alignment_options.skip_reverse,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.aligned_file,parameters.input_format.paired.collection.__current_case__,parameters.input_format.paired.collection.collection_selector,parameters.input_format.paired.collection.forward.values,parameters.input_format.paired.collection.reads.values,parameters.input_format.paired.collection.reverse.values,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.no_discordant,parameters.input_format.paired.paired_end_options.no_mixed,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_end_options.skip_reverse,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads.values,parameters.input_format.paired.unaligned_file,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.input_options.skip,parameters.input_options.stop_after,parameters.input_options.trim_five,parameters.input_options.trim_three,parameters.max_primary,parameters.max_seeds,parameters.paired_options.__current_case__,parameters.paired_options.paired_options_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item.values,parameters.reference_genome.index,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.ambiguous_penalty,parameters.scoring_options.coefficient,parameters.scoring_options.constant_term,parameters.scoring_options.function_type,parameters.scoring_options.match_bonus,parameters.scoring_options.max_mismatch,parameters.scoring_options.min_mismatch,parameters.scoring_options.no_softclip,parameters.scoring_options.read_extend_penalty,parameters.scoring_options.read_open_penalty,parameters.scoring_options.ref_extend_penalty,parameters.scoring_options.ref_open_penalty,parameters.scoring_options.scoring_options_selector,parameters.scoring_options.soft_clip_penalty_max,parameters.scoring_options.soft_clip_penalty_min,parameters.secondary,parameters.spliced_options.__current_case__,parameters.spliced_options.canonical_penalty,parameters.spliced_options.coefficient,parameters.spliced_options.constant_term,parameters.spliced_options.function_type,parameters.spliced_options.known_splice_gtf.values,parameters.spliced_options.max_intron,parameters.spliced_options.min_intron,parameters.spliced_options.nc_coefficient,parameters.spliced_options.nc_constant_term,parameters.spliced_options.nc_function_type,parameters.spliced_options.no_spliced_alignment_options.__current_case__,parameters.spliced_options.no_spliced_alignment_options.no_spliced_alignment,parameters.spliced_options.noncanonical_penalty,parameters.spliced_options.rna_strandness,parameters.spliced_options.spliced_options_selector,parameters.spliced_options.tma,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-08-16 17:18:24.988368,slurm_multi,,main_w4_handler2,3177177,4444903621.0,fasta,16595487,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17286382140.0,fastq,,,,,17286382140.0,fastq,,,10667454,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 30252286}]",,"[{'src': 'hda', 'id': 30252274}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 30886513}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,39886334,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-08-16 17:31:40.276366,108380,795.287998
,,2017-11-03 12:53:41.693260,slurm_multi,,main_w3_handler2,2864643,13722567486.0,fasta,17316832,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,3848690349.0,fastqsanger.gz,3948947999.0,fastqsanger.gz,,,,,11377332,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,0.0,collection,,"[{'src': 'dce', 'id': 1026874}]",,0.0,,,defaults,,paired,,false,0,defaults,,,,,"""5""","""""",0,defaults,1,"[{'src': 'hda', 'id': 32049047}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,41722708,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-11-03 13:51:46.964655,92798,3485.271395
,,2018-01-04 23:53:34.441928,slurm_multi,,main_w4_handler2,3223966,14789716499.0,fasta,17949896,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9476905835.0,fastqsanger,,,,,9476905835.0,fastqsanger,,,12026307,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 32938095}]",,"[{'src': 'hda', 'id': 32938095}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 33174285}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42973545,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2018-01-05 00:05:42.766447,109624,728.324519
,,2017-11-28 05:45:13.095666,slurm_multi,,main_w4_handler2,3339062,13725373601.0,fasta,17613937,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7631474584.0,fastqsanger,,,,,8509381855.0,fastqsanger,,,11674780,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/galaxy-repl/main/files/022/434/dataset_22434006.dat""","""Wheat_v37""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 32536768}]",,"[{'src': 'hda', 'id': 32543856}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 32576174}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42246100,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-11-28 05:53:51.863987,117104,518.768321
,,2017-08-29 14:41:21.051648,slurm_multi,,main_w3_handler2,3217304,13725373601.0,fasta,16683562,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,2196492574.0,fastqsanger,10755303,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,false,,,,,,,,,,,single,"[{'src': 'hda', 'id': 30986237}]",false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 30986129}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,39876560,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-08-29 14:52:16.257091,109841,655.2054430000001
,,2017-08-28 09:04:31.123683,slurm_multi,,main_w4_handler2,3217304,13723165766.0,fasta,16671862,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,2196492574.0,fastqsanger,10744169,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,false,,,,,,,,,,,single,"[{'src': 'hda', 'id': 30986237}]",false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 30986113}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,39876560,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-08-28 09:15:44.189812,109841,673.066129
,,2017-11-03 12:53:40.279999,slurm_multi,,main_w4_handler2,2864643,13722567486.0,fasta,17316830,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,3899618340.0,fastqsanger.gz,3978145917.0,fastqsanger.gz,,,,,11377725,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,0.0,collection,,"[{'src': 'dce', 'id': 1026872}]",,0.0,,,defaults,,paired,,false,0,defaults,,,,,"""5""","""""",0,defaults,1,"[{'src': 'hda', 'id': 32049047}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,41722708,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-11-03 13:59:34.848517,92798,3954.568518
,,2018-01-14 16:27:50.669154,slurm_multi,,main_w4_handler2,3252179,6633791903.0,fasta,18031186,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,7472574405.0,fasta,12108296,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,fasta,1,false,,,,,,,,,,,single,"[{'src': 'hda', 'id': 33229983}]",false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 33303680}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,43059265,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2018-01-14 16:38:57.372262,109762,666.703108
,,2018-01-12 15:50:38.203457,slurm_multi,,main_w3_handler2,3381705,4914472850.0,fasta,18017966,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1315448961.0,fastqsanger,,,,,1314413977.0,fastqsanger,,,12095359,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 33176531}]",,"[{'src': 'hda', 'id': 33176532}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 33270866}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42978329,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2018-01-12 16:03:16.526271,119352,758.322814
,,2017-12-30 16:34:13.582856,slurm_multi,,main_w3_handler2,3347729,4871662.0,fasta,17918826,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,4774009.0,fasta,11994034,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,fasta,1,true,,,,,,,,,,,single,"[{'src': 'hda', 'id': 32660949}]",true,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 33120074}]",,history,0,,,,,,,,,,,,,defaults,,,"""true""",0,,,,,,,,,,,,,,,defaults,,,42919523,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-12-30 16:36:49.275709,117714,155.692853
,,2017-12-05 04:32:54.774352,slurm_multi,,main_w3_handler2,3328312,6652528295.0,fasta,17698530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,242628479.0,fastqsanger,11763154,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,1,true,,,,,,,,,,,single,"[{'src': 'hda', 'id': 32366082}]",true,0,defaults,,,,,"""5""","""5""",0,defaults,1,"[{'src': 'hda', 'id': 32594749}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42309204,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-12-05 04:50:53.917989,112314,1079.1436370000001
,,2017-12-05 04:32:55.363469,slurm_multi,,main_w3_handler2,3328312,6652528295.0,fasta,17698531,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,195021819.0,fastqsanger,11763156,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,1,true,,,,,,,,,,,single,"[{'src': 'hda', 'id': 32366083}]",true,0,defaults,,,,,"""5""","""5""",0,defaults,1,"[{'src': 'hda', 'id': 32594749}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42309204,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-12-05 04:54:01.271253,112314,1265.907784
,,2018-01-04 18:04:46.080906,slurm_multi,,main_w4_handler2,3223966,14789716499.0,fasta,17946304,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10318551940.0,fastq,,,,,10318551940.0,fastq,,,12022473,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 31162044}]",,"[{'src': 'hda', 'id': 31162043}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 33174285}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42973545,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2018-01-04 18:14:08.534215,109624,562.453309
,,2018-02-26 13:58:21.258175,slurm_multi,,main_w3_handler2,3439663,12651066917.0,fasta,18522462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,848559686.0,fastqsanger,12618445,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,fastq,1,false,,,,,,,,,,,single,"[{'src': 'hda', 'id': 34064893}]",false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 34071646}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,44130289,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2018-02-26 14:10:14.862220,119864,713.604045
,,2017-08-28 09:04:31.525641,slurm_multi,,main_w3_handler2,3217304,13725373601.0,fasta,16671864,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,2196492574.0,fastqsanger,10744304,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,false,,,,,,,,,,,single,"[{'src': 'hda', 'id': 30986237}]",false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 30986129}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,39876560,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-08-28 09:40:35.094488,109841,2163.568847
23433632.0,len,2017-11-28 05:46:57.394074,slurm_multi,,main_w4_handler2,3339062,13725373601.0,fasta,17613953,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9164526766.0,fastqsanger,,,,,9164526766.0,fastqsanger,,,11674839,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/galaxy-repl/main/files/022/471/dataset_22471550.dat""","""?""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 32545141}]",,"[{'src': 'hda', 'id': 32545142}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 32576174}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42246100,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-11-28 06:05:09.068536,117104,1091.6744620000002
,,2017-11-28 05:46:39.355322,slurm_multi,,main_w4_handler2,3339062,13725373601.0,fasta,17613952,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8509381855.0,fastqsanger,,,,,8509381855.0,fastqsanger,,,11674822,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/galaxy-repl/main/files/022/434/dataset_22434006.dat""","""Wheat_v37""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 32543855}]",,"[{'src': 'hda', 'id': 32543856}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 32576174}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42246100,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-11-28 06:12:25.437337,117104,1546.0820150000002
,,2018-01-04 23:34:44.222427,slurm_multi,,main_w4_handler2,3223966,14789716499.0,fasta,17949819,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9476905835.0,fastqsanger,,,,,9476905835.0,fastqsanger,,,12026217,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,1.0,files,"[{'src': 'hda', 'id': 32938094}]",,"[{'src': 'hda', 'id': 32938095}]",0.0,,,defaults,,paired,,false,0,defaults,,,,,"""""","""""",0,defaults,1,"[{'src': 'hda', 'id': 33174285}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,42973545,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2018-01-04 23:46:20.881954,109624,696.659527
,,2017-11-03 12:53:38.468433,slurm_multi,,main_w4_handler2,2864643,13722567486.0,fasta,17316827,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6024256413.0,fastqsanger.gz,5938516605.0,fastqsanger.gz,,,,,11377331,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,0.0,collection,,"[{'src': 'dce', 'id': 1026869}]",,0.0,,,defaults,,paired,,false,0,defaults,,,,,"""5""","""""",0,defaults,1,"[{'src': 'hda', 'id': 32049047}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,41722708,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-11-03 13:47:45.252670,92798,3246.7842370000003
,,2017-11-03 12:53:40.970903,slurm_multi,,main_w4_handler2,2864643,13722567486.0,fasta,17316831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,3741122537.0,fastqsanger.gz,3790842563.0,fastqsanger.gz,,,,,11377829,slurm,,,,corral-repl,,0,no,0,defaults,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,fastq,0,false,0.0,collection,,"[{'src': 'dce', 'id': 1026873}]",,0.0,,,defaults,,paired,,false,0,defaults,,,,,"""5""","""""",0,defaults,1,"[{'src': 'hda', 'id': 32049047}]",,history,0,,,,,,,,,,,,,defaults,,,"""false""",0,,,,,,,,,,,,,,,defaults,,,41722708,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,2.0.5.2,,2017-11-03 14:14:11.963157,92798,4830.992254000001
