chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.colours,parameters.dbkey,parameters.input,parameters.input.values,parameters.logoname,parameters.outformat,parameters.range.__current_case__,parameters.range.mode,parameters.range.seqend,parameters.range.seqstart,parameters.size,parameters.units,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-10-05 17:15:06.505897,slurm_normal,,main_w1_handler0,2460158,10504498,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",390222520,fasta,4780258.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""classic""","""?""",21402589,,""" Nucleotide frequency distribution viral barcode RNA RT-PCR v11_output.pdf""","""pdf""",0,complete,,,"""large""","""probability""",,25109637,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-10-05 17:29:53.066745,48605,886.5608480000001
,,2015-01-14 16:55:21.169730,rodeo_normal,,main_w1_handler1,2171383,8546228,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10517488125,fasta,767466.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",18199923,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,20497283,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-01-14 17:06:56.813738,58156,695.6440080000001
,,2014-12-08 23:46:04.735703,rodeo_normal,,main_w1_handler0,2133387,8376219,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2779889959,fasta,505950.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",17872136,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,19831288,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2014-12-08 23:53:11.653388,56671,426.917685
,,2015-03-11 07:12:56.710228,rodeo_normal,,main_w1_handler1,2175506,8914426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2279643962,fasta,3105303.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",18812790,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,20705813,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-11 07:18:03.323423,58353,306.613195
,,2016-03-11 18:02:19.236727,slurm_normal,,main_w1_handler0,2629322,12108952,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",425734980,fasta,6335736.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783901,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""pdf""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-12 06:18:13.475255,35618,44154.238528
,,2016-03-11 18:03:31.880362,slurm_normal,,main_w2_handler1,2629322,12108985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",425734980,fasta,6336612.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783901,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""eps""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-12 13:19:19.321595,35618,69347.441233
,,2015-07-22 10:21:53.968493,slurm_normal,,main_w1_handler2,2376952,9939639,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6960944674,fasta,4225375.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""auto""","""danRer7""",20453829,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-22 10:35:10.793077,66680,796.8245840000001
,,2015-05-05 12:17:38.674094,slurm_normal,,main_w1_handler1,2180330,9398833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2196385386,fasta,3729891.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409877,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:23:17.915595,58303,339.241501
,,2015-11-04 23:36:01.415256,slurm_normal,,main_w1_handler0,2494298,10821756,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3341071803,fasta,5077339.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",21866429,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",,26074284,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-11-04 23:45:00.022586,58644,538.60733
,,2016-03-17 15:40:17.780652,slurm_normal,,main_w1_handler0,2634390,12167397,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1166860541,fasta,6384446.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23852515,,"""Galaxy-Rgenetics Sequence Logo""","""png""",1,part,3,1,"""large""","""bits""",,29006234,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-17 15:46:27.741405,65934,369.960753
,,2015-10-05 16:34:32.781042,slurm_normal,,main_w2_handler0,2460158,10504236,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",390222520,fasta,4779950.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""classic""","""?""",21402589,,"""Nucleotide frequency distribution viral barcode RNA RT-PCR v11""","""pdf""",0,complete,,,"""large""","""probability""",,25109637,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-10-05 16:43:03.395057,48605,510.61401500000005
,,2015-05-05 13:06:53.016899,slurm_normal,,main_w1_handler0,2180330,9399145,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2344709727,fasta,3730204.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409880,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:19:14.334452,58303,741.3175530000001
,,2016-01-14 10:18:59.959419,slurm_normal,,main_w1_handler0,2563956,11500560,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2389968973,fasta,5768415.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",22894752,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,27429233,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-01-14 10:27:37.314081,36150,517.3546620000001
,,2015-05-05 12:17:37.682898,slurm_normal,,main_w2_handler1,2180330,9398832,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2279643962,fasta,3729888.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409876,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:23:56.701270,58303,379.018372
,,2015-07-23 09:34:46.269114,slurm_normal,,main_w1_handler2,2376952,9951717,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4160713437,fasta,4236659.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""auto""","""danRer7""",20494329,,"""Galaxy-Rgenetics Sequence Logo""","""png_print""",0,complete,,,"""large""","""probability""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-23 09:42:22.564987,66680,456.29587300000003
,,2016-04-08 05:52:06.443652,slurm_normal,,main_w2_handler0,2648269,12379146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2905395559,fasta,6578534.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200003,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:05:59.454461,81481,833.0108090000001
,,2016-03-11 18:03:21.478637,slurm_normal,,main_w1_handler2,2629322,12108964,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",420479004,fasta,6334295.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783887,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""eps""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-12 01:50:56.168881,35618,28054.690244
,,2016-09-21 22:40:44.031958,slurm_normal,,main_w4_handler1,2828474,13911195,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2175837981,fasta,8133843.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573921fbd11e76f2a'}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",,33084535,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-09-21 22:46:58.398194,82922,374.366236
,,2016-03-09 05:59:49.959798,slurm_normal,,main_w1_handler0,2602185,12080105,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",420479004,fasta,6304878.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23753169,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""png_print""",0,complete,,,"""large""","""probability""",,28433470,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-09 09:53:20.381345,78774,14010.421547000002
,,2016-03-25 06:44:29.137073,slurm_normal,,main_w1_handler0,2642815,12248755,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",80548132,fasta,6460988.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""auto""","""hg19""",24012223,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29080134,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-25 06:50:37.102556,78891,367.965483
,,2015-05-05 13:06:47.494290,slurm_normal,,main_w2_handler1,2180330,9399143,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1885574815,fasta,3730220.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409878,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:22:41.713556,58303,954.2192660000001
,,2015-05-05 13:06:44.478080,slurm_normal,,main_w2_handler0,2180330,9399141,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2279643962,fasta,3730159.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409876,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:15:27.550918,58303,523.072838
,,2015-05-05 13:06:54.719120,slurm_normal,,main_w1_handler1,2180330,9399146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1995507919,fasta,3730162.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409881,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:13:19.819676,58303,385.10055600000004
,,2016-03-11 18:03:11.072611,slurm_normal,,main_w1_handler2,2629322,12108962,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",425734980,fasta,6335615.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783901,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""jpeg""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-12 05:42:21.795899,35618,41950.723288
,,2015-05-12 09:34:16.999917,slurm_normal,,main_w1_handler0,1413034,9451923,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3066491870,fasta,3777248.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19666970,,"""Galaxy-Rgenetics Sequence Logo""","""eps""",0,complete,,,"""large""","""bits""",,23027909,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-12 09:40:45.260861,33888,388.26094400000005
,,2016-03-15 23:59:05.071644,slurm_normal,,main_w1_handler2,2634390,12148038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",914578899,fasta,6365048.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23852516,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29006234,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-16 00:18:11.167210,65934,1146.095566
,,2016-03-11 18:03:00.978522,slurm_normal,,main_w2_handler0,2629322,12108961,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",420479004,fasta,6336231.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783887,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""jpeg""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-12 10:05:22.007075,35618,57741.028553000004
,,2016-09-21 23:13:30.218706,slurm_normal,,main_w4_handler1,2828474,13911353,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2175837981,fasta,8134005.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573921fbd11e76f2a'}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",,33084535,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-09-21 23:19:48.245444,82922,378.026738
,,2015-05-05 13:06:58.997316,slurm_normal,,main_w2_handler0,2180330,9399149,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3657554726,fasta,3730206.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409884,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:21:52.225279,58303,893.227963
,,2016-06-25 09:51:29.549609,slurm_normal,,main_w1_handler0,2743320,13258836,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1520356041,fasta,7445961.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed5d45dd6ef7a97b'}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,31076791,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-06-25 09:58:06.444048,36150,396.89443900000003
,,2015-05-05 12:17:42.278041,slurm_normal,,main_w2_handler0,2180330,9398838,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1995507919,fasta,3729890.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409881,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:23:00.019081,58303,317.74104
,,2018-02-26 12:21:41.628486,slurm_normal,,main_w3_handler1,3229717,18521531,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5260234979,fasta,12617649,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""auto""","""hg38""",,"[{'src': 'hda', 'id': 34070471}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,44166629,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2018-02-26 12:28:04.936455,110428,383.307969
,,2015-01-18 21:49:38.182621,rodeo_normal,,main_w1_handler1,2169445,8565184,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1597750926,fasta,2497847.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""auto""","""hg19""",18238252,,"""LH2A""","""png""",0,complete,,,"""large""","""bits""",,19976577,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-01-18 21:53:37.180298,52479,238.997677
,,2016-03-11 18:02:04.556319,slurm_normal,,main_w2_handler0,2629322,12108950,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",425734980,fasta,6332724.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783901,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""png_print""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-11 21:58:13.205250,35618,14168.648931000002
,,2015-05-05 13:07:00.471745,slurm_normal,,main_w2_handler0,2180330,9399151,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1080036680,fasta,3730234.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409885,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:25:31.113009,58303,1110.641264
,,2016-03-15 19:23:08.834673,slurm_normal,,main_w2_handler1,2634390,12145056,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",914578899,fasta,6362982.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23852516,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29006234,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-15 19:31:15.064204,65934,486.229531
,,2015-12-05 08:16:33.609698,slurm_normal,,main_w2_handler0,2529151,11093853,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1501316021,fasta,5351056.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",22314860,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,26604475,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-12-05 08:29:38.809861,74827,785.2001630000001
,,2015-05-05 13:06:57.209204,slurm_normal,,main_w1_handler1,2180330,9399148,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1117844700,fasta,3730205.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409883,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:19:03.181943,58303,725.972739
,,2015-06-02 16:41:53.030565,slurm_normal,,main_w2_handler0,2327988,9582834,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1631943376,fasta,3895348.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19889996,,"""sfp1_wta""","""png""",0,complete,,,"""large""","""bits""",,23405183,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-06-02 16:48:16.754266,24152,383.723701
,,2015-05-05 07:45:27.811961,slurm_normal,,main_w1_handler0,2180330,9395389,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1080036680,fasta,3727691.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409885,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:45:36.146030,58303,3608.334069
,,2015-05-05 07:45:20.220130,slurm_normal,,main_w1_handler0,2180330,9395382,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1885574815,fasta,3727539.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409878,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:23:50.848276,58303,2310.628146
,,2015-05-05 12:17:40.548602,slurm_normal,,main_w1_handler1,2180330,9398835,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2366448009,fasta,3729892.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409879,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:24:17.282538,58303,396.733936
,,2017-05-02 18:12:21.682327,slurm_normal,,main_w4_handler1,3094993,15727952,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3080520434,fasta,9838248.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 29435672}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,37709999,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2017-05-02 18:19:20.834804,15,419.15247700000003
,,2015-07-23 09:53:33.910040,slurm_normal,,main_w1_handler0,2376952,9951811,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4160713437,fasta,4236773.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""auto""","""danRer7""",20494329,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""small""","""probability""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-23 10:02:02.552171,66680,508.642131
,,2015-05-05 13:06:55.721094,slurm_normal,,main_w2_handler0,2180330,9399147,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077051870,fasta,3730161.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409882,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:13:37.553622,58303,401.832528
,,2017-02-01 18:06:20.035423,slurm_normal,,main_w4_handler1,2978042,14926238,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",592101297,fasta,9082155.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/dm6.len""","""auto""","""dm6""",,"[{'src': 'hda', 'id': 28169651}]","""PiwiP4FlamGenome_png""","""png_print""",0,complete,,,"""large""","""bits""",,35699955,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2017-02-01 18:20:12.155619,65934,832.1201960000001
,,2015-05-05 07:45:25.213156,slurm_normal,,main_w2_handler0,2180330,9395386,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077051870,fasta,3727645.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409882,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:38:50.262210,58303,3205.049054
,,2015-05-05 12:17:43.412566,slurm_normal,,main_w2_handler1,2180330,9398839,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077051870,fasta,3729953.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409882,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:34:46.966167,58303,1023.5536010000001
,,2016-03-11 18:01:53.416766,slurm_normal,,main_w1_handler0,2629322,12108949,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",420479004,fasta,6332723.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783887,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""pdf""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-11 21:59:24.026267,35618,14250.609501
