chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.genotype_likelihoods_model,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rod_bind,parameters.standard_min_confidence_threshold_for_calling,parameters.standard_min_confidence_threshold_for_emitting,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,rod_bind_0|input_rod,rod_bind_0|input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-17 04:05:24.045729,slurm_normal_16gb,,,,main_w4_handler0,3167313,16356644,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10431833.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510636}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,19468100.0,bam,,,,39348609.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-20 17:50:46.926802,108020,308722.881073
,,2017-07-21 05:36:21.536248,slurm_normal_16gb,,,,main_w3_handler0,3167313,16381234,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10446346.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510634}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,17691358.0,bam,,,,39348609.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-22 05:37:00.027734,108020,86438.491486
,,2017-07-22 07:26:10.571941,slurm_normal_16gb,,,,main_w3_handler0,3167313,16393693,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10457811.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510634}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,17691358.0,bam,,,,39340867.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-23 07:26:54.455838,108020,86443.883897
,,2017-07-23 22:51:27.439851,slurm_normal_16gb,,,,main_w3_handler1,3167313,16400615,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10464792.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510634}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,17691358.0,bam,,,,39424124.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-24 22:51:54.838172,108020,86427.398321
,,2017-07-24 06:22:37.976174,slurm_normal_16gb,,,,main_w4_handler0,3167313,16402043,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10473646.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510634}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,17691358.0,bam,,,,39468385.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-25 22:52:21.517212,108020,145783.541038
,,2017-07-31 04:13:04.737370,slurm_normal_16gb,,,,main_w3_handler1,3167313,16463345,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10531313.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510634}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,17691358.0,bam,,,,39472616.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-08-01 04:13:40.103103,108020,86435.365733
,,2017-08-29 12:01:28.853205,slurm_normal_16gb,,3457.0,bed,main_w4_handler0,3236267,16681868,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10757600.roundup,slurm,,corral-repl,,"""c6989f2a8cb111e78c86005056ba2773""",0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 31028242}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31028268}]}}]",,"[{'src': 'hda', 'id': 31028246}]",history,[],"""30.0""","""30.0""",3199905909.0,fasta,458865902.0,bam,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-08-30 17:16:50.830192,83620,105321.976987
,,2017-10-12 09:48:56.213323,slurm_normal_16gb,,3457.0,bed,main_w4_handler0,3284492,17085295,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,11142220.roundup,slurm,,corral-repl,,"""82bab7ccaf3211e7a3f7005056ba55fb""",0.0,basic,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 31660772}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31660890}]}}]",,"[{'src': 'hda', 'id': 31660770}]",history,[],"""30.0""","""30.0""",3199905909.0,fasta,340227631.0,bam,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-10-13 23:50:33.176687,80563,136896.963364
,,2017-10-20 21:23:31.591409,slurm_normal_16gb,,,,main_w3_handler1,2210340,17158913,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,11217656,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""SNP""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29381953}]}}]",hg_g1k_v37,,cached,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 28038894}]}}}]","""4.0""","""4.0""",,,14353552472.0,bam,27334391284.0,vcf,,40699755.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-10-22 09:27:29.824704,59804,129838.23329500001
,,2017-10-23 08:03:07.752646,slurm_normal_16gb,,,,main_w3_handler1,2210340,17173196,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,11232838,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""SNP""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29381953}]}}]",hg_g1k_v37,,cached,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 28038894}]}}}]","""4.0""","""4.0""",,,14353552472.0,bam,27334391284.0,vcf,,40699755.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-10-24 20:03:36.178571,59804,129628.425925
,,2017-10-27 07:44:16.704025,slurm_normal_16gb,,3457.0,bed,main_w4_handler0,3300999,17237262,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,11300158,slurm,,corral-repl,,"""72e06ab8baea11e79a98005056ba55fb""",0.0,basic,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 31901208}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31919270}]}}]",,"[{'src': 'hda', 'id': 31901205}]",history,[],"""30.0""","""30.0""",3199905909.0,fasta,353007384.0,bam,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-10-29 00:40:31.484409,80563,147374.780384
