parameters.random,id,runtime
11,3008,129600
4,37,129600
92,1085,129600
42,3208,129600
74,2839,129600
9,5291,129600
22,934,129600
13,6363,129600
87,7494,129600
75,7328,129600
52,4819,129600
81,7348,129600
34,8638,129600
14,2541,129600
79,562,129600
36,7716,129600
94,3564,129600
27,2687,129600
81,209,129600
60,9526,129600
4,3545,129600
62,7956,129600
28,1140,129600
19,4438,129600
58,403,129600
60,4197,129600
34,3413,129600
90,6209,129600
6,7838,129600
24,2183,129600
66,4793,129600
54,5326,129600
31,5198,129600
68,5693,129600
69,4156,129600
23,9334,129600
98,3352,129600
97,2590,129600
47,4949,129600
99,9826,129600
20,9297,129600
65,882,129600
0,5304,129600
63,4685,129600
81,1879,129600
59,5990,129600
0,6230,129600
19,820,129600
42,6353,129600
77,9963,129600
5,9768,129600
14,2608,129600
80,734,129600
55,9795,129600
13,9898,129600
47,1653,129600
82,3923,129600
97,3664,129600
15,9419,129600
80,3617,129600
44,5390,129600
71,3641,129600
82,3825,129600
73,8483,129600
68,829,129600
46,9311,129600
57,369,129600
48,2633,129600
26,6486,129600
10,651,129600
64,5706,129600
90,148,129600
77,7155,129600
52,6368,129600
67,3911,129600
57,2352,129600
9,6932,129600
62,5284,129600
76,3584,129600
3,2371,129600
8,517,129600
73,7521,129600
24,575,129600
91,8046,129600
83,3749,129600
73,1828,129600
4,6619,129600
18,3846,129600
59,8949,129600
96,733,129600
51,609,129600
5,8692,129600
43,2637,129600
26,5237,129600
32,8791,129600
18,2339,129600
23,4909,129600
89,2143,129600
76,2276,129600
66,2408,129600
48,6288,129600
18,2070,129600
10,2688,129600
23,6693,129600
65,4182,129600
16,9834,129600
1,5826,129600
90,6895,129600
22,86,129600
36,1904,129600
34,4536,129600
89,1484,129600
83,5099,129600
62,2556,129600
42,1546,129600
89,851,129600
82,8586,129600
71,4955,129600
59,3056,129600
91,8670,129600
11,6438,129600
69,5200,129600
90,761,129600
14,3179,129600
58,1070,129600
64,2755,129600
34,6410,129600
21,1687,129600
53,8387,129600
57,2093,129600
49,9445,129600
97,8580,129600
43,4102,129600
98,2210,129600
7,6767,129600
11,6190,129600
17,7597,129600
37,1326,129600
16,8572,129600
37,2944,129600
83,4827,129600
54,6667,129600
0,9604,129600
31,9621,129600
82,5859,129600
24,2511,129600
99,3045,129600
40,2832,129600
10,66,129600
72,2766,129600
54,1978,129600
3,1357,129600
10,9213,129600
9,190,129600
83,2938,129600
87,5025,129600
4,2901,129600
94,1510,129600
61,9842,129600
29,8688,129600
9,6532,129600
5,1566,129600
44,9929,129600
29,2516,129600
23,8836,129600
50,2214,129600
0,2544,129600
29,4533,129600
4,638,129600
69,6049,129600
8,8124,129600
47,970,129600
95,8357,129600
90,3430,129600
43,2572,129600
79,5246,129600
8,5928,129600
79,1487,129600
96,1412,129600
54,2024,129600
55,268,129600
21,2974,129600
48,1008,129600
58,3257,129600
41,4471,129600
62,3739,129600
60,216,129600
73,8283,129600
71,85,129600
94,4972,129600
29,1603,129600
90,7251,129600
85,3099,129600
20,6497,129600
11,6240,129600
37,8743,129600
99,4109,129600
9,684,129600
49,8212,129600
13,8061,129600
1,8696,129600
42,1366,129600
5,4660,129600
27,6563,129600
16,29,129600
36,5723,129600
59,2213,129600
39,1763,129600
43,4778,129600
92,3531,129600
32,2952,129600
34,3385,129600
39,8864,129600
48,5542,129600
45,7858,129600
93,8547,129600
73,4908,129600
9,7117,129600
93,7197,129600
53,827,129600
18,5808,129600
89,7289,129600
70,8895,129600
62,5918,129600
38,7560,129600
68,6442,129600
79,1676,129600
33,7528,129600
48,3513,129600
94,771,129600
34,9529,129600
61,6726,129600
8,5274,129600
47,8221,129600
43,5825,129600
31,1148,129600
67,3156,129600
54,2995,129600
97,5427,129600
0,9615,129600
2,7029,129600
93,9576,129600
62,8531,129600
75,9704,129600
1,676,129600
46,3127,129600
40,5624,129600
5,5936,129600
42,2245,129600
57,7653,129600
38,3764,129600
50,9451,129600
50,524,129600
61,114,129600
10,7896,129600
24,5636,129600
40,3272,129600
57,891,129600
84,4555,129600
99,4240,129600
78,1708,129600
6,4853,129600
59,5811,129600
49,3199,129600
72,3621,129600
25,5633,129600
96,8892,129600
69,918,129600
48,9899,129600
14,6707,129600
26,9025,129600
60,6155,129600
93,1116,129600
65,1341,129600
70,8805,129600
77,8379,129600
17,1189,129600
98,1668,129600
70,7349,129600
42,6759,129600
21,7616,129600
30,2141,129600
99,5653,129600
35,711,129600
69,1226,129600
34,951,129600
5,5748,129600
27,4202,129600
15,38,129600
32,6094,129600
22,3472,129600
6,4436,129600
97,915,129600
59,9659,129600
94,4902,129600
92,9875,129600
3,2243,129600
87,7480,129600
90,9052,129600
23,3570,129600
7,564,129600
81,4807,129600
91,4989,129600
59,9789,129600
84,5935,129600
95,9924,129600
38,2078,129600
42,8683,129600
26,2979,129600
37,259,129600
62,8032,129600
54,1431,129600
23,2725,129600
26,3243,129600
23,1047,129600
94,9877,129600
62,5830,129600
66,4464,129600
49,2533,129600
49,523,129600
55,9806,129600
13,402,129600
15,3255,129600
30,7253,129600
66,1117,129600
14,9103,129600
53,3133,129600
57,1505,129600
21,3417,129600
42,6235,129600
97,2009,129600
97,2064,129600
41,3989,129600
62,4033,129600
63,8904,129600
94,842,129600
87,6813,129600
47,4453,129600
74,3359,129600
13,4216,129600
85,6788,129600
58,4427,129600
80,4318,129600
60,2493,129600
66,7857,129600
33,2598,129600
43,6418,129600
28,5477,129600
79,748,129600
19,6762,129600
49,3438,129600
1,5720,129600
68,3282,129600
36,3474,129600
56,9455,129600
43,7022,129600
83,6204,129600
91,374,129600
57,290,129600
28,443,129600
71,4844,129600
58,616,129600
42,7676,129600
66,4663,129600
5,2906,129600
40,6933,129600
11,9368,129600
67,8241,129600
34,811,129600
0,4678,129600
39,410,129600
90,1475,129600
35,7733,129600
18,4518,129600
39,2858,129600
49,9829,129600
38,6192,129600
36,880,129600
65,1040,129600
66,3286,129600
76,4607,129600
41,3135,129600
59,7925,129600
68,3767,129600
3,16,129600
8,3459,129600
89,6795,129600
63,2472,129600
3,8148,129600
29,5420,129600
79,5178,129600
78,7127,129600
84,9541,129600
95,1375,129600
3,8216,129600
84,8768,129600
66,995,129600
59,854,129600
43,2628,129600
33,6694,129600
30,5916,129600
94,4984,129600
93,9275,129600
77,6730,129600
78,5535,129600
71,6519,129600
49,9582,129600
64,47,129600
12,5627,129600
34,4003,129600
87,4252,129600
54,8397,129600
22,94,129600
67,2460,129600
35,7369,129600
41,7468,129600
29,4950,129600
24,7780,129600
87,8789,129600
36,3481,129600
97,7995,129600
31,2610,129600
27,7071,129600
46,3382,129600
67,9885,129600
12,395,129600
44,791,129600
70,9700,129600
43,3766,129600
60,9796,129600
43,4690,129600
35,719,129600
5,2868,129600
69,6792,129600
49,6173,129600
70,9931,129600
65,9060,129600
13,3826,129600
47,4459,129600
71,6076,129600
35,2869,129600
40,5215,129600
5,7245,129600
68,9807,129600
34,9162,129600
54,8623,129600
67,232,129600
40,5862,129600
72,1173,129600
33,120,129600
32,7170,129600
7,6029,129600
95,4299,129600
32,6014,129600
0,4593,129600
17,7547,129600
23,9638,129600
16,4646,129600
72,4490,129600
90,9509,129600
34,621,129600
49,7471,129600
53,9153,129600
61,6440,129600
45,2722,129600
69,3297,129600
22,9308,129600
52,6777,129600
86,3221,129600
20,983,129600
93,3694,129600
66,1702,129600
90,2103,129600
9,9790,129600
20,1607,129600
80,4721,129600
83,4715,129600
52,1621,129600
12,8861,129600
97,3938,129600
89,4403,129600
26,3357,129600
55,4062,129600
32,3273,129600
94,7907,129600
20,8033,129600
32,3965,129600
61,5580,129600
62,6309,129600
91,975,129600
12,6617,129600
56,6046,129600
92,2123,129600
50,4699,129600
84,4619,129600
32,1390,129600
63,8568,129600
52,624,129600
74,3882,129600
60,8065,129600
46,753,129600
66,8435,129600
27,1916,129600
2,9150,129600
48,9827,129600
50,9219,129600
8,1623,129600
44,8219,129600
86,5426,129600
63,9695,129600
40,5515,129600
19,4493,129600
9,2023,129600
92,1395,129600
92,1769,129600
23,9228,129600
6,2185,129600
29,5970,129600
46,2593,129600
1,8565,129600
69,678,129600
68,597,129600
31,1027,129600
62,662,129600
52,4953,129600
57,7138,129600
83,898,129600
3,1816,129600
90,3747,129600
79,6371,129600
7,1125,129600
75,1151,129600
46,9453,129600
44,9866,129600
7,3466,129600
15,1684,129600
64,1443,129600
50,917,129600
3,2619,129600
26,6800,129600
40,2554,129600
1,9652,129600
63,2575,129600
53,2908,129600
63,8673,129600
62,6664,129600
75,4832,129600
95,2346,129600
84,2916,129600
97,6919,129600
65,5162,129600
20,3407,129600
86,7452,129600
48,7690,129600
36,5836,129600
92,2674,129600
21,6325,129600
86,2673,129600
70,9812,129600
24,5054,129600
13,4183,129600
55,6475,129600
82,6163,129600
9,8927,129600
31,2139,129600
92,2384,129600
91,1666,129600
3,6681,129600
16,5903,129600
57,8584,129600
19,2809,129600
18,3003,129600
86,8874,129600
59,5726,129600
44,5411,129600
96,8153,129600
88,5398,129600
8,4643,129600
52,552,129600
75,6984,129600
84,4924,129600
53,4460,129600
32,2634,129600
12,8990,129600
49,5467,129600
66,5299,129600
66,8767,129600
53,308,129600
29,7122,129600
73,8376,129600
59,4705,129600
83,2117,129600
73,3449,129600
53,1601,129600
25,5743,129600
9,6949,129600
0,5331,129600
8,449,129600
90,8196,129600
8,170,129600
75,2682,129600
94,1641,129600
86,914,129600
42,7988,129600
43,6315,129600
98,1128,129600
83,9985,129600
15,7578,129600
41,6823,129600
60,3833,129600
84,8091,129600
51,8834,129600
53,9057,129600
72,267,129600
17,6734,129600
5,7751,129600
51,1266,129600
31,6342,129600
7,7184,129600
27,6555,129600
2,4420,129600
42,3081,129600
5,1281,129600
9,2727,129600
44,9546,129600
62,6827,129600
50,5046,129600
70,110,129600
36,8082,129600
7,2014,129600
69,3769,129600
2,7115,129600
15,9278,129600
79,9142,129600
89,6296,129600
79,353,129600
90,4890,129600
44,5643,129600
36,274,129600
7,7186,129600
9,9338,129600
70,5677,129600
54,8669,129600
47,3603,129600
15,1303,129600
75,7492,129600
85,400,129600
27,2912,129600
60,6903,129600
94,2514,129600
95,7546,129600
25,1120,129600
59,4269,129600
23,5827,129600
8,866,129600
44,1856,129600
98,8980,129600
57,5727,129600
98,3447,129600
99,3939,129600
53,1315,129600
68,5993,129600
35,6024,129600
97,4954,129600
67,2258,129600
49,9817,129600
41,7693,129600
89,7385,129600
94,3061,129600
43,229,129600
37,4322,129600
37,4374,129600
48,5389,129600
23,7074,129600
65,5108,129600
8,1667,129600
67,7125,129600
89,6978,129600
56,6544,129600
77,9983,129600
84,5711,129600
17,333,129600
48,8955,129600
69,1428,129600
55,2133,129600
93,3556,129600
98,6086,129600
82,4911,129600
44,7806,129600
46,2597,129600
12,4922,129600
44,3752,129600
82,477,129600
69,5357,129600
48,3925,129600
22,8070,129600
64,6502,129600
76,8316,129600
67,3389,129600
0,6964,129600
8,8530,129600
41,1275,129600
24,8239,129600
5,3679,129600
34,7743,129600
22,4881,129600
7,7330,129600
75,5673,129600
57,7470,129600
17,3559,129600
77,3819,129600
90,6598,129600
50,3001,129600
78,96,129600
21,5116,129600
91,5117,129600
51,4997,129600
18,5781,129600
24,4927,129600
73,2953,129600
60,3004,129600
25,7739,129600
28,6835,129600
43,9242,129600
24,4360,129600
87,7669,129600
18,8740,129600
8,8485,129600
11,4894,129600
91,1249,129600
23,7695,129600
62,9192,129600
12,3384,129600
69,9699,129600
88,9731,129600
34,4405,129600
60,3512,129600
10,45,129600
14,4225,129600
23,641,129600
0,7753,129600
37,3452,129600
19,7933,129600
10,3540,129600
72,4335,129600
86,2055,129600
1,9936,129600
74,289,129600
17,4050,129600
93,4158,129600
86,6830,129600
98,9971,129600
48,7208,129600
84,5450,129600
98,6228,129600
80,5823,129600
94,4241,129600
59,6110,129600
1,3589,129600
46,8494,129600
76,7345,129600
72,6860,129600
46,9610,129600
95,639,129600
45,3812,129600
22,7226,129600
1,8489,129600
22,2464,129600
32,5778,129600
76,7659,129600
1,8992,129600
61,435,129600
68,3912,129600
7,7737,129600
52,3390,129600
11,1181,129600
97,9897,129600
18,7196,129600
60,5005,129600
91,5088,129600
87,1587,129600
30,4092,129600
41,6660,129600
78,5849,129600
59,6108,129600
47,9813,129600
35,4701,129600
11,140,129600
85,2348,129600
68,3814,129600
73,4434,129600
96,9620,129600
43,6893,129600
68,6704,129600
88,8309,129600
94,2822,129600
60,9995,129600
80,8203,129600
41,9953,129600
45,6948,129600
6,5847,129600
28,1078,129600
15,8880,129600
46,9313,129600
40,2485,129600
66,8613,129600
11,2811,129600
45,8957,129600
84,2173,129600
19,4095,129600
88,2812,129600
7,2457,129600
67,193,129600
49,3335,129600
83,1022,129600
36,7396,129600
74,4817,129600
83,7123,129600
57,484,129600
77,9260,129600
61,8640,129600
77,5672,129600
47,3048,129600
21,3759,129600
44,8119,129600
62,1304,129600
77,3955,129600
20,7378,129600
87,737,129600
30,8571,129600
10,9016,129600
31,8434,129600
21,4288,129600
87,9099,129600
73,7696,129600
65,1776,129600
97,3489,129600
27,152,129600
21,7663,129600
70,4147,129600
12,4136,129600
30,3960,129600
90,8334,129600
77,6834,129600
14,932,129600
96,9302,129600
65,6375,129600
3,582,129600
7,889,129600
14,3940,129600
25,9751,129600
49,3805,129600
35,254,129600
8,2478,129600
96,2604,129600
22,6265,129600
72,5628,129600
73,4301,129600
80,2204,129600
30,5964,129600
69,1736,129600
59,7601,129600
75,1996,129600
46,998,129600
51,859,129600
30,3539,129600
78,6910,129600
65,2454,129600
28,5701,129600
2,9776,129600
94,7288,129600
18,7937,129600
29,65,129600
63,7866,129600
45,5362,129600
48,6073,129600
77,8890,129600
33,9184,129600
75,3867,129600
29,7404,129600
47,3131,129600
45,3816,129600
18,239,129600
77,6843,129600
8,1380,129600
3,338,129600
18,5522,129600
65,6257,129600
0,4454,129600
55,1768,129600
68,9977,129600
68,2074,129600
50,4330,129600
24,6986,129600
70,8192,129600
10,4104,129600
2,7205,129600
93,8727,129600
62,2775,129600
74,4969,129600
98,1043,129600
74,4005,129600
92,1482,129600
89,7332,129600
54,4674,129600
47,2184,129600
12,4140,129600
43,285,129600
11,6330,129600
37,9444,129600
30,7341,129600
93,6079,129600
33,389,129600
34,1006,129600
61,4762,129600
93,9039,129600
82,2934,129600
47,7070,129600
84,9999,129600
31,9794,129600
97,5125,129600
3,5351,129600
28,8511,129600
58,1253,129600
40,913,129600
14,8199,129600
62,679,129600
18,3381,129600
68,5657,129600
91,3936,129600
24,2130,129600
32,3141,129600
59,2119,129600
25,6886,129600
81,2615,129600
55,4775,129600
2,6776,129600
80,7010,129600
95,6421,129600
4,5004,129600
2,1167,129600
24,1222,129600
53,3220,129600
65,158,129600
33,5557,129600
33,6413,129600
7,1747,129600
54,6063,129600
20,7966,129600
48,7204,129600
71,6549,129600
92,9264,129600
88,6531,129600
81,5975,129600
70,537,129600
89,1415,129600
85,5770,129600
82,7730,129600
96,2363,129600
59,7006,129600
77,4256,129600
76,9421,129600
87,2209,129600
41,950,129600
88,8265,129600
13,9370,129600
41,3860,129600
12,8536,129600
28,3665,129600
80,923,129600
59,1515,129600
82,4196,129600
27,9329,129600
92,36,129600
48,5559,129600
81,4681,129600
16,6690,129600
38,7736,129600
15,4507,129600
10,8398,129600
37,8177,129600
8,7612,129600
66,7878,129600
14,211,129600
96,98,129600
3,5368,129600
22,7757,129600
17,6566,129600
26,8499,129600
30,7502,129600
1,8602,129600
8,1803,129600
49,7867,129600
3,3865,129600
79,9415,129600
28,4338,129600
23,1964,129600
60,6618,129600
99,8008,129600
0,3228,129600
25,1237,129600
7,4703,129600
9,3879,129600
37,3192,129600
74,4440,129600
74,465,129600
30,7001,129600
39,2846,129600
91,249,129600
85,5787,129600
47,697,129600
15,9979,129600
67,6971,129600
67,2681,129600
45,7493,129600
8,7747,129600
85,1198,129600
42,5298,129600
35,6968,129600
78,2553,129600
14,5709,129600
25,1368,129600
33,9739,129600
3,1598,129600
28,4012,129600
22,6601,129600
45,8643,129600
40,4046,129600
17,7931,129600
57,1223,129600
89,396,129600
36,8928,129600
68,648,129600
34,2875,129600
41,2898,129600
56,2631,129600
95,1175,129600
45,4749,129600
46,8739,129600
68,6391,129600
85,519,129600
74,7040,129600
11,4409,129600
89,4788,129600
41,2942,129600
94,8654,129600
42,1059,129600
78,3018,129600
24,4782,129600
87,2392,129600
15,366,129600
64,8916,129600
86,8406,129600
11,7410,129600
21,3853,129600
78,6883,129600
31,1389,129600
67,6906,129600
89,206,129600
20,9818,129600
56,284,129600
67,2333,129600
85,9960,129600
85,1789,129600
72,2714,129600
68,5459,129600
12,9255,129600
52,1316,129600
37,2227,129600
17,603,129600
8,2087,129600
58,5373,129600
58,9487,129600
84,628,129600
92,2324,129600
62,8775,129600
25,4675,129600
19,1322,129600
69,2099,129600
48,571,129600
88,997,129600
32,5412,129600
93,3903,129600
95,7005,129600
96,4834,129600
88,2856,129600
22,5027,129600
1,2909,129600
85,2740,129600
35,4362,129600
84,5227,129600
31,7999,129600
11,7362,129600
81,7244,129600
61,8687,129600
79,5413,129600
98,3164,129600
96,8661,129600
7,3285,129600
12,6814,129600
57,5073,129600
0,103,129600
74,1873,129600
3,6729,129600
43,9902,129600
46,9337,129600
9,8324,129600
0,6560,129600
2,5260,129600
56,1932,129600
64,7083,129600
43,9171,129600
38,2433,129600
6,8615,129600
14,2568,129600
31,1400,129600
5,8871,129600
73,5232,129600
37,4632,129600
29,2618,129600
40,6718,129600
56,99,129600
30,2254,129600
24,5582,129600
14,2277,129600
69,5963,129600
33,8816,129600
40,5983,129600
25,4634,129600
36,2382,129600
67,9233,129600
94,9211,129600
53,1560,129600
56,9657,129600
4,489,129600
5,252,129600
44,2771,129600
10,365,129600
42,6821,129600
76,161,129600
12,437,129600
93,5779,129600
61,3858,129600
94,1513,129600
9,3110,129600
76,9961,129600
19,7976,129600
72,1998,129600
40,9559,129600
94,8780,129600
88,1746,129600
31,5597,129600
5,147,129600
58,3669,129600
23,5880,129600
93,5530,129600
68,3374,129600
67,8764,129600
33,1065,129600
37,7444,129600
17,5145,129600
33,592,129600
80,3914,129600
14,5424,129600
92,1363,129600
33,1520,129600
15,7827,129600
98,9746,129600
85,2107,129600
7,9454,129600
43,6602,129600
93,7323,129600
74,4508,129600
19,5796,129600
59,1770,129600
60,1895,129600
7,1446,129600
60,9194,129600
26,1135,129600
34,6941,129600
7,938,129600
8,703,129600
22,6737,129600
44,3460,129600
75,6918,129600
45,8323,129600
11,2890,129600
95,4094,129600
23,3229,129600
7,1265,129600
38,3116,129600
71,5510,129600
71,55,129600
57,9076,129600
69,8047,129600
85,4371,129600
32,3979,129600
48,7433,129600
86,8427,129600
40,2316,129600
76,5456,129600
50,4995,129600
84,5146,129600
83,6185,129600
36,4021,129600
0,5449,129600
7,8128,129600
87,141,129600
51,1350,129600
91,8859,129600
13,90,129600
73,5311,129600
98,6179,129600
30,9481,129600
17,1345,129600
22,6439,129600
42,4263,129600
54,6735,129600
48,3881,129600
64,3843,129600
55,4489,129600
65,6171,129600
26,4274,129600
8,2607,129600
3,3000,129600
91,9729,129600
53,2268,129600
66,214,129600
94,5654,129600
17,1370,129600
91,4829,129600
65,7188,129600
8,2217,129600
30,5404,129600
47,9178,129600
95,9420,129600
7,586,129600
37,6214,129600
37,5126,129600
72,5474,129600
84,1926,129600
9,2154,129600
19,3321,129600
40,6643,129600
11,5395,129600
34,1082,129600
22,1099,129600
63,669,129600
51,7277,129600
63,1651,129600
76,6801,129600
26,9465,129600
45,9778,129600
41,363,129600
42,4101,129600
90,2793,129600
99,9561,129600
44,3677,129600
56,6360,129600
33,4303,129600
79,4397,129600
63,6112,129600
2,7322,129600
61,5562,129600
59,7352,129600
1,8965,129600
94,4628,129600
40,3687,129600
99,6006,129600
73,8497,129600
81,9080,129600
46,8680,129600
35,8835,129600
80,1063,129600
42,1756,129600
71,4327,129600
94,2662,129600
78,1528,129600
73,6698,129600
0,2140,129600
47,8236,129600
47,5567,129600
4,3435,129600
46,5978,129600
6,7699,129600
53,9701,129600
70,2211,129600
75,3170,129600
11,1599,129600
47,3577,129600
21,5011,129600
73,3623,129600
11,2291,129600
19,2829,129600
53,6613,129600
57,7632,129600
14,5546,129600
89,551,129600
73,2500,129600
67,8220,129600
32,9633,129600
90,1858,129600
79,4410,129600
38,5490,129600
79,828,129600
70,6590,129600
27,5366,129600
0,3595,129600
95,9009,129600
22,5591,129600
43,6172,129600
86,2643,129600
68,4267,129600
78,1309,129600
74,4566,129600
59,4546,129600
39,9250,129600
36,783,129600
88,6981,129600
31,6013,129600
72,8620,129600
27,5187,129600
55,9274,129600
62,7860,129600
92,7366,129600
3,5877,129600
9,1634,129600
39,4444,129600
9,9315,129600
25,9840,129600
42,7671,129600
15,2246,129600
22,4384,129600
78,6713,129600
66,4381,129600
35,7704,129600
9,5296,129600
16,3194,129600
72,2987,129600
45,4305,129600
15,3409,129600
57,6797,129600
15,3336,129600
51,1959,129600
76,2224,129600
17,3935,129600
77,5180,129600
61,5028,129600
86,4768,129600
87,8352,129600
44,6397,129600
64,2176,129600
64,5603,129600
27,8372,129600
71,9528,129600
72,5157,129600
67,8745,129600
19,1864,129600
32,1066,129600
22,775,129600
40,8788,129600
65,2458,129600
46,8326,129600
3,6367,129600
56,3356,129600
74,8472,129600
54,146,129600
67,8,129600
63,5354,129600
31,3415,129600
30,1218,129600
39,1842,129600
8,2943,129600
6,3859,129600
38,9821,129600
27,9711,129600
50,9925,129600
33,394,129600
72,497,129600
33,1820,129600
33,3809,129600
74,2479,129600
34,9774,129600
55,620,129600
78,7028,129600
64,3782,129600
29,5505,129600
29,9328,129600
29,4783,129600
20,164,129600
37,1508,129600
61,3927,129600
6,3824,129600
23,2861,129600
43,482,129600
26,686,129600
84,9703,129600
7,645,129600
70,2393,129600
89,2082,129600
31,7019,129600
14,5979,129600
93,1743,129600
69,2330,129600
88,5140,129600
86,9040,129600
75,4398,129600
98,1338,129600
76,3906,129600
54,8179,129600
64,5356,129600
17,7464,129600
16,1256,129600
11,9119,129600
77,6662,129600
47,2181,129600
92,2711,129600
36,3196,129600
32,7393,129600
1,7954,129600
12,7763,129600
82,5962,129600
27,7647,129600
79,9560,129600
25,3218,129600
28,4329,129600
25,4450,129600
61,9583,129600
20,5183,129600
61,79,129600
64,6282,129600
73,5131,129600
52,9071,129600
90,5947,129600
53,3731,129600
49,9754,129600
75,7697,129600
33,3958,129600
65,8721,129600
19,3189,129600
13,6390,129600
51,272,129600
92,613,129600
75,6384,129600
89,5169,129600
3,106,129600
98,9321,129600
59,328,129600
45,1048,129600
21,7451,129600
40,51,129600
28,5295,129600
46,3765,129600
66,5195,129600
23,8146,129600
36,6840,129600
29,8271,129600
29,520,129600
68,1509,129600
28,2886,129600
59,1837,129600
32,3446,129600
27,2257,129600
94,8818,129600
21,4915,129600
65,3009,129600
36,7802,129600
34,3393,129600
72,7778,129600
69,5897,129600
41,1021,129600
69,1891,129600
43,3921,129600
91,7145,129600
3,1940,129600
51,6687,129600
99,8845,129600
90,7026,129600
88,1543,129600
55,784,129600
90,2191,129600
87,439,129600
76,4608,129600
58,2903,129600
54,4079,129600
89,2161,129600
64,2804,129600
29,5745,129600
66,6491,129600
58,1182,129600
72,8700,129600
69,9248,129600
4,4971,129600
88,6580,129600
80,4030,129600
5,928,129600
21,6852,129600
0,3709,129600
69,5470,129600
99,111,129600
13,3182,129600
6,2700,129600
10,4149,129600
26,4851,129600
4,7499,129600
35,3876,129600
67,1997,129600
45,336,129600
5,867,129600
67,830,129600
44,9927,129600
62,6631,129600
53,3476,129600
96,9680,129600
43,6980,129600
57,8102,129600
49,1518,129600
84,6404,129600
7,5547,129600
38,9046,129600
16,1630,129600
87,9815,129600
63,8030,129600
72,9510,129600
53,2920,129600
68,9238,129600
36,6058,129600
47,60,129600
88,3697,129600
38,1784,129600
32,68,129600
9,9679,129600
92,7185,129600
26,8657,129600
37,9210,129600
6,3884,129600
22,650,129600
90,219,129600
22,1347,129600
64,1688,129600
69,5898,129600
85,612,129600
75,8437,129600
79,5730,129600
59,8583,129600
20,7424,129600
95,265,129600
25,5030,129600
94,8358,129600
68,215,129600
79,8000,129600
59,2923,129600
77,2313,129600
77,2215,129600
86,1862,129600
69,2972,129600
51,2092,129600
53,9551,129600
93,8797,129600
83,2022,129600
75,1890,129600
81,7363,129600
60,7419,129600
21,9873,129600
62,1825,129600
35,6201,129600
34,3331,129600
49,2834,129600
78,9508,129600
41,9201,129600
46,7821,129600
96,3055,129600
88,2841,129600
33,4698,129600
45,7767,129600
28,3834,129600
26,6047,129600
2,8628,129600
69,4962,129600
91,4666,129600
88,6351,129600
61,1045,129600
16,9784,129600
31,8259,129600
10,162,129600
92,5483,129600
92,5807,129600
26,9422,129600
86,5996,129600
9,2159,129600
48,2557,129600
27,8493,129600
51,6944,129600
90,5565,129600
83,1775,129600
37,4839,129600
21,8694,129600
38,4505,129600
79,1433,129600
69,2327,129600
66,6945,129600
24,4229,129600
82,9082,129600
1,5792,129600
73,7209,129600
88,7309,129600
92,6162,129600
50,4804,129600
68,1404,129600
41,2282,129600
91,7996,129600
87,1200,129600
9,1183,129600
70,4018,129600
3,4045,129600
18,5061,129600
8,8227,129600
32,7849,129600
26,2586,129600
61,3322,129600
71,6661,129600
7,5400,129600
83,9237,129600
1,6717,129600
38,3264,129600
31,7726,129600
41,535,129600
3,3176,129600
69,1137,129600
3,6499,129600
72,3737,129600
93,9270,129600
26,2453,129600
0,8431,129600
94,1235,129600
71,4797,129600
68,3419,129600
88,1377,129600
73,6354,129600
72,1984,129600
51,5731,129600
9,681,129600
10,3518,129600
47,318,129600
99,4492,129600
44,1706,129600
97,7949,129600
3,756,129600
46,6736,129600
36,9891,129600
90,231,129600
58,516,129600
15,5644,129600
55,4958,129600
1,505,129600
37,8559,129600
82,9247,129600
34,8558,129600
55,2878,129600
82,8500,129600
58,710,129600
77,9037,129600
10,4383,129600
41,1808,129600
85,7011,129600
57,1877,129600
88,578,129600
83,8587,129600
50,532,129600
1,2389,129600
75,6546,129600
63,6579,129600
37,4246,129600
19,9357,129600
20,297,129600
72,9646,129600
83,723,129600
28,5155,129600
78,2155,129600
52,7550,129600
19,8217,129600
5,5663,129600
47,5175,129600
65,3875,129600
59,8533,129600
97,8210,129600
86,9225,129600
36,5177,129600
38,6902,129600
45,3377,129600
88,1277,129600
63,1677,129600
26,3837,129600
83,8838,129600
49,1122,129600
90,1228,129600
43,1567,129600
99,6337,129600
71,6406,129600
66,8758,129600
51,490,129600
67,7718,129600
94,3952,129600
57,3848,129600
48,7463,129600
88,9262,129600
83,2220,129600
72,5399,129600
35,1463,129600
60,4531,129600
2,9085,129600
90,9855,129600
58,8073,129600
62,7216,129600
98,2534,129600
89,6083,129600
1,8783,129600
57,3327,129600
65,1555,129600
78,935,129600
1,2349,129600
11,5558,129600
50,7211,129600
0,9682,129600
50,8646,129600
89,9316,129600
62,912,129600
28,8010,129600
43,7890,129600
52,3736,129600
79,9867,129600
14,1044,129600
65,1243,129600
94,5637,129600
14,987,129600
14,4803,129600
6,185,129600
2,4978,129600
46,349,129600
53,1530,129600
75,1625,129600
36,2969,129600
15,3451,129600
53,4337,129600
91,2169,129600
29,6635,129600
35,5790,129600
25,5141,129600
43,9685,129600
9,4777,129600
90,5253,129600
33,4002,129600
22,6485,129600
81,5746,129600
51,8951,129600
92,9673,129600
25,1758,129600
55,9568,129600
83,3942,129600
41,8667,129600
99,4873,129600
42,9636,129600
20,2238,129600
70,1581,129600
97,8034,129600
84,3396,129600
48,7453,129600
90,7841,129600
11,8658,129600
73,7666,129600
39,8526,129600
24,8611,129600
97,9376,129600
